,,,1740264480169,,177,,,0,,,,,,233,31,,,,,,,,,,,
Kickstarter Link,RPGGeek Item ID,RPGGeek Item Link,KickTraq Link,Type,Non-5E: For RPG,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,OSR-Core,OSR-Adjacent
"https://www.kickstarter.com/projects/665143704/time-of-the-dying-stars-book-one?ref=bggforums',",item3427426,,https://www.kicktraq.com/projects/665143704/time-of-the-dying-stars-book-one/,non-5E,https://rpggeek.com/rpgsystem/21909/labyrinth-lord-compatible,,Time of the Dying Stars: Book One,October 12 2014,Y,USD,750.00,1,750.00,Y,N,Y,$750,150.00%,Ended,750,1613497304418,September 12 2014,,,1,
"https://www.kickstarter.com/projects/goldengoblinpress/de-horrore-cosmico-six-scenarios-for-cthulhu-invic?ref=bggforums',",item3427389,,https://www.kicktraq.com/projects/goldengoblinpress/de-horrore-cosmico-six-scenarios-for-cthulhu-invic/,non-5E,https://rpggeek.com/rpg/23113/call-cthulhu-7th-edition,,De Horrore Cosmico - Six Scenarios for Cthulhu Invictus.,October 12 2014,Y,USD,"26,105.00",1,"26,105.00",Y,N,Y,"$26,105",174.00%,Ended,26105,1613497304417,September 12 2014,,,,
"https://www.kickstarter.com/projects/1092806495/admoxin-a-new-way-to-role-play?ref=bggforums',",item3406030,,https://www.kicktraq.com/projects/1092806495/admoxin-a-new-way-to-role-play/,RPG,,,Admoxin - A new way to Role-play,October 12 2014,Y,USD,230.00,1,Not Funded,N,N,N,$230,2.00%,Ended,0,1613497304416,September 2 2014,,,,
"https://www.kickstarter.com/projects/pndfilms/valore?ref=bggforums',",item3372788,,https://www.kicktraq.com/projects/pndfilms/valore/,RPG,,,Valore,October 12 2014,Y,USD,20.00,1,Not Funded,N,N,N,$20,0.00%,Ended,0,1613497304419,August 13 2014,,,,
"https://www.kickstarter.com/projects/1016237402/dragonwars-of-trayth?ref=bggforums',",item3372792,,https://www.kicktraq.com/projects/1016237402/dragonwars-of-trayth/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,Dragonwars of Trayth,October 13 2014,Y,USD,"2,464.00",1,Not Funded,N,Y,N,"$2,464",6.00%,Cancelled,0,1613497304420,August 14 2014,,,1,
"https://www.kickstarter.com/projects/416625372/13th-age-in-glorantha?ref=bggforums',",item3416191,,https://www.kicktraq.com/projects/416625372/13th-age-in-glorantha/,non-5E,https://rpggeek.com/rpg/17925/13th-age,,13th Age in Glorantha,October 14 2014,Y,USD,"116,150.00",1,"116,150.00",Y,N,Y,"$116,150",294.00%,Ended,116150,1613497304421,September 7 2014,,,,
"https://www.kickstarter.com/projects/1398498610/the-essential-guide-to-potions-and-oils?ref=bggforums',",item3432466,,https://www.kicktraq.com/projects/1398498610/the-essential-guide-to-potions-and-oils/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Essential Guide to Potions and Oils,October 14 2014,Y,USD,"7,739.00",1,"7,739.00",Y,N,Y,"$7,739",133.00%,Ended,7739,1613497304423,September 15 2014,,,,
"https://www.kickstarter.com/projects/804120043/slumbering-ursine-dunes?ref=bggforums',",item3432471,,https://www.kicktraq.com/projects/804120043/slumbering-ursine-dunes/,non-5E,https://rpggeek.com/rpgsystem/21909/labyrinth-lord-compatible,,Slumbering Ursine Dunes,October 15 2014,Y,USD,"8,152.00",1,"8,152.00",Y,N,Y,"$8,152",543.00%,Ended,8152,1613497304425,September 15 2014,,,1,
"https://www.kickstarter.com/projects/1575519826/revelry-in-torth?ref=bggforums',",item3432451,,https://www.kicktraq.com/projects/1575519826/revelry-in-torth/,5E,,,Revelry in Torth,October 15 2014,Y,USD,"3,144.00",1,"3,144.00",Y,N,Y,"$3,144",125.00%,Ended,3144,1613497304424,September 15 2014,,,,
https://www.kickstarter.com/projects/sandandsteam/karthun-lands-of-conflict?ref=bggforums,item3433113,,https://www.kicktraq.com/projects/sandandsteam/karthun-lands-of-conflict/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Karthun: Lands of Conflict,October 15 2014,Y,USD,"42,859.00",1,"42,859.00",Y,N,Y,"$42,859",285.00%,Ended,42859,1613497304426,September 15 2014,,,,
"https://www.kickstarter.com/projects/1745448595/mecha-kaiju?ref=bggforums',",item3438264,,https://www.kicktraq.com/projects/1745448595/mecha-kaiju/,non-5E,https://rpggeek.com/rpg/6365/mecha,,Mecha: Kaiju,October 16 2014,Y,USD,"1,449.00",1,"1,449.00",Y,N,Y,"$1,449",144.00%,Ended,1449,1613497304427,September 16 2014,,,,
"https://www.kickstarter.com/projects/1044009969/last-one-standing-your-guide-to-death-and-glory?ref=bggforums',",item3438315,,https://www.kicktraq.com/projects/1044009969/last-one-standing-your-guide-to-death-and-glory/,RPG,,,Last One Standing: Your Guide to Death and Glory,16 Oct 2014,Y,USD,"3,601.00",1,"3,601.00",Y,N,Y,"$3,601",120.00%,Ended,3601,1613497304428,September 16 2014,,,,
"https://www.kickstarter.com/projects/deadgentlemen/demon-hunters-rpg-a-comedy-of-terrors?ref=bggforums',",item3438259,,https://www.kicktraq.com/projects/deadgentlemen/demon-hunters-rpg-a-comedy-of-terrors/,RPG,,,Demon Hunters RPG: A Comedy of Terrors,17 Oct 2014,Y,USD,"40,367.00",1,"40,367.00",Y,N,Y,"$40,367",134.00%,Ended,40367,1613497304430,September 16 2014,,,,
"https://www.kickstarter.com/projects/atlasgames/feng-shui-2-action-movie-roleplaying-game-by-robin?ref=bggforums',",item3440528,,https://www.kicktraq.com/projects/atlasgames/feng-shui-2-action-movie-roleplaying-game-by-robin/,RPG,,https://rpggeek.com/rpgfamily/27819/feng-shui,Feng Shui 2: Action Movie Roleplaying Game by Robin D. Laws,17 Oct 2014,Y,USD,"185,137.00",1,"185,137.00",Y,N,Y,"$185,137",2314.00%,Ended,185137,1613497304432,September 17 2014,,,,
"https://www.kickstarter.com/projects/froggodgames/quests-of-doom-pathfinder-and-swords-and-wizardry?ref=bggforums',",item3411385,,https://www.kicktraq.com/projects/froggodgames/quests-of-doom-pathfinder-and-swords-and-wizardry/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Quests of Doom - Pathfinder and Swords & Wizardry Modules,October 18 2014,Y,USD,"32,349.00",1,"32,349.00",Y,N,Y,"$32,349",215.00%,Ended,32349,1613497304435,September 5 2014,,,,
"https://www.kickstarter.com/projects/350683997/southlands-new-fantasy-options-for-pathfinder-rpg?ref=bggforums',",item3433117,,https://www.kicktraq.com/projects/350683997/southlands-new-fantasy-options-for-pathfinder-rpg/,non-5E,,,Southlands: New Fantasy Options for Pathfinder RPG,18 Oct 2014,Y,USD,"97,728.00",1,"97,728.00",Y,N,Y,"$97,728",610.00%,Ended,97728,1613497304433,September 15 2014,,,,
"https://www.kickstarter.com/projects/359229553/goobles-and-goblins-an-rpg-for-kids-and-adults?ref=bggforums',",item3444633,,https://www.kicktraq.com/projects/359229553/goobles-and-goblins-an-rpg-for-kids-and-adults/,RPG,,,Goobles & Goblins: An RPG for Kids and Adults,18 Oct 2014,Y,USD,"1,743.00",1,"1,743.00",Y,N,Y,"$1,743",174.00%,Ended,1743,1613497304434,September 18 2014,,,,
"https://www.kickstarter.com/projects/355542524/talonspire-campaign-setting?ref=bggforums',",item3446475,,https://www.kicktraq.com/projects/355542524/talonspire-campaign-setting/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Talonspire Campaign Setting,19 Oct 2014,Y,USD,"1,512.00",1,Not Funded,N,Y,N,"$1,512",5.00%,Cancelled,0,1613497304436,September 19 2014,,,,
https://www.kickstarter.com/projects/1016237402/dragonwars-of-trayth-tabletop-rpg?ref=bggforums,https://rpggeek.com/geeklist/167299/item/3372792?commentid=4906464#comment4906464,,https://www.kicktraq.com/projects/1016237402/dragonwars-of-trayth-tabletop-rpg/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,Dragonwars of Trayth -Tabletop RPG,October 20 2014,Y,EUR,"1,558.00",1.2795,Not Funded,N,Y,N,"€1,558",19.00%,Cancelled,0,1613497304439,September 17 2014,,,1,
"https://www.kickstarter.com/projects/rosspayton/boiling-point-a-superheroic-adventure?ref=bggforums',",item3432459,,https://www.kicktraq.com/projects/rosspayton/boiling-point-a-superheroic-adventure/,non-5E,https://rpggeek.com/rpg/23765/base-raiders,,Boiling Point: A superheroic adventure,October 20 2014,Y,USD,"5,167.00",1,"5,167.00",Y,N,Y,"$5,167",147.00%,Ended,5167,1613497304438,September 15 2014,,,,
"https://www.kickstarter.com/projects/545820095/the-last-parsec-savage-worlds?ref=bggforums',",item3454418,,https://www.kicktraq.com/projects/545820095/the-last-parsec-savage-worlds/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,The Last Parsec - Savage Worlds,23 Oct 2014,Y,USD,"88,564.00",1,"88,564.00",Y,N,Y,"$88,564",1107.00%,Ended,88564,1613497304440,September 23 2014,,,,
"https://www.kickstarter.com/projects/jmperkins/the-adequate-commoner?ref=bggforums',",item3456004,,https://www.kicktraq.com/projects/jmperkins/the-adequate-commoner/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,The Adequate Commoner,24 Oct 2014,Y,USD,"6,118.00",1,"6,118.00",Y,N,Y,"$6,118",244.00%,Ended,6118,1613497304441,September 24 2014,,,,
"https://www.kickstarter.com/projects/1850201385/drakland-role-playing-game?ref=bggforums',",item3470527,,https://www.kicktraq.com/projects/1850201385/drakland-role-playing-game/,RPG,,,Drakland Role Playing Game,26 Oct 2014,Y,USD,111.00,1,Not Funded,N,N,N,$111,1.00%,Ended,0,1613497304442,October 1 2014,,,,
"https://www.kickstarter.com/projects/cryptiquestllc/imbue-storycrafting-game?ref=bggforums',",item3459503,,https://www.kicktraq.com/projects/cryptiquestllc/imbue-storycrafting-game/,RPG,,,Imbue - Storycrafting Game,October 26 2014,Y,USD,"5,101.00",1,"5,101.00",Y,N,Y,"$5,101",102.00%,Ended,5101,1613497304443,September 26 2014,,,,
"https://www.kickstarter.com/projects/115420877/the-savage-east-campaign-setting-expansion?ref=bggforums',",item3463946,,https://www.kicktraq.com/projects/115420877/the-savage-east-campaign-setting-expansion/,non-5E,https://rpggeek.com/rpg/25909/savage-kingdoms-heroic-sword-and-sorcery-roleplayi,,The Savage East campaign setting expansion,October 27 2014,Y,USD,"1,516.00",1,"1,516.00",Y,N,Y,"$1,516",126.00%,Ended,1516,1613497304444,September 27 2014,,,,
"https://www.kickstarter.com/projects/991027766/mythos-arcanum?ref=bggforums',",item3463948,,https://www.kicktraq.com/projects/991027766/mythos-arcanum/,RPG,,,Mythos Arcanum,27 Oct 2014,Y,USD,"15,115.00",1,"15,115.00",Y,N,Y,"$15,115",100.00%,Ended,15115,1613497304445,September 27 2014,,,,
https://www.kickstarter.com/projects/1745101684/steamscapes-asia-a-savage-worlds-licensed-setting?ref=bggforum,item3463949,,https://www.kicktraq.com/projects/1745101684/steamscapes-asia-a-savage-worlds-licensed-setting/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Steamscapes: Asia - A Savage Worlds Licensed Setting,October 28 2014,Y,EUR,"4,240.00",1.2737,"5,400.49",Y,N,Y,"€4,240",106.00%,Ended,5400.49,1613497304454,September 28 2014,,,,
"https://www.kickstarter.com/projects/seankreynolds/five-moons-rpg-by-sean-k-reynolds?ref=bggforums',",item3455791,,https://www.kicktraq.com/projects/seankreynolds/five-moons-rpg-by-sean-k-reynolds/,RPG,,,Five Moons RPG by Sean K Reynolds,28 Oct 2014,Y,USD,"36,548.00",1,"36,548.00",Y,N,Y,"$36,548",146.00%,Ended,36548,1613497304452,September 23 2014,,,,
"https://www.kickstarter.com/projects/1894808384/kicking-butts-and-taking-names-a-tabletop-rpg-with?ref=bggforums',",item3463950,,https://www.kicktraq.com/projects/1894808384/kicking-butts-and-taking-names-a-tabletop-rpg-with/,RPG,,,"Kicking Butts and Taking Names, a Tabletop RPG with a Twist!",28 Oct 2014,Y,USD,90.00,1,Not Funded,N,N,N,$90,3.00%,Ended,0,1613497304447,September 28 2014,,,,
"https://www.kickstarter.com/projects/playattentiongames/chill-3rd-edition-a-horror-roleplaying-game?ref=bggforums',",item3470521,,https://www.kicktraq.com/projects/playattentiongames/chill-3rd-edition-a-horror-roleplaying-game/,RPG,,https://rpggeek.com/rpgfamily/539/chill,Chill 3rd Edition: A Horror Roleplaying Game,31 Oct 2014,Y,USD,"40,375.00",1,"40,375.00",Y,N,Y,"$40,375",161.00%,Ended,40375,1613497304455,October 1 2014,,,,
"https://www.kickstarter.com/projects/frostfucious/project-overkill?ref=bggforums',",item3438273,,https://www.kicktraq.com/projects/frostfucious/project-overkill/,RPG,,,Project Overkill,31 Oct 2014,Y,USD,80.00,1,Not Funded,N,Y,N,$80,1.00%,Cancelled,0,1613497304456,September 16 2014,,,,
"https://www.kickstarter.com/projects/321104029/atlas-kings-tabletop-rpg?ref=bggforums',",item3471163,,https://www.kicktraq.com/projects/321104029/atlas-kings-tabletop-rpg/,RPG,,,Atlas Kings Tabletop RPG,1 Nov 2014,Y,USD,"1,699.00",1,"1,699.00",Y,N,Y,"$1,699",169.00%,Ended,1699,1613497304459,October 2 2014,,,,
"https://www.kickstarter.com/projects/887885342/of-dreams-and-magic?ref=bggforums',",item3471158,,https://www.kicktraq.com/projects/887885342/of-dreams-and-magic/,RPG,,,Of Dreams and Magic,1 Nov 2014,Y,USD,"1,279.00",1,Not Funded,N,Y,N,"$1,279",6.00%,Cancelled,0,1613497304458,October 2 2014,,,,
"https://www.kickstarter.com/projects/462624115/cross-of-fire-saga-adventure-path-for-pathfinder-r?ref=bggforums',",item3459502,,https://www.kicktraq.com/projects/462624115/cross-of-fire-saga-adventure-path-for-pathfinder-r/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Cross of Fire Saga Adventure Path for Pathfinder RPG,4 Nov 2014,Y,EUR,"3,954.00",1.25511,Not Funded,N,Y,N,"€3,954",49.00%,Cancelled,0,1613497304460,September 25 2014,,,,
"https://www.kickstarter.com/projects/wundergeek/the-ruined-empire-an-anime-inspired-rpg-campaign-s?ref=bggforums',",item3478366,,https://www.kicktraq.com/projects/wundergeek/the-ruined-empire-an-anime-inspired-rpg-campaign-s/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Ruined Empire: an anime-inspired RPG campaign sourcebook,5 Nov 2014,Y,CAD,"7,282.00",0.87735,"6,388.86",Y,N,Y,"$7,282 CAD",127.00%,Ended,6388.86,1613497304466,October 6 2014,,,,
"https://www.kickstarter.com/projects/johnnyohnny/kay-pacha-a-new-pen-and-paper-rpg?ref=bggforums',",item3478075,,https://www.kicktraq.com/projects/johnnyohnny/kay-pacha-a-new-pen-and-paper-rpg/,RPG,,,Kay Pacha - A new Pen & Paper RPG!,November 5 2014,Y,GBP,"5,003.00",1.59617,Not Funded,N,N,N,"£5,003",38.00%,Ended,0,1613497304462,October 6 2014,,,,
"https://www.kickstarter.com/projects/200664283/deluxe-v20-dark-ages?ref=bggforums',",item3480690,,https://www.kicktraq.com/projects/200664283/deluxe-v20-dark-ages/,non-5E,https://rpggeek.com/rpg/386/vampire-dark-ages,,Deluxe V20 Dark Ages,6 Nov 2014,Y,USD,"281,352.00",1,"281,352.00",Y,N,Y,"$281,352",703.00%,Ended,281352,1613497304469,October 7 2014,,,,
"https://www.kickstarter.com/projects/53201108/no-country-for-old-kobolds-a-dungeon-world-hack?ref=bggforums',",item3480634,,https://www.kicktraq.com/projects/53201108/no-country-for-old-kobolds-a-dungeon-world-hack/,RPG,,https://rpggeek.com/rpg/11105/dungeon-world,"No Country For Old Kobolds, A Dungeon World Hack",6 Nov 2014,Y,USD,"11,596.00",1,"11,596.00",Y,N,Y,"$11,596",331.00%,Ended,11596,1613497304467,October 7 2014,,,,
"https://www.kickstarter.com/projects/eloylasanta/apocalypse-prevention-inc-2nd-ed-dgs-and-savage-wo?ref=bggforums',",item3472434,,https://www.kicktraq.com/projects/eloylasanta/apocalypse-prevention-inc-2nd-ed-dgs-and-savage-wo/,RPG,,,"Apocalypse Prevention, Inc. 2nd Ed (DGS and Savage Worlds)",7 Nov 2014,Y,USD,"6,641.00",1,"6,641.00",Y,N,Y,"$6,641",110.00%,Ended,6641,1613497304470,October 3 2014,,,,
"https://www.kickstarter.com/projects/1801954192/false-promises-an-old-school-rpg-adventure?ref=bggforums',",item3486247,,https://www.kicktraq.com/projects/1801954192/false-promises-an-old-school-rpg-adventure/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,"False Promises, an Old School RPG Adventure",9 Nov 2014,Y,USD,"1,046.00",1,Not Funded,N,N,N,"$1,046",69.00%,Ended,0,1613497304472,October 10 2014,,,1,
"https://www.kickstarter.com/projects/shadesofvengeance/era-the-consortium-a-sci-fi-roleplaying-game?ref=bggforums',",item3485732,,https://www.kicktraq.com/projects/shadesofvengeance/era-the-consortium-a-sci-fi-roleplaying-game/,RPG,,https://rpggeek.com/rpgsystem/35204/era-d10,Era: The Consortium - A Sci-Fi Roleplaying Game,9 Nov 2014,Y,USD,"4,598.00",1,"4,598.00",Y,N,Y,"$4,598",459.00%,Ended,4598,1613497304471,October 9 2014,,,,
"https://www.kickstarter.com/projects/1430411066/50-shades-of-vorpal?ref=bggforums',",item3482690,,https://www.kicktraq.com/projects/1430411066/50-shades-of-vorpal/,RPG,,,50 sHAdes of VORpal,12 Nov 2014,Y,USD,"1,824.00",1,"1,824.00",Y,N,Y,"$1,824",3647.00%,Ended,1824,1613497304474,October 8 2014,,,,
"https://www.kickstarter.com/projects/1704989469/vasta-terra?ref=bggforums',",item3492783,,https://www.kicktraq.com/projects/1704989469/vasta-terra/,RPG,,,Vasta Terra,12 Nov 2014,Y,USD,57.00,1,Not Funded,N,N,N,$57,1.00%,Ended,0,1613497304475,October 13 2014,,,,
"https://www.kickstarter.com/projects/563681582/the-folio-neo-retro-gaming-modules-for-5th-edition?ref=bggforums',",item3499801,,https://www.kicktraq.com/projects/563681582/the-folio-neo-retro-gaming-modules-for-5th-edition/,5E,,,The Folio: Neo-Retro Gaming Modules for 5th Edition,November 14 2014,Y,USD,"3,130.00",1,Not Funded,N,Y,N,"$3,130",20.00%,Cancelled,0,1613497304476,October 15 2014,,,,
"https://www.kickstarter.com/projects/314653974/maelorum-volume-two?ref=bggforums',",item3485743,,https://www.kicktraq.com/projects/314653974/maelorum-volume-two/,non-5E,https://rpggeek.com/rpg/21901/maelorum,,"Maelorum, Volume Two",15 Nov 2014,Y,USD,"24,562.00",1,"24,562.00",Y,N,Y,"$24,562",122.00%,Ended,24562,1613497304480,October 10 2014,,,,
"https://www.kickstarter.com/projects/1336090177/the-vampires-codex-rpg?ref=bggforums',",item3466935,,https://www.kicktraq.com/projects/1336090177/the-vampires-codex-rpg/,RPG,,,The Vampire's Codex RPG,15 Nov 2014,Y,USD,"1,977.00",1,Not Funded,N,Y,N,"$1,977",13.00%,Cancelled,0,1613497304478,September 30 2014,,,,
"https://www.kickstarter.com/projects/blake-northcott/final-empire-the-complete-arena-mode-book-series?ref=bggforums',",item3510280,,https://www.kicktraq.com/projects/blake-northcott/final-empire-the-complete-arena-mode-book-series/,RPG,,,FINAL EMPIRE - the Complete Arena Mode Book Series,16 Nov 2014,Y,USD,"45,456.00",1,"45,456.00",Y,N,Y,"$45,456",303.00%,Ended,45456,1613497304481,October 18 2014,,,,
"https://www.kickstarter.com/projects/caias/riders-a-game-about-cheating-doomsday?ref=bggforums',",item3494261,,https://www.kicktraq.com/projects/caias/riders-a-game-about-cheating-doomsday/,RPG,,,Riders: A Game About Cheating Doomsday,17 Nov 2014,Y,USD,"5,087.00",1,"5,087.00",Y,N,Y,"$5,087",154.00%,Ended,5087,1613497304482,October 14 2014,,,,
"https://www.kickstarter.com/projects/kysmit/kysmit-in-beta-role-playing-system?ref=bggforums',",item3494487,,https://www.kicktraq.com/projects/kysmit/kysmit-in-beta-role-playing-system/,RPG,,,Kysmit (in Beta) - Role Playing System.,18 Nov 2014,Y,USD,"5,092.00",1,"5,092.00",Y,N,Y,"$5,092",101.00%,Ended,5092,1613497304484,October 14 2014,,,,
"https://www.kickstarter.com/projects/2086542789/morgalad-fantasy-rpg?ref=bggforums',",item3451583,,https://www.kicktraq.com/projects/2086542789/morgalad-fantasy-rpg/,RPG,,,MorGalad Fantasy RPG,18 Nov 2014,Y,USD,243.00,1,Not Funded,N,Y,N,$243,1.00%,Cancelled,0,1613497304485,September 19 2014,,,,
"https://www.kickstarter.com/projects/bullypulpitgames/night-witches?ref=bggforums',",item3522020,,https://www.kicktraq.com/projects/bullypulpitgames/night-witches/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,Night Witches,18 Nov 2014,Y,USD,"48,806.00",1,"48,806.00",Y,N,Y,"$48,806",976.00%,Ended,48806,1613497304483,October 28 2014,,,,
"https://www.kickstarter.com/projects/1842635065/the-robotic-age-mars?ref=bggforums',",item3510310,,https://www.kicktraq.com/projects/1842635065/the-robotic-age-mars/,non-5E,https://rpggeek.com/rpg/23436/robotic-age,,The Robotic Age: Mars,November 20 2014,Y,USD,"3,217.00",1,Not Funded,N,N,N,"$3,217",71.00%,Ended,0,1613497304488,October 21 2014,,,,
"https://www.kickstarter.com/projects/nogrod/death-and-taxes-a-complete-role-playing-box-set-ad?ref=bggforums',",item3498689,,https://www.kicktraq.com/projects/nogrod/death-and-taxes-a-complete-role-playing-box-set-ad/,RPG,,,Death & Taxes: A Complete Role-Playing Box Set Adventure,20 Nov 2014,Y,USD,"20,773.00",1,"20,773.00",Y,N,Y,"$20,773",259.00%,Ended,20773,1613497304487,October 16 2014,,,,
"https://www.kickstarter.com/projects/ggwp/battle-century-g-a-cinematic-and-tactical-mecha-rp?ref=bggforums',",item3518613,,https://www.kicktraq.com/projects/ggwp/battle-century-g-a-cinematic-and-tactical-mecha-rp/,RPG,,,Battle Century G - A Cinematic and Tactical Mecha RPG.,23 Nov 2014,Y,USD,"3,341.00",1,"3,341.00",Y,N,Y,"$3,341",111.00%,Ended,3341,1613497304489,October 26 2014,,,,
"https://www.kickstarter.com/projects/937759598/lords-of-gossamer-and-shadow-icon-deck-npcs?ref=bggforums',",item3510309,,https://www.kicktraq.com/projects/937759598/lords-of-gossamer-and-shadow-icon-deck-npcs/,non-5E,https://rpggeek.com/rpg/23864/lords-gossamer-shadow,,Lords of Gossamer & Shadow Icon Deck: NPCs,24 Nov 2014,Y,EUR,"3,216.00",1.24363,"3,999.51",Y,N,Y,"€3,216",321.00%,Ended,3999.51,1613497304490,October 21 2014,,,,
"https://www.kickstarter.com/projects/2001930866/scenes-of-chance-miniature-edition?ref=bggforums',",item3568005,,https://www.kicktraq.com/projects/2001930866/scenes-of-chance-miniature-edition/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Scenes of Chance Miniature Edition,November 25 2014,Y,USD,"2,331.00",1,"2,331.00",Y,N,Y,"$2,331",582.00%,Ended,2331,1613497304491,November 20 2014,,,,
"https://www.kickstarter.com/projects/arcdream/puppetland-the-storytelling-rpg-of-grim-make-belie?ref=bggforums',",item3519772,,https://www.kicktraq.com/projects/arcdream/puppetland-the-storytelling-rpg-of-grim-make-belie/,non-5E,,https://rpggeek.com/rpg/1082/puppetland,Puppetland: The Storytelling RPG of Grim Make-Believe,26 Nov 2014,Y,USD,"19,063.00",1,"19,063.00",Y,N,Y,"$19,063",190.00%,Ended,19063,1613497304492,October 27 2014,,,,
"https://www.kickstarter.com/projects/fableforge/enter-the-shadowside-destiny?ref=bggforums',",item3526447,,https://www.kicktraq.com/projects/fableforge/enter-the-shadowside-destiny/,RPG,,,Enter The Shadowside: DESTINY,30 Nov 2014,Y,USD,"3,573.00",1,"3,573.00",Y,N,Y,"$3,573",357.00%,Ended,3573,1613497304493,October 31 2014,,,,
https://www.kickstarter.com/projects/remaincalmrpg/remain-calm-zombie-apocalypse-role-playing-game?ref=bggforums,item3526440,,https://www.kicktraq.com/projects/remaincalmrpg/remain-calm-zombie-apocalypse-role-playing-game/,RPG,,,Remain Calm - Zombie Apocalypse Role Playing Game.,30 Nov 2014,Y,USD,"5,042.00",1,"5,042.00",Y,N,Y,"$5,042",100.00%,Ended,5042,1613497304494,October 31 2014,,,,
"https://www.kickstarter.com/projects/967567976/realms-of-twilight-campaign-setting-for-the-pathfi?ref=bggforums',",item3528447,,https://www.kicktraq.com/projects/967567976/realms-of-twilight-campaign-setting-for-the-pathfi/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Realms of Twilight - Campaign Setting for the Pathfinder RPG,December 1 2014,Y,USD,"6,650.00",1,Not Funded,N,N,N,"$6,650",60.00%,Ended,0,1613497304495,November 1 2014,,,,
"https://www.kickstarter.com/projects/1330729653/drawing-fantasy-into-reality-3?ref=bggforums',",item3528452,,https://www.kicktraq.com/projects/1330729653/drawing-fantasy-into-reality-3/,RPG,,,Drawing Fantasy into Reality #3,December 1 2014,Y,USD,270.00,1,270.00,Y,N,Y,$270,108.00%,Ended,270,1613497304497,November 1 2014,,,,
"https://www.kickstarter.com/projects/1418216834/cthulhu-strange-aeons-role-playing-game?ref=bggforums',",item3522017,,https://www.kicktraq.com/projects/1418216834/cthulhu-strange-aeons-role-playing-game/,RPG,,,Cthulhu: Strange Aeons Role Playing Game,December 2 2014,Y,USD,"15,276.00",1,Not Funded,N,Y,N,"$15,276",25.00%,Cancelled,0,1613497304498,October 28 2014,,,,
"https://www.kickstarter.com/projects/1721105501/the-dracula-dossier?ref=bggforums',",item3533176,,https://www.kicktraq.com/projects/1721105501/the-dracula-dossier/,non-5E,https://rpggeek.com/rpg/11202/nights-black-agents,,The Dracula Dossier,3 Dec 2014,Y,GBP,"87,935.00",1.56924,"137,991.12",Y,N,Y,"£87,935",879.00%,Ended,137991.12,1613497304500,November 3 2014,,,,
"https://www.kickstarter.com/projects/1990654819/paranoia-rpg?ref=bggforums',",item3514367,,https://www.kicktraq.com/projects/1990654819/paranoia-rpg/,RPG,,https://rpggeek.com/rpgfamily/378/paranoia,Paranoia RPG,3 Dec 2014,Y,GBP,"217,517.00",1.56924,"341,336.38",Y,N,Y,"£217,517",725.00%,Ended,341336.38,1613497304501,October 24 2014,,,,
"https://www.kickstarter.com/projects/1564967837/dungeons-and-dragons-tomb-of-the-eternals?ref=bggforums',",item3537899,,https://www.kicktraq.com/projects/1564967837/dungeons-and-dragons-tomb-of-the-eternals/,non-5E,https://rpggeek.com/rpg/1788/d20-system-ogl-product-dd-30-compatible,,Dungeons and Dragons - Tomb of the Eternals,December 4 2014,Y,USD,7.00,1,Not Funded,N,Y,N,$7,1.00%,Cancelled,0,1613497304503,November 4 2014,,,,
"https://www.kickstarter.com/projects/2006204732/play-dirty-2-even-dirtier?ref=bggforums',",item3535383,,https://www.kicktraq.com/projects/2006204732/play-dirty-2-even-dirtier/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Play Dirty 2: Even Dirtier,December 4 2014,Y,USD,"19,902.00",1,"19,902.00",Y,N,Y,"$19,902",995.00%,Ended,19902,1613497304502,November 4 2014,,,,
"https://www.kickstarter.com/projects/355284850/legend-rollspelet?ref=bggforums',",item3513181,,https://www.kicktraq.com/projects/355284850/legend-rollspelet/,RPG,,,Legend - Rollspelet,4 Dec 2014,Y,SEK,"65,050.00",0.13338,"8,676.37",Y,N,Y,"kr65,050 SEK",118.00%,Ended,8676.37,1613497304504,October 23 2014,,,,
