GameOnTabletop Link,RPGGeek List Item,Type,Non-5E: For RPG,RPG: related to,Project Name,Ended Date,Funding Level,Project Status,Currency,Funding Level,Exchange Rate,FundingLevelUSD,OSR Original,OSR Scene
https://www.gameontabletop.com/cf623/vacarme-le-jeu-de-role.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921040#11921040,RPG,,,Vacarme - Le jeu de rôle,December 4 2021,"€14,041.00",Project Ended,EUR,"14,041.00",1.1313,"$15,884.58",,
https://www.gameontabletop.com/cf587/commando-barbare.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921047#11921047,RPG,,https://rpggeek.com/rpg/26949/chroniques-oubliees-fantasy,COMMANDO BARBARE,November 9 2021,"€16,358.00",Project Ended,EUR,"16,358.00",1.1593,"$18,963.83",,
https://www.gameontabletop.com/cf598/brigandyne-2e-edition.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921049#11921049,RPG,,,BRIGANDYNE 2e édition,December 2 2021,"€47,523.00",Project Ended,EUR,"47,523.00",1.1306,"$53,727.13",,
https://www.gameontabletop.com/cf644/hexxen-1733-jager-der-karibik.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921051#11921051,non-5E,https://rpggeek.com/rpg/47185/hexxen-1733,,HeXXen 1733: Jäger der Karibik,November 21 2021,"€101,298.00",Project Ended,EUR,"101,298.00",1.1275,"$114,210.46",,
https://www.gameontabletop.com/cf640/neotokyo-s-fall.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921056#11921056,RPG,,,Neotokyo's fall,November 23 2021,"€3,058.00",Project Ended,EUR,"3,058.00",1.1245,"$3,438.72",,
https://www.gameontabletop.com/cf615/chroniques-oubliees-contemporain-lokation.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921068#11921068,non-5E,https://rpggeek.com/rpg/60904/chroniques-oubliees-contemporain,,Chroniques Oubliées Contemporain — Lokation,October 21 2021,"€36,566.00",Project Ended,EUR,"36,566.00",1.1625,"$42,507.24",,
https://www.gameontabletop.com/cf706/torg-eternity-l-empire-du-nil.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921090#11921090,non-5E,https://rpggeek.com/rpg/42049/torg-eternity,,Torg Eternity — L'Empire du Nil,April 12 2022,"€47,143.00",Project Ended,EUR,"47,143.00",1.0826,"$51,035.60",,
https://www.gameontabletop.com/cf335/trinites-alpha-omega.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921097#11921097,non-5E,https://rpggeek.com/rpg/27043/trinites,,Trinités - Alpha & Omega,April 11 2022,"€37,281.00",Project Ended,EUR,"37,281.00",1.0878,"$40,552.41",,
https://www.gameontabletop.com/cf715/le-plateau-pegase-les-ruines-fumantes.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921104#11921104,non-5E,https://rpggeek.com/rpg/42185/runequest-roleplaying-in-glorantha,,Le Plateau Pégase & Les Ruines fumantes,March 28 2022,"€74,982.00",Project Ended,EUR,"74,982.00",1.0993,"$82,428.46",,
https://www.gameontabletop.com/cf700/deadlands.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921112#11921112,non-5E,https://rpggeek.com/rpg/78185/savage-worlds-adventure-edition-swade,,DEADLANDS,March 8 2022,"€101,619.00",Project Ended,EUR,"101,619.00",1.0898,"$110,739.31",,
https://www.gameontabletop.com/cf714/egregore.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921114#11921114,RPG,,,Égrégore,October 7 2022,"€25,655.00",Project Ended,EUR,"25,655.00",0.9736,"$24,977.71",,
https://www.gameontabletop.com/cf720/warpland.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921115#11921115,non-5E,https://rpggeek.com/rpg/71947/warpland,,Warpland,March 22 2022,"€7,813.00",Project Ended,EUR,"7,813.00",1.1029,"$8,617.11",,
https://www.gameontabletop.com/cf670/mythologika.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921125#11921125,non-5E,not in database,,MYTHOLOGIKA,March 6 2022,"€31,392.00",Project Ended,EUR,"31,392.00",1.0873,"$34,132.21",,
https://www.gameontabletop.com/cf685/l-odyssee-des-seigneurs-dragons.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921128#11921128,5E,,,L'Odyssée des Seigneurs Dragons,February 10 2022,"€80,523.00",Project Ended,EUR,"80,523.00",1.1414,"$91,904.93",,
https://www.gameontabletop.com/cf699/shadowrun-magie-et-edition-seattle.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921129#11921129,non-5E,https://rpggeek.com/rpg/56248/shadowrun-sixth-world-6th-edition,,Shadowrun : Magie et édition Seattle,February 8 2022,"€60,766.00",Project Ended,EUR,"60,766.00",1.1421,"$69,398.42",,
https://www.gameontabletop.com/cf612/city-of-mist.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921132#11921132,non-5E,,,City of Mist,January 19 2022,"€41,824.00",Project Ended,EUR,"41,824.00",1.1343,"$47,440.96",,
https://www.gameontabletop.com/cf682/pathfinder-2-agents-d-absalom.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921136#11921136,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder 2 — Agents d'Absalom,January 11 2022,"€51,442.00",Project Ended,EUR,"51,442.00",1.1366,"$58,467.43",,
https://www.gameontabletop.com/cf647/faust-commando-armageddon.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921141#11921141,non-5E,not in database,,Faust Commando Armageddon,January 18 2022,"€7,473.00",Project Ended,EUR,"7,473.00",1.1329,"$8,466.09",,
https://www.gameontabletop.com/cf659/rpg-storymaker.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921143#11921143,non-5E,https://rpggeek.com/rpg/356/generic-universal,,RPG StoryMaker,May 8 2022,"€16,451.00",Project Ended,EUR,"16,451.00",1.0531,"$17,325.21",,
https://www.gameontabletop.com/cf642/cats-la-mascarade.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921144#11921144,RPG,,,Cats! La Mascarade,December 14 2021,"€148,375.00",Project Ended,EUR,"148,375.00",1.1258,"$167,033.16",,
https://www.gameontabletop.com/cf356/heros-d-argile.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921394#11921394,RPG,,,Héros d'argile,November 30 2021,"€4,051.00",Project Ended,EUR,"4,051.00",1.1330,"$4,589.70",,
https://www.gameontabletop.com/cf621/tiny-operation-hot-dog-la-nouvelle-boite-d-initiation-au-jdr.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921401#11921401,non-5E,https://rpggeek.com/rpg/46712/tiny,,"TINY : Opération Hot Dog, la nouvelle boîte d'initiation au JDR",October 31 2021,"€9,526.00",Project Ended,EUR,"9,526.00",1.1556,"$11,008.15",,
https://www.gameontabletop.com/cf617/das-schwarze-auge-rohals-erben.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921404#11921404,non-5E,https://rpggeek.com/rpg/25131/das-schwarze-auge-dsa-5th-edition,,Das Schwarze Auge: Rohals Erben,October 20 2021,"€390,507.00",Project Ended,EUR,"390,507.00",1.1652,"$455,034.38",,
https://www.gameontabletop.com/cf620/calendrier-de-l-avent-de-architecturart.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921427#11921427,non-5E,https://rpggeek.com/rpg/56567/adventures-in-austerion,,Calendrier de l'avent De Architecturart,October 16 2021,"€18,864.00",Project Ended,EUR,"18,864.00",1.1599,"$21,881.11",,
https://www.gameontabletop.com/cf483/anime-was-a-mistake.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921430#11921430,RPG,,,Anime Was a Mistake,October 10 2021,"€6,424.00",Project Ended,EUR,"6,424.00",1.1565,"$7,429.36",,
https://www.gameontabletop.com/cf586/chroniques-oubliees-cthulhu-quintessence.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921433#11921433,RPG,,https://rpggeek.com/rpg/26949/chroniques-oubliees-fantasy,Chroniques Oubliées Cthulhu - Quintessence,September 21 2021,"€51,969.00",Project Ended,EUR,"51,969.00",1.1722,"$60,918.06",,
https://www.gameontabletop.com/cf549/fading-suns-new-frontiers.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921439#11921439,non-5E,https://rpggeek.com/rpg/71297/fading-suns-pax-alexius,,Fading Suns: New Frontiers,August 19 2021,"$89,276.00",Project Ended,USD,"89,276.00",1.0000,"$89,276.00",,
https://www.gameontabletop.com/cf569/chateau-falkenstein.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921444#11921444,non-5E,https://rpggeek.com/rpg/806/castle-falkenstein,,Château Falkenstein,August 3 2021,"€85,764.00",Project Ended,EUR,"85,764.00",1.1869,"$101,794.15",,
https://www.gameontabletop.com/cf571/starfinder-signal-hurlant-et-guide-des-options-de-personnages.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921445#11921445,non-5E,https://rpggeek.com/rpg/41351/starfinder-roleplaying-game,,Starfinder — Signal hurlant et Guide des options de personnage,July 13 2021,"€24,852.00",Project Ended,EUR,"24,852.00",1.1775,"$29,262.98",,
https://www.gameontabletop.com/cf551/ulisses-spiele-classics-schwerter-und-damonen-grimmzahns-fallen-und-die-stadtebucher.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921446#11921446,non-5E,https://rpggeek.com/rpg/444/tunnels-and-trolls-5th-55-edition,,"Ulisses Spiele Classics: Schwerter und Dämonen, Grimmzahns Fallen und die Städtebücher",July 21 2021,"€40,302.00",Project Ended,EUR,"40,302.00",1.1791,"$47,521.30",,
https://www.gameontabletop.com/cf490/dr-grandes-kompendium-der-kreaturen-gewachse-und-tranke.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921449#11921449,non-5E,https://rpggeek.com/rpg/356/generic-universal,,"Dr. Grandes Kompendium der Kreaturen, Gewächse und Tränke",July 18 2021,"€6,828.00",Project Ended,EUR,"6,828.00",1.1811,"$8,064.55",,
https://www.gameontabletop.com/cf465/thoan.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921452#11921452,RPG,,https://rpggeek.com/rpg/2518/thoan,THOAN,July 6 2021,"€38,182.00",Project Ended,EUR,"38,182.00",1.1822,"$45,139.91",,
https://www.gameontabletop.com/cf546/wurm-sagas.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921456#11921456,non-5E,https://rpggeek.com/rpg/40785/wurm,,Würm Sagas,June 22 2021,"€54,478.00",Project Ended,EUR,"54,478.00",1.1936,"$65,026.58",,
https://www.gameontabletop.com/cf544/east-texas-university-pour-savage-worlds-adventure-edition.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921460#11921460,non-5E,https://rpggeek.com/rpg/78185/savage-worlds-adventure-edition-swade,,East Texas University pour Savage Worlds Adventure Edition,June 8 2021,"€26,595.00",Project Ended,EUR,"26,595.00",1.2173,"$32,372.76",,
https://www.gameontabletop.com/cf555/hypertelluriens.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921466#11921466,non-5E,https://rpggeek.com/rpg/56434/hypertellurians,,Hypertelluriens,July 15 2021,"€6,925.00",Project Ended,EUR,"6,925.00",1.1811,"$8,179.19",,
https://www.gameontabletop.com/cf530/deadlands-the-weird-west-savage-worlds.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921473#11921473,non-5E,https://rpggeek.com/rpg/78185/savage-worlds-adventure-edition-swade,,Deadlands: The Weird West (Savage Worlds),June 24 2021,"€43,691.00",Project Ended,EUR,"43,691.00",1.1928,"$52,114.19",,
https://www.gameontabletop.com/cf506/libri-arcanum.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921476#11921476,non-5E,https://rpggeek.com/rpg/37225/the-cthulhu-hack,,Libri Arcanum,June 13 2021,"€60,616.00",Project Ended,EUR,"60,616.00",1.2109,"$73,400.52",,
https://www.gameontabletop.com/cf513/forbidden-lands.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921478#11921478,non-5E,https://rpggeek.com/rpg/43641/forbidden-lands,,Forbidden Lands,June 1 2021,"€98,890.00",Project Ended,EUR,"98,890.00",1.2217,"$120,808.97",,
https://www.gameontabletop.com/cf524/torg-eternity-la-terre-vivante.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921479#11921479,non-5E,https://rpggeek.com/rpg/42049/torg-eternity,,Torg Eternity — La Terre vivante,May 25 2021,"€32,893.00",Project Ended,EUR,"32,893.00",1.2246,"$40,280.77",,
https://www.gameontabletop.com/cf510/boite-d-initiation-pathfinder-seconde-edition-et-aventure.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921488#11921488,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Boîte d'initiation Pathfinder (Seconde Édition) et aventur,May 11 2021,"€34,665.00",Project Ended,EUR,"34,665.00",1.2144,"$42,096.83",,
https://www.gameontabletop.com/cf504/das-schwarze-auge-die-sonnenkuste.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921490#11921490,non-5E,https://rpggeek.com/rpg/25131/das-schwarze-auge-dsa-5th-edition,,Das Schwarze Auge: Die Sonnenküste,May 19 2021,"€239,077.00",Project Ended,EUR,"239,077.00",1.2170,"$290,956.71",,
https://www.gameontabletop.com/cf460/kult-divinite-perdue.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921491#11921491,non-5E,https://rpggeek.com/rpg/28634/kult-divinity-lost-4th-edition,,KULT : Divinité Perdue,April 27 2021,"€107,374.00",Project Ended,EUR,"107,374.00",1.2088,"$129,793.69",,
https://www.gameontabletop.com/cf497/l-ombre-du-seigneur-demon.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921492#11921492,non-5E,https://rpggeek.com/rpg/27061/shadow-of-the-demon-lord,,L'Ombre du Seigneur Démon : la gamme s'étend,April 13 2021,"€54,042.00",Project Ended,EUR,"54,042.00",1.1954,"$64,600.73",,
https://www.gameontabletop.com/cf489/torg-eternity-aysle-und-das-cyberpontifikat.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921493#11921493,non-5E,https://rpggeek.com/rpg/42049/torg-eternity,,Torg Eternity - Aysle und das Cyberpontifikat,April 14 2021,"€34,388.00",Project Ended,EUR,"34,388.00",1.1983,"$41,208.17",,
https://www.gameontabletop.com/cf491/icrpg-vf.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921496#11921496,non-5E,https://rpggeek.com/rpg/42059/index-card-rpg,,ICRPG VF,May 25 2021,"€23,988.00",Project Ended,EUR,"23,988.00",1.2246,"$29,375.70",,
https://www.gameontabletop.com/cf482/nains-la-boite-jeu-de-role-des-terres-d-arran.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921498#11921498,non-5E,not in database,,"Nains, la boîte (jeu de rôle des Terres d'Arran)",March 23 2021,"€40,641.00",Project Ended,EUR,"40,641.00",1.1840,"$48,117.32",,
https://www.gameontabletop.com/cf475/mutant-year-zero.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921500#11921500,non-5E,https://rpggeek.com/rpg/24631/mutant-year-zero,,Mutant: Year Zero,April 2 2021,"€57,393.00",Project Ended,EUR,"57,393.00",1.1761,"$67,499.91",,
https://www.gameontabletop.com/cf478/mutants-masterminds.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921519#11921519,non-5E,https://rpggeek.com/rpg/9041/mutants-and-masterminds-third-edition,,Mutants & Masterminds,March 9 2021,"€104,034.00",Project Ended,EUR,"104,034.00",1.1897,"$123,772.37",,
https://www.gameontabletop.com/cf480/7-sorcieres.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921523#11921523,RPG,,,7 sorcières,March 15 2021,"€11,906.00",Project Ended,EUR,"11,906.00",1.1924,"$14,197.19",,
https://www.gameontabletop.com/cf203/architeuthis.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921532#11921532,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,Architeuthis,March 16 2021,"€5,644.00",Project Ended,EUR,"5,644.00",1.1901,"$6,716.98",,
https://www.gameontabletop.com/cf470/pathfinder-2-sentence-d-extinction.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921538#11921538,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder 2 - Sentence d'Extinction,February 15 2021,"€53,527.00",Project Ended,EUR,"53,527.00",1.2132,"$64,939.49",,
https://www.gameontabletop.com/cf430/torg-eternity-orrorsh-eng.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921548#11921548,non-5E,https://rpggeek.com/rpg/42049/torg-eternity,,Torg Eternity - Orrorsh [ENG],February 17 2021,"$179,724.00",Project Ended,USD,"179,724.00",1.0000,"$179,724.00",,
https://www.gameontabletop.com/cf463/rouge-flamme.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921556#11921556,non-5E,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921556#11921556,,Rouge Flamme,February 13 2021,"€26,976.00",Project Ended,EUR,"26,976.00",1.2119,"$32,692.21",,
https://www.gameontabletop.com/cf433/die-schwarze-katze-fasar-bruchiger-frieden.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921564#11921564,non-5E,https://rpggeek.com/rpg/54460/die-schwarze-katze,,Die Schwarze Katze – Fasar – Brüchiger Frieden,February 10 2021,"€123,694.00",Project Ended,EUR,"123,694.00",1.2118,"$149,894.86",,
https://www.gameontabletop.com/cf459/trudvang-chronicles-stormlander-et-saga-des-neiges.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921591#11921591,non-5E,https://rpggeek.com/rpg/1912/trudvang-chronicles,,Trudvang Chronicles : Stormländer et Saga des neiges,January 19 2021,"€68,140.00",Project Ended,EUR,"68,140.00",1.2138,"$82,709.01",,
https://www.gameontabletop.com/cf456/the-oracle-rpg-magazine-7.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921596#11921596,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Oracle RPG Magazine - #7,December 29 2020,£541,Project Ended,GBP,541.00,1.3499,$730.27,,
https://www.gameontabletop.com/cf434/the-expanse-vf.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921607#11921607,non-5E,https://rpggeek.com/rpg/49385/the-expanse-roleplaying-game,,The Expanse (VF),December 15 2020,"€62,104.00",Project Ended,EUR,"62,104.00",1.2154,"$75,479.34",,
https://www.gameontabletop.com/cf135/awaken.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921624#11921624,non-5E,https://rpggeek.com/rpg/41607/awaken,,Awaken,December 31 2020,"€19,175.00",Project Ended,EUR,"19,175.00",1.1984,"$22,979.32",,
https://www.gameontabletop.com/cf442/logos.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921631#11921631,non-5E,https://rpggeek.com/rpg/67194/logos,,Logos,December 22 2020,"€17,913.00",Project Ended,EUR,"17,913.00",1.2186,"$21,828.78",,
https://www.gameontabletop.com/cf412/exploirateurs-de-bruines.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921634#11921634,RPG,,,Exploirateurs de Bruines,November 29 2020,"€10,508.00",Project Ended,EUR,"10,508.00",1.1971,"$12,578.71",,
https://www.gameontabletop.com/cf435/donjon-cie.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921637#11921637,RPG,,,Donjon & Cie,November 17 2020,"€63,903.00",Project Ended,EUR,"63,903.00",1.1862,"$75,801.74",,
https://www.gameontabletop.com/cf269/noc.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921642#11921642,RPG,,,NOC,December 2 2020,"€50,926.00",Project Ended,EUR,"50,926.00",1.2114,"$61,693.28",,
https://www.gameontabletop.com/cf428/hong-kong-les-chroniques-de-l-etrange.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921646#11921646,RPG,,,Hong Kong – Les Chroniques de l’Étrange,December 4 2020,"€32,979.00",Project Ended,EUR,"32,979.00",1.2120,"$39,970.55",,
https://www.gameontabletop.com/cf416/hexxen-1733-mare-monstrum.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921648#11921648,non-5E,https://rpggeek.com/rpg/47185/hexxen-1733,,HeXXen 1733: Mare Monstrum,November 21 2020,"€90,721.00",Project Ended,EUR,"90,721.00",1.1853,"$107,531.60",,
https://www.gameontabletop.com/cf420/medium-aevum.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921650#11921650,RPG,,,Medium Aevum,December 11 2020,"€45,751.00",Project Ended,EUR,"45,751.00",1.2113,"$55,418.19",,
https://www.gameontabletop.com/cf407/monstres-le-jeu-de-role-dans-l-univers-de-joann-sfar.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921658#11921658,RPG,,,MONSTRES - Le jeu de rôle dans l'univers de Joann Sfar,October 20 2020,"€68,272.00",Project Ended,EUR,"68,272.00",1.1829,"$80,758.95",,
https://www.gameontabletop.com/cf195/runequest-rollenspiel-in-glorantha.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921660#11921660,non-5E,https://rpggeek.com/rpg/42185/runequest-roleplaying-in-glorantha,,RuneQuest - Rollenspiel in Glorantha,November 2 2020,"€46,555.00",Project Ended,EUR,"46,555.00",1.1641,"$54,194.68",,
https://www.gameontabletop.com/cf414/la-ville-en-jaune.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921670#11921670,non-5E,https://rpggeek.com/rpg/37225/the-cthulhu-hack,,La Ville en Jaune,October 21 2020,"€89,062.00",Project Ended,EUR,"89,062.00",1.1852,"$105,555.39",,
https://www.gameontabletop.com/cf402/savage-worlds-adventure-edition-swade.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921671#11921671,non-5E,https://rpggeek.com/rpg/78185/savage-worlds-adventure-edition-swade,,Savage Worlds Adventure Edition (SWADE),September 15 2020,"€80,879.00",Project Ended,EUR,"80,879.00",1.1844,"$95,790.66",,
https://www.gameontabletop.com/cf346/aryx-s-almanac-of-unusual-magic.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921674#11921674,non-5E,https://rpggeek.com/rpg/17427/adventurer-conqueror-king-system,,Aryx's Almanac of Unusual Magic,September 11 2020,"€5,143.00",Project Ended,EUR,"5,143.00",1.1837,"$6,087.72",,
https://www.gameontabletop.com/cf376/limbes-heritages-campagnes-cles-en-main.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921734#11921734,RPG,,,Limbes & Héritages - Campagnes Clés en Main,July 16 2020,"€17,209.00",Project Ended,EUR,"17,209.00",1.1388,"$19,597.44",,
https://www.gameontabletop.com/cf379/campo-de-mitos-cthulhu-hispanica-vol-1-english-edition.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921739#11921739,non-5E,https://rpggeek.com/rpg/23113/call-of-cthulhu-7th-edition,,Campo de Mitos - Cthulhu Hispanica Vol.1 [English edition,July 31 2020,"€1,340.00",Project Ended,EUR,"1,340.00",1.1772,"$1,577.43",,
https://www.gameontabletop.com/cf369/elfes-terres-d-arran-jeu-de-role.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921753#11921753,RPG,,,Elfes & Terres d'Arran (jeu de rôle),June 23 2020,"€208,612.00",Project Ended,EUR,"208,612.00",1.1312,"$235,975.64",,
https://www.gameontabletop.com/cf382/antika.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921755#11921755,RPG,,,ANTIKA,July 10 2020,"€31,425.00",Project Ended,EUR,"31,425.00",1.1289,"$35,475.05",,
https://www.gameontabletop.com/cf374/hexagon-les-partisans.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921759#11921759,non-5E,https://rpggeek.com/rpg/34052/hexagon-universe,,Hexagon Les Partisans,June 18 2020,"€22,896.00",Project Ended,EUR,"22,896.00",1.1207,"$25,658.86",,
https://www.gameontabletop.com/cf354/les-brumes.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921781#11921781,non-5E,https://rpggeek.com/rpg/56567/adventures-in-austerion,,Les Brumes,May 29 2020,"€63,211.00",Project Ended,EUR,"63,211.00",1.1101,"$70,171.16",,
https://www.gameontabletop.com/cf344/capitaine-vaudou.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921787#11921787,RPG,,,Capitaine Vaudou,May 12 2020,"€120,409.00",Project Ended,EUR,"120,409.00",1.0846,"$130,598.01",,
https://www.gameontabletop.com/cf323/tylestel.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921814#11921814,RPG,,,Tylestel - Les Campagnes Titanesques,June 6 2020,"€20,053.00",Project Ended,EUR,"20,053.00",1.1279,"$22,617.38",,
https://www.gameontabletop.com/cf332/wastburg.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921817#11921817,RPG,,,Wastburg,May 12 2020,"€72,112.00",Project Ended,EUR,"72,112.00",1.0846,"$78,214.12",,
https://www.gameontabletop.com/cf317/starfarer-adversaries-legacy-bestiary.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921820#11921820,non-5E,https://rpggeek.com/rpg/43232/starfinder-system-compatible-product,,Starfarer Adversaries: Legacy Bestiary,April 7 2020,"$1,891.00",Project Ended,USD,"1,891.00",1.0000,"$1,891.00",,
https://www.gameontabletop.com/cf320/shadowrun-6e-edition.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921823#11921823,non-5E,https://rpggeek.com/rpg/56248/shadowrun-sixth-world-6th-edition,,Shadowrun 6e édition,March 17 2020,"€92,338.00",Project Ended,EUR,"92,338.00",1.1015,"$101,705.69",,
https://www.gameontabletop.com/cf313/abstract-aventures-steampunk.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921825#11921825,non-5E,,,Abstract Aventures Steampunk,March 23 2020,"€24,582.00",Project Ended,EUR,"24,582.00",1.0764,"$26,459.08",,
https://www.gameontabletop.com/cf290/aquablue-le-jeu-d-aventures.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921828#11921828,RPG,,,"AQUABLUE, le jeu d'aventures",March 30 2020,"€29,140.00",Project Ended,EUR,"29,140.00",1.1029,"$32,139.67",,
https://www.gameontabletop.com/cf304/lieux-d-aventures-maze-rats.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921834#11921834,5E,https://rpggeek.com/rpg/38574/maze-rats,,Lieux d'aventures & Maze Rats,February 23 2020,"€33,764.00",Project Ended,EUR,"33,764.00",1.0838,"$36,592.41",,
https://www.gameontabletop.com/cf308/wurm-2e-edition.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921837#11921837,non-5E,https://rpggeek.com/rpg/40785/wurm,,WÜRM 2e édition,February 11 2020,"€87,368.00",Project Ended,EUR,"87,368.00",1.0918,"$95,388.38",,
