GameOnTabletop Link,RPGGeek List Item,Type,Non-5E: For RPG,RPG: related to,Project Name,Ended Date,Funding Level,Project Status,Currency,Funding Level,Exchange Rate,FundingLevelUSD,OSR Original,OSR Scene
https://www.gameontabletop.com/cf2571/das-schwarze-auge-ara-des-goldenen-kaisers.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920255#11920255,non-5E,https://rpggeek.com/rpg/25131/das-schwarze-auge-dsa-5th-edition,,Das Schwarze Auge - Ära des Goldenen Kaisers,December 13 2023,"€248,997.00",Project Ended,EUR,"248,997.00",1.0883,"$270,975.97",,
https://www.gameontabletop.com/cf2251/la-pierre-du-dragon-le-roman-dont-vous-etes-le-heros-illustre.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920272#11920272,RPG,,,La pierre du dragon - Le roman dont vous êtes le héros illustré,November 13 2023,"€7,524.00",Project Ended,EUR,"7,524.00",1.0700,"$8,050.91",,
https://www.gameontabletop.com/cf2121/terres-d-arran-orcs-gobelins-chroniques-des-terres-mortes.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920276#11920276,non-5E,not in database,,Terres d'Arran : Orcs & Gobelins + Chroniques des terres mortes,November 6 2023,"€90,654.00",Project Ended,EUR,"90,654.00",1.0718,"$97,165.68",,
https://www.gameontabletop.com/cf2431/kosmosaurs.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920277#11920277,non-5E,https://rpggeek.com/rpg/100590/kosmosaurs,,Kosmosaurs,November 26 2023,"€6,821.00",Project Ended,EUR,"6,821.00",1.0940,"$7,461.90",,
https://www.gameontabletop.com/cf2141/hexxen-1733-die-britischen-inseln.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920279#11920279,non-5E,https://rpggeek.com/rpg/47185/hexxen-1733,,HeXXen 1733 - Die Britischen Inseln,November 8 2023,"€88,973.00",Project Ended,EUR,"88,973.00",1.0710,"$95,290.08",,
https://www.gameontabletop.com/cf2031/avatar-legendes.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920281#11920281,non-5E,https://rpggeek.com/rpg/71365/avatar-legends-the-roleplaying-game,,Avatar Légendes,November 3 2023,"€430,448.00",Project Ended,EUR,"430,448.00",1.0735,"$462,085.93",,
https://www.gameontabletop.com/cf2321/kamicha-le-jardin-du-the.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920284#11920284,RPG,,,"Kamicha, le Jardin du Thé",November 6 2023,"€8,673.00",Project Ended,EUR,"8,673.00",1.0718,"$9,295.98",,
https://www.gameontabletop.com/cf1311/follow.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920286#11920286,non-5E,https://rpggeek.com/rpg/39973/follow,,FOLLOW,October 30 2023,"€7,286.00",Project Ended,EUR,"7,286.00",1.0614,"$7,733.00",,
https://www.gameontabletop.com/cf2371/tiny-la-guerre-des-doudous.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920291#11920291,non-5E,https://rpggeek.com/rpg/46712/tiny,,Tiny : la guerre des doudous,October 30 2023,"€11,044.00",Project Ended,EUR,"11,044.00",1.0614,"$11,721.55",,
https://www.gameontabletop.com/cf1881/cthulhu-tenebris.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920305#11920305,RPG,,https://rpggeek.com/rpg/37225/the-cthulhu-hack,Cthulhu Tenebris,November 18 2023,"€82,052.00",Project Ended,EUR,"82,052.00",1.0916,"$89,567.96",,
https://www.gameontabletop.com/cf1931/l-%C5%93il-noir-les-royaumes-ennemis.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920310#11920310,non-5E,https://rpggeek.com/rpg/25131/das-schwarze-auge-dsa-5th-edition,,L'Œil Noir : Les Royaumes Ennemis,October 2 2023,"€53,777.00",Project Ended,EUR,"53,777.00",1.0480,"$56,359.91",,
https://www.gameontabletop.com/cf2211/die-schwarze-katze-refurbished.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920318#11920318,non-5E,https://rpggeek.com/rpg/54460/die-schwarze-katze,,Die Schwarze Katze Refurbished,October 4 2023,"€36,348.00",Project Ended,EUR,"36,348.00",1.0506,"$38,188.30",,
https://www.gameontabletop.com/cf1991/mon-premier-jeu-de-role.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920328#11920328,RPG,,,Mon Premier Jeu de Rôle,October 10 2023,"€6,715.00",Project Ended,EUR,"6,715.00",1.0604,"$7,120.72",,
https://www.gameontabletop.com/cf2011/mutant-year-zero-elysium-et-la-mort-grise.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920330#11920330,non-5E,https://rpggeek.com/rpg/24631/mutant-year-zero,,Mutant: Year Zero - Elysium et La Mort Grise,September 26 2023,"€75,148.00",Project Ended,EUR,"75,148.00",1.0569,"$79,425.42",,
https://www.gameontabletop.com/cf1601/abonnement-jdr-mag.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920331#11920331,non-5E,https://rpggeek.com/rpggenre/173/generic-universal,,JdR mag subscription,November 5 2023,"€35,297.00",Project Ended,EUR,"35,297.00",1.0731,"$37,877.56",,
https://www.gameontabletop.com/cf1591/chroniques-oubliees-fantasy-2e-edition.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920333#11920333,non-5E,https://rpggeek.com/rpg/26949/chroniques-oubliees-fantasy,,Chroniques Oubliées Fantasy 2e édition,September 11 2023,"€362,321.00",Project Ended,EUR,"362,321.00",1.0750,"$389,495.08",,
https://www.gameontabletop.com/cf1121/pathfinder-2-konigsmacher.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920341#11920341,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder 2 - Königsmacher,September 6 2023,"€56,357.00",Project Ended,EUR,"56,357.00",1.0723,"$60,433.87",,
https://www.gameontabletop.com/cf1811/runequest-le-livre-rouge-de-la-magie-armes-et-equipements-coffret-decouverte.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920359#11920359,non-5E,https://rpggeek.com/rpg/42185/runequest-roleplaying-in-glorantha,,Runequest : Le livre rouge de la magie & Armes et équipements & Coffret découvert,September 4 2023,"€83,041.00",Project Ended,EUR,"83,041.00",1.0791,"$89,610.37",,
https://www.gameontabletop.com/cf1941/monsterhearts.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920362#11920362,non-5E,https://rpggeek.com/rpg/17173/monsterhearts-1st-and-2nd-eds,,Monsterhearts,August 7 2023,"€35,205.00",Project Ended,EUR,"35,205.00",1.1003,"$38,734.65",,
https://www.gameontabletop.com/cf1131/hexxen-1733-fur-savage-worlds.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920368#11920368,non-5E,https://rpggeek.com/rpg/78185/savage-worlds-adventure-edition-swade,,HeXXen 1733 für Savage Worlds,August 9 2023,"€28,113.00",Project Ended,EUR,"28,113.00",1.0977,"$30,860.48",,
https://www.gameontabletop.com/cf1431/shadowrun-supplements-anarchistes-france-des-ombres.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920380#11920380,non-5E,https://rpggeek.com/rpg/56248/shadowrun-sixth-world-6th-edition | https://rpggeek.com/rpg/37889/shadowrun-anarchy,,Shadowrun : suppléments Anarchistes & France des Ombres,July 4 2023,"€86,671.00",Project Ended,EUR,"86,671.00",1.0882,"$94,317.12",,
https://www.gameontabletop.com/cf1111/torg-eternity-pan-pacifica.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920385#11920385,non-5E,https://rpggeek.com/rpg/42049/torg-eternity,,Torg Eternity - Pan-Pacifica,July 12 2023,"€27,875.00",Project Ended,EUR,"27,875.00",1.1139,"$31,051.08",,
https://www.gameontabletop.com/cf1871/werewolf-l-apocalypse.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920392#11920392,non-5E,https://rpggeek.com/rpg/81547/werewolf-the-apocalypse-5th-edition,,"Werewolf, l'Apocalypse",July 11 2023,"€60,849.00",Project Ended,EUR,"60,849.00",1.1014,"$67,016.05",,
https://www.gameontabletop.com/cf1851/arcane-xv.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920407#11920407,RPG,,,Arcane XV,July 15 2023,"€28,668.00",Project Ended,EUR,"28,668.00",1.1235,"$32,208.50",,
https://www.gameontabletop.com/cf865/cowboy-bebop-le-jeu-de-role.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920417#11920417,non-5E,https://rpggeek.com/rpg/72922/cowboy-bebop-roleplaying-game,,Cowboy Bebop : le jeu de rôle,July 10 2023,"€36,805.00",Project Ended,EUR,"36,805.00",1.1005,"$40,504.64",,
https://www.gameontabletop.com/cf1781/meute-errances.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920437#11920437,non-5E,not in database,,Meute - Errances,July 9 2023,"€24,788.00",Project Ended,EUR,"24,788.00",1.0967,"$27,185.50",,
https://www.gameontabletop.com/cf1561/role-n-play-regles-avancees-campagnes.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920447#11920447,5E,,,Rôle'n Play : règles avancées & campagnes,June 2 2023,"€115,447.00",Project Ended,EUR,"115,447.00",1.0724,"$123,805.36",,
https://www.gameontabletop.com/cf1631/infinity.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920459#11920459,non-5E,https://rpggeek.com/rpg/26160/infinity-the-roleplaying-game,,Infinity,July 13 2023,"€15,861.00",Project Ended,EUR,"15,861.00",1.1223,"$17,801.12",,
https://www.gameontabletop.com/cf1101/das-schwarze-auge-die-winterwacht-das-bornland-und-die-walberge.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920473#11920473,non-5E,https://rpggeek.com/rpg/25131/das-schwarze-auge-dsa-5th-edition,,Das Schwarze Auge: Die Winterwacht - Das Bornland und die Walberge,June 14 2023,"€324,435.00",Project Ended,EUR,"324,435.00",1.0842,"$351,765.40",,
https://www.gameontabletop.com/cf1721/arc-doom-version-francaise.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920478#11920478,non-5E,https://rpggeek.com/rpg/72043/arc-doom-tabletop-rpg,,Arc: Doom Version Française,June 22 2023,"€9,996.00",Project Ended,EUR,"9,996.00",1.0956,"$10,951.32",,
https://www.gameontabletop.com/cf1401/handoutpaket-fur-freude-schoner-gotterfunken.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920483#11920483,non-5E,https://rpggeek.com/rpg/78117/freude-schoner-gotterfunken-icarus-adventure-syste,,"Handoutpaket für Freude, schöner Götterfunken",June 20 2023,"€18,494.00",Project Ended,EUR,"18,494.00",1.0920,"$20,195.08",,
https://www.gameontabletop.com/cf1611/mythender-vf-les-tueurs-de-dieux.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920500#11920500,non-5E,https://rpggeek.com/rpg/19026/mythender,,Mythender VF - les tueurs de dieux,May 19 2023,"€11,559.00",Project Ended,EUR,"11,559.00",1.0821,"$12,507.99",,
https://www.gameontabletop.com/cf1181/5e-ptolus-la-cite-du-pic.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920507#11920507,5E,,,"5E : Ptolus, la Cité du Pic",May 2 2023,"€139,325.00",Project Ended,EUR,"139,325.00",1.1010,"$153,399.61",,
https://www.gameontabletop.com/cf1091/sentinel-comics-das-rollenspiel.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920513#11920513,non-5E,https://rpggeek.com/rpg/42333/sentinel-comics-the-roleplaying-game,,Sentinel Comics - Das Rollenspiel,May 10 2023,"€23,010.00",Project Ended,EUR,"23,010.00",1.0982,"$25,269.58",,
https://www.gameontabletop.com/cf1421/babel.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920524#11920524,RPG,,,Babel,April 19 2023,"€31,066.00",Project Ended,EUR,"31,066.00",1.0951,"$34,020.38",,
https://www.gameontabletop.com/cf877/fading-suns.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920530#11920530,non-5E,https://rpggeek.com/rpg/22470/fading-suns-revised,,Fading Suns,April 4 2023,"€78,714.00",Project Ended,EUR,"78,714.00",1.0957,"$86,248.50",,
https://www.gameontabletop.com/cf1071/hexxen-1733-die-zweite-edition.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920563#11920563,non-5E,https://rpggeek.com/rpg/47185/hexxen-1733,,HeXXen 1733 – Die Zweite Edition,April 5 2023,"€103,340.00",Project Ended,EUR,"103,340.00",1.0903,"$112,669.54",,
https://www.gameontabletop.com/cf432/ultime-vengeance-3d.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920584#11920584,RPG,,,Ultime Vengeance 3D,April 23 2023,"€5,118.00",Project Ended,EUR,"5,118.00",1.0992,"$5,625.55",,
https://www.gameontabletop.com/cf880/argyropee.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920589#11920589,RPG,,,Argyropée,April 3 2023,"€15,250.00",Project Ended,EUR,"15,250.00",1.0908,"$16,634.70",,
https://www.gameontabletop.com/cf1301/le-cabinet-des-murmures-hantises.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920598#11920598,RPG,,,Le Cabinet des murmures – Hantises,March 15 2023,"€47,037.00",Project Ended,EUR,"47,037.00",1.0583,"$49,777.38",,
https://www.gameontabletop.com/cf879/pathfinder-2-5e-kingmaker.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920606#11920606,5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder 2 / 5E - Kingmaker,March 7 2023,"€167,820.00",Project Ended,EUR,"167,820.00",1.0548,"$177,019.89",,
https://www.gameontabletop.com/cf1241/humblewood.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920611#11920611,5E,,,Humblewood,April 6 2023,"€32,521.00",Project Ended,EUR,"32,521.00",1.0920,"$35,511.31",,
https://www.gameontabletop.com/cf981/bucherons-loups-garous.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920625#11920625,RPG,,,Bucherons & Loups-Garous,March 2 2023,"€3,192.00",Project Ended,EUR,"3,192.00",1.0599,"$3,383.33",,
https://www.gameontabletop.com/cf1081/pathfinder-2-alkenstern.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920632#11920632,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder 2 - Alkenstern,March 8 2023,"€31,072.00",Project Ended,EUR,"31,072.00",1.0549,"$32,776.61",,
https://www.gameontabletop.com/cf991/donjons-chatons.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920640#11920640,RPG,,,Donjons & Chatons,March 20 2023,"€120,153.00",Project Ended,EUR,"120,153.00",1.0718,"$128,779.99",,
https://www.gameontabletop.com/cf931/l-ombre-du-seigneur-demon-la-gamme-s-etend.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920651#11920651,non-5E,https://rpggeek.com/rpg/27061/shadow-of-the-demon-lord,,L'Ombre du Seigneur Démon : la gamme s'étend,February 7 2023,"€81,091.00",Project Ended,EUR,"81,091.00",1.0730,"$87,007.40",,
https://www.gameontabletop.com/cf941/missions.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920654#11920654,RPG,,https://rpggeek.com/rpg/632/wilderness-of-mirrors,Missions,February 21 2023,"€11,901.00",Project Ended,EUR,"11,901.00",1.0652,"$12,676.59",,
https://www.gameontabletop.com/cf901/die-schwarze-katze-schleichender-verfall.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920659#11920659,non-5E,https://rpggeek.com/rpg/54460/die-schwarze-katze,,Die Schwarze Katze - Schleichender Verfall,February 8 2023,"€115,113.00",Project Ended,EUR,"115,113.00",1.0715,"$123,348.18",,
https://www.gameontabletop.com/cf878/le-petit-atlas-des-regions-fantastiques-pour-jdr.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920663#11920663,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Le Petit Atlas des Régions Fantastiques pour JDR,February 23 2023,"€2,376.00",Project Ended,EUR,"2,376.00",1.0597,"$2,517.92",,
https://www.gameontabletop.com/cf1161/changelin-le-songe.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920666#11920666,non-5E,,,"Changelin, le Songe",February 9 2023,"€78,902.00",Project Ended,EUR,"78,902.00",1.0740,"$84,736.80",,
https://www.gameontabletop.com/cf887/torg-eternity-aysle.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920669#11920669,non-5E,,,Torg Eternity - Aysle,January 17 2023,"€56,759.00",Project Ended,EUR,"56,759.00",1.0789,"$61,238.99",,
https://www.gameontabletop.com/cf860/libri-mundorum.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920679#11920679,non-5E,https://rpggeek.com/rpg/37225/the-cthulhu-hack,,Libri Mundorum,December 22 2022,"€46,510.00",Project Ended,EUR,"46,510.00",1.0601,"$49,304.32",,
https://www.gameontabletop.com/cf833/pathfinder-2-le-caveau-des-abominations.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920681#11920681,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder 2 - Le Caveau des Abominations,December 6 2022,"€40,665.00",Project Ended,EUR,"40,665.00",1.0468,"$42,566.09",,
https://www.gameontabletop.com/cf873/nightfell.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920692#11920692,5E,,,Nightfell,December 13 2022,"€11,527.00",Project Ended,EUR,"11,527.00",1.0626,"$12,248.71",,
https://www.gameontabletop.com/cf856/das-schwarze-auge-die-gunst-der-gottin.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920698#11920698,non-5E,https://rpggeek.com/rpg/25131/das-schwarze-auge-dsa-5th-edition,,Das Schwarze Auge - Die Gunst der Göttin,December 7 2022,"€231,430.00",Project Ended,EUR,"231,430.00",1.0513,"$243,295.42",,
https://www.gameontabletop.com/cf867/les-veilleurs-une-aventure-a-decouvrir-en-solitaire.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920714#11920714,RPG,,,Les Veilleurs : une aventure à découvrir en solitaire,December 10 2022,"€35,884.00",Project Ended,EUR,"35,884.00",1.0540,"$37,821.74",,
https://www.gameontabletop.com/cf848/fabula-ultima-le-jeu-de-role.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920723#11920723,non-5E,https://rpggeek.com/rpg/72028/fabula-ultima,,FABULA ULTIMA le jeu de rôle,December 6 2022,"€34,082.00",Project Ended,EUR,"34,082.00",1.0468,"$35,675.33",,
https://www.gameontabletop.com/cf832/5e-l-ascension-des-drows.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920728#11920728,5E,,,5E : L'Ascension des Drows,November 9 2022,"€95,175.00",Project Ended,EUR,"95,175.00",1.0019,"$95,353.93",,
https://www.gameontabletop.com/cf849/medium-aevum-terre-sainte.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920733#11920733,non-5E,not in database,,Medium Aevum - Terre sainte,November 23 2022,"€23,873.00",Project Ended,EUR,"23,873.00",1.0416,"$24,864.92",,
https://www.gameontabletop.com/cf858/les-cernes-du-temps.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920757#11920757,RPG,,,Les Cernes du temps,November 20 2022,"€2,398.00",Project Ended,EUR,"2,398.00",1.0330,"$2,477.13",,
https://www.gameontabletop.com/cf834/tribute-diableries.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920760#11920760,non-5E,not in database,,Tribute - Diableries,November 9 2022,"€2,546.00",Project Ended,EUR,"2,546.00",1.0019,"$2,550.79",,
https://www.gameontabletop.com/cf837/fraulein-bernburgs-pensionat-fur-junge-damen.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920765#11920765,RPG,,,Fräulein Bernburgs Pensionat für junge Damen,November 7 2022,"€6,090.00",Project Ended,EUR,"6,090.00",1.0018,"$6,100.90",,
https://www.gameontabletop.com/cf857/hexxen-1733-im-bann-der-damonen.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920776#11920776,non-5E,https://rpggeek.com/rpg/47185/hexxen-1733,,HeXXen 1733 - Im Bann der Dämonen,November 9 2022,"€78,094.00",Project Ended,EUR,"78,094.00",1.0019,"$78,240.82",,
https://www.gameontabletop.com/cf831/cthulhu-origines.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920781#11920781,RPG,,https://rpggeek.com/rpg/26949/chroniques-oubliees-fantasy,Cthulhu : Origines,November 11 2022,"€100,029.00",Project Ended,EUR,"100,029.00",1.0370,"$103,730.07",,
https://www.gameontabletop.com/cf437/land-of-bones-4-part-osr-fantasy-ttrpg-adventure-campaign-levels-1-12.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920784#11920784,non-5E,https://rpggeek.com/rpg/13236/ad-and-d-first-edition-1e-compatible-products,,LAND OF BONES - 4-part OSR FANTASY TTRPG ADVENTURE CAMPAIGN Levels 1-12,November 4 2022,"$5,209.00",Project Ended,USD,"5,209.00",1.0000,"$5,209.00",1,
https://www.gameontabletop.com/cf812/les-oublies-felons.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920786#11920786,non-5E,not in database,,Les Oubliés - Félons,November 10 2022,"€20,836.00",Project Ended,EUR,"20,836.00",1.0192,"$21,235.01",,
https://www.gameontabletop.com/cf823/paleomythic-version-francaise.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920790#11920790,non-5E,https://rpggeek.com/rpg/48122/paleomythic,,Paléomythic Version Française,October 18 2022,"€8,548.00",Project Ended,EUR,"8,548.00",0.9863,"$8,430.98",,
https://www.gameontabletop.com/cf807/5e-vers-le-ragnarok.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920818#11920818,5E,,,5E : Vers le Ragnarök,September 13 2022,"€83,999.00",Project Ended,EUR,"83,999.00",0.9980,"$83,828.48",,
https://www.gameontabletop.com/cf813/torg-eternity-tharkold-und-orrorsh.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920831#11920831,non-5E,https://rpggeek.com/rpg/42049/torg-eternity,,Torg Eternity - Tharkold und Orrorsh,September 14 2022,"€28,208.00",Project Ended,EUR,"28,208.00",0.9982,"$28,157.51",,
https://www.gameontabletop.com/cf811/la-lisiere.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920846#11920846,non-5E,https://rpggeek.com/rpg/37225/the-cthulhu-hack,,La Lisière,September 12 2022,"€92,624.00",Project Ended,EUR,"92,624.00",1.0129,"$93,818.85",,
https://www.gameontabletop.com/cf802/les-encages-reimpression.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920865#11920865,non-5E,https://rpggeek.com/rpg/37225/the-cthulhu-hack,,Les Encagés - Réimpression,August 14 2022,"€30,406.00",Project Ended,EUR,"30,406.00",1.0254,"$31,178.92",,
https://www.gameontabletop.com/cf808/journey-to-ragnarok.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920875#11920875,5E,,,Journey to Ragnarok,August 18 2022,"€34,951.00",Project Ended,EUR,"34,951.00",1.0090,"$35,264.16",,
https://www.gameontabletop.com/cf793/adventures-in-austerion-ii.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920894#11920894,non-5E,https://rpggeek.com/rpg/56567/adventures-in-austerion,,Adventures in Austerion II,July 13 2022,"€25,383.00",Project Ended,EUR,"25,383.00",1.0032,"$25,464.99",,
https://www.gameontabletop.com/cf787/savage-pathfinder.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920902#11920902,non-5E,https://rpggeek.com/rpg/71115/pathfinder-for-savage-worlds,,Savage Pathfinder,July 20 2022,"€34,285.00",Project Ended,EUR,"34,285.00",1.0182,"$34,909.33",,
https://www.gameontabletop.com/cf785/vaesen.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920909#11920909,non-5E,https://rpggeek.com/rpg/59583/vaesen,,Vaesen,July 7 2022,"€59,407.00",Project Ended,EUR,"59,407.00",1.0167,"$60,399.10",,
https://www.gameontabletop.com/cf764/tylestel-les-campagnes-titanesques.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920930#11920930,non-5E,not in database,,Tylestel - Les Campagnes Titanesques,June 26 2022,"€9,131.00",Project Ended,EUR,"9,131.00",1.0565,"$9,647.18",,
https://www.gameontabletop.com/cf783/les-legendaires.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920939#11920939,RPG,,,Les Légendaires,July 5 2022,"€44,779.00",Project Ended,EUR,"44,779.00",1.0257,"$45,931.16",,
https://www.gameontabletop.com/cf784/chroniques-lossyannes.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920950#11920950,non-5E,not in database,,Chroniques Lossyannes,June 23 2022,"€9,313.00",Project Ended,EUR,"9,313.00",1.0519,"$9,796.34",,
https://www.gameontabletop.com/cf776/cryptomancien.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920961#11920961,non-5E,https://rpggeek.com/rpg/37881/cryptomancer,,Cryptomancien,June 14 2022,"€32,842.00",Project Ended,EUR,"32,842.00",1.0438,"$34,279.82",,
https://www.gameontabletop.com/cf779/pathfinder-abenteuer-in-absalom.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11920965#11920965,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder - Abenteuer in Absalom,May 31 2022,"€47,073.00",Project Ended,EUR,"47,073.00",1.0734,"$50,525.80",,
https://www.gameontabletop.com/cf768/chroniques-oubliees-galactiques.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921014#11921014,RPG,,https://rpggeek.com/rpg/26949/chroniques-oubliees-fantasy,CHRONIQUES OUBLIÉES GALACTIQUES,May 10 2022,"€177,950.00",Project Ended,EUR,"177,950.00",1.0530,"$187,381.35",,
https://www.gameontabletop.com/cf780/eikesladen.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921021#11921021,non-5E,https://rpggeek.com/rpg/56567/adventures-in-austerion,,Eikesladen,May 20 2022,"€22,858.00",Project Ended,EUR,"22,858.00",1.0560,"$24,137.59",,
https://www.gameontabletop.com/cf630/bubblegumshoe.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921028#11921028,non-5E,https://rpggeek.com/rpg/36317/bubblegumshoe,,Bubblegumshoe,January 23 2023,"€5,793.00",Project Ended,EUR,"5,793.00",1.0871,"$6,297.74",,
https://www.gameontabletop.com/cf660/troika-numinous-edition.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921038#11921038,non-5E,https://rpggeek.com/rpg/39089/troika,,Troika! Numinous Edition,December 23 2021,"€7,522.00",Project Ended,EUR,"7,522.00",1.1323,"$8,517.01",,
https://www.gameontabletop.com/cf645/nibiru.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921039#11921039,non-5E,https://rpggeek.com/rpg/59234/nibiru,,Nibiru,December 31 2021,"€23,821.00",Project Ended,EUR,"23,821.00",1.1373,"$27,091.62",,
