Kickstarter Link,RPGGeek List Item,RPGGeek List Page,KickTraq Link,Type,Non-5E: For RPG,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,,OSR Core,OSR Adjacent,,,,,,
https://www.kickstarter.com/projects/2029996743/ghaulareths-vengeance?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6938099#item6938099,20,https://www.kicktraq.com/projects/2029996743/ghaulareths-vengeance/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Ghaulareth's Vengeance,20-Jun-19,Y,EUR,"2,363.00",,Not Funded,N,Y,Y,"€2,363",472.00%,Cancelled,0,1.60874E+12,May 21 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/sunderedages/sundered-ages?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6938103#item6938103,20,https://www.kicktraq.com/projects/sunderedages/sundered-ages/,RPG,,https://rpggeek.com/rpgsystem/467/d20-system,Sundered Ages,20-Jun-19,Y,USD,"1,241.00",,Not Funded,N,Y,N,"$1,241 ",41.00%,Cancelled,0,1.60874E+12,May 21 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/jrmj/monsters-of-murka-campaign-setting-for-5e-dnd?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6938105#item6938105,20,https://www.kicktraq.com/projects/jrmj/monsters-of-murka-campaign-setting-for-5e-dnd/,5E,,,Monsters of Murka Campaign Setting for 5e DnD,21-Jun-19,Y,USD,"16,030.00",1,"16,030.00",Y,N,Y,"$16,030 ",133.00%,Ended,16030,1.60874E+12,May 21 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/823004289/the-after-post-apocalyptic-action-for-savage-worlds?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6941590#item6941590,20,https://www.kicktraq.com/projects/823004289/the-after-post-apocalyptic-action-for-savage-worlds/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,The After: Post-Apocalyptic Action for Savage Worlds,21-Jun-19,Y,GBP,"8,161.00",1.2742,"10,398.75",Y,N,Y,"£8,161",194.00%,Ended,10398.75,1.60874E+12,May 22 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/agrestasaurus/grimmerspace?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6939185#item6939185,20,https://www.kicktraq.com/projects/agrestasaurus/grimmerspace/,non-5E,https://rpggeek.com/rpg/43232/starfinder-system-compatible-product,,Grimmerspace,23-Jun-19,Y,USD,"188,281.00",1,"188,281.00",Y,N,Y,"$188,281 ",1882.00%,Ended,188281,1.60874E+12,May 22 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/351501726/dust-wardens?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6950197#item6950197,20,https://www.kicktraq.com/projects/351501726/dust-wardens/,RPG,,,Dust Wardens,24-Jun-19,Y,USD,"10,128.00",1,"10,128.00",Y,N,Y,"$10,128 ",202.00%,Ended,10128,1.60874E+12,May 25 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/621873870/conan-gdr-wyrd-edizioni?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6964884#item6964884,21,https://www.kicktraq.com/projects/621873870/conan-gdr-wyrd-edizioni/,non-5E,https://rpggeek.com/rpg/26828/robert-e-howards-conan-adventures-age-undreamed,,Conan GDR - Wyrd Edizioni,25-Jun-19,Y,USD,"18,970.00",1,"18,970.00",Y,N,Y,"$18,970 ",379.00%,Ended,18970,1.60874E+12,June 4 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/583799276/rust-hulks?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6956206#item6956206,21,https://www.kicktraq.com/projects/583799276/rust-hulks/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,Rust Hulks,25-Jun-19,Y,USD,"5,659.00",1,"5,659.00",Y,N,Y,"$5,659 ",113.00%,Ended,5659,1.60874E+12,May 31 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/cosmicmirrorgames/zoetrope-time-travel-role-playing?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6943182#item6943182,20,https://www.kicktraq.com/projects/cosmicmirrorgames/zoetrope-time-travel-role-playing/,RPG,,,Zoetrope - Time Travel Role Playing,25-Jun-19,Y,USD,"1,270.00",1,"1,270.00",Y,N,Y,"$1,270 ",178.00%,Ended,1270,1.60874E+12,May 23 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/218255739/king-for-a-day-revised?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6983988#item6983988,22,https://www.kicktraq.com/projects/218255739/king-for-a-day-revised/,non-5E,https://rpggeek.com/rpgitem/139804/king-day,,King for a Day: Revised,27-Jun-19,Y,USD,"16,862.00",1,"16,862.00",Y,N,Y,"$16,862 ",1686.00%,Ended,16862,1.60874E+12,June 12 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/philtonellc/bentos-charge?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6889401#item6889401,17,https://www.kicktraq.com/projects/philtonellc/bentos-charge/,5E,,,Bento's Charge,28-Jun-19,Y,USD,867,1,867,Y,N,Y,$867 ,173.00%,Ended,867,1.60874E+12,April 29 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1944791897/en-counters-roll-playing-gaming-supplement?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6889392#item6889392,17,https://www.kicktraq.com/projects/1944791897/en-counters-roll-playing-gaming-supplement/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,EN-Counters: roll playing gaming supplement,28-Jun-19,Y,USD,"1,073.00",1,Not Funded,N,N,N,"$1,073 ",2.00%,Ended,0,1.60874E+12,April 29 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1860935013/tiny-legacies?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6990984#item6990984,23,https://www.kicktraq.com/projects/1860935013/tiny-legacies/,non-5E,https://rpggeek.com/rpg/55458/tiny-supers,,Tiny Legacies,28-Jun-19,Y,USD,"3,544.00",1,"3,544.00",Y,N,Y,"$3,544 ",236.00%,Ended,3544,1.60874E+12,June 17 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/warpgames/asphodel-complex-a-ttrpg-that-takes-you-to-hell-and-back?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6956110#item6956110,21,https://www.kicktraq.com/projects/warpgames/asphodel-complex-a-ttrpg-that-takes-you-to-hell-and-back/,RPG,,,Asphodel Complex - A TTRPG that takes you to hell and back.,30-Jun-19,Y,AUD,"1,378.00",,Not Funded,N,Y,N,"$1,378 AUD",11.00%,Cancelled,0,1.60874E+12,May 31 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/jonathangreen/twas-the-roleplaying-game-before-christmas?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6950204#item6950204,21,https://www.kicktraq.com/projects/jonathangreen/twas-the-roleplaying-game-before-christmas/,RPG,,,TWAS - The Roleplaying Game Before Christmas,30-Jun-19,Y,GBP,"1,390.00",,Not Funded,N,Y,N,"£1,390",42.00%,Cancelled,0,1.60874E+12,May 26 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/legendphotography/the-storymasters-tales-weirding-woods?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6954931#item6954931,21,https://www.kicktraq.com/projects/legendphotography/the-storymasters-tales-weirding-woods/,RPG,,,"The StoryMaster's Tales ""Weirding Woods""",30-Jun-19,Y,GBP,"45,869.00",1.269455,"58,228.63",Y,N,Y,"£45,869",3057.00%,Ended,58228.63,1.60874E+12,May 30 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/sinisterbeard/quietus-a-roleplaying-game-of-melancholy-horror?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6956408#item6956408,21,https://www.kicktraq.com/projects/sinisterbeard/quietus-a-roleplaying-game-of-melancholy-horror/,RPG,,,Quietus: a roleplaying game of melancholy horror,30-Jun-19,Y,GBP,"16,732.00",1.269455,"21,240.52",Y,N,Y,"£16,732",557.00%,Ended,21240.52,1.60874E+12,May 31 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1133637349/blade-fantasy-rpg-featuring-specialization-and-accessibility?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6961697#item6961697,21,https://www.kicktraq.com/projects/1133637349/blade-fantasy-rpg-featuring-specialization-and-accessibility/,RPG,,,BLADE: Fantasy RPG Featuring Specialization & Accessibility,30-Jun-19,Y,USD,"1,197.00",1,Not Funded,N,N,N,"$1,197 ",44.00%,Ended,0,1.60874E+12,May 31 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/slyflourish/fantastic-adventures-ruins-of-the-grendleroot-for-5e?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6964883#item6964883,21,https://www.kicktraq.com/projects/slyflourish/fantastic-adventures-ruins-of-the-grendleroot-for-5e/,5E,,,Fantastic Adventures: Ruins of the Grendleroot for 5e,2-Jul-19,Y,USD,"42,037.00",1,"42,037.00",Y,N,Y,"$42,037 ",280.00%,Ended,42037,1.60874E+12,June 3 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1961439290/the-cambions-trail-and-the-water-witches-of-hearth?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6897475#item6897475,18,https://www.kicktraq.com/projects/1961439290/the-cambions-trail-and-the-water-witches-of-hearth/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,The Cambion's Trail and The Water Witches of Hearth's Bath.,2-Jul-19,Y,EUR,2,,Not Funded,N,Y,N,€2,0.00%,Cancelled,0,1.60874E+12,May 3 2019,,,,1,,,,,,,
https://www.kickstarter.com/projects/ericfrombloatgames/survive-this-vigilante-city-rpg-2-book-quickstarter?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6992424#item6992424,23,https://www.kicktraq.com/projects/ericfrombloatgames/survive-this-vigilante-city-rpg-2-book-quickstarter/,non-5E,https://rpggeek.com/rpg/55919/vigilante-city,,SURVIVE THIS!! Vigilante City RPG 2 Book Quickstarter.,2-Jul-19,Y,USD,"8,744.00",1,"8,744.00",Y,N,Y,"$8,744 ",273.00%,Ended,8744,1.60874E+12,June 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/ckg/amazing-adventures-5e-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6964539#item6964539,21,https://www.kicktraq.com/projects/676918054/amazing-adventures-5e-rpg/,RPG,,https://rpggeek.com/rpg/25418/5e-game-system-product-dd-5th-edition-compatible,Amazing Adventures 5E RPG,2-Jul-19,Y,USD,"50,877.00",1,"50,877.00",Y,N,Y,"$50,877 ",565.00%,Ended,50877,1.60874E+12,June 3 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/avgames/stormforged-fantasy-tabletop-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6961716#item6961716,21,https://www.kicktraq.com/projects/avgames/stormforged-fantasy-tabletop-rpg/,RPG,,,Stormforged: Fantasy Tabletop RPG,3-Jul-19,Y,GBP,196,1.2582,Not Funded,N,N,N,£196,32.00%,Ended,0,1.60874E+12,June 3 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/legendarygames/ultimate-kingdoms-for-dnd-5e-or-pfrpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6968563#item6968563,22,https://www.kicktraq.com/projects/legendarygames/ultimate-kingdoms-for-dnd-5e-or-pfrpg/,5E,,,Ultimate Kingdoms for DnD 5E or PFRPG,4-Jul-19,Y,USD,"71,163.00",1,"71,163.00",Y,N,Y,"$71,163 ",711.00%,Ended,71163,1.60874E+12,June 5 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/loresmyth/remarkable-shops-and-their-wares?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6965466#item6965466,21,https://www.kicktraq.com/projects/loresmyth/remarkable-shops-and-their-wares/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Remarkable Shops & Their Wares,4-Jul-19,Y,USD,"102,217.00",1,"102,217.00",Y,N,Y,"$102,217 ",681.00%,Ended,102217,1.60874E+12,June 4 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/jdragsky/sleepaway-a-tabletop-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6968190#item6968190,21,https://www.kicktraq.com/projects/jdragsky/sleepaway-a-tabletop-rpg/,RPG,,https://rpggeek.com/rpgsystem/62902/belonging-outside-belonging,Sleepaway: A Tabletop RPG,5-Jul-19,Y,USD,"14,407.00",1,"14,407.00",Y,N,Y,"$14,407 ",411.00%,Ended,14407,1.60874E+12,June 5 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1181377894/beastchildren?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6982780#item6982780,22,https://www.kicktraq.com/projects/1181377894/beastchildren/,RPG,,,Children of the Beast,5-Jul-19,Y,USD,"27,111.00",1,"27,111.00",Y,N,Y,"$27,111 ",139.00%,Ended,27111,1.60874E+12,June 11 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/antioch/dungeons-and-delvers-red-book-0?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6965517#item6965517,21,https://www.kicktraq.com/projects/antioch/dungeons-and-delvers-red-book-0/,RPG,,https://rpggeek.com/rpg/13239/original-dd-compatible-products,Dungeons & Delvers: Red Book,7-Jul-19,Y,EUR,"7,670.00",1.122735,"8,611.38",Y,N,Y,"€7,670",153.00%,Ended,8611.38,1.60874E+12,June 4 2019,,,,,1,,,,,,
https://www.kickstarter.com/projects/fearsomefoes/fearsome-foes-and-where-to-fight-them-relaunch?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6846279?commentid=8842780#comment8842780,15,https://www.kicktraq.com/projects/fearsomefoes/fearsome-foes-and-where-to-fight-them-relaunch/,5E,,,Fearsome Foes: And Where to Fight Them Relaunch,8-Jul-19,Y,USD,"12,910.00",1,Not Funded,N,N,N,"$12,910 ",64.00%,Ended,0,1.60874E+12,June 8 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/888687879/loot-a-magic-item-deck-5th-edition-rpg-s2?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6979541#item6979541,22,https://www.kicktraq.com/projects/888687879/loot-a-magic-item-deck-5th-edition-rpg-s2/,5E,,,"LOOT. : A Magic Item Deck (5th edition, RPG) S2",8-Jul-19,Y,USD,"2,531.00",1,Not Funded,N,Y,N,"$2,531 ",56.00%,Cancelled,0,1.60874E+12,June 8 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/243542578/gnimsh-and-gnumshs-book-of-marvelous-mixtures-dnd-5e?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6954926#item6954926,21,https://www.kicktraq.com/projects/243542578/gnimsh-and-gnumshs-book-of-marvelous-mixtures-dnd-5e/,5E,,,Gnimsh & Gnumsh's Book of Marvelous Mixtures (DnD 5e),8-Jul-19,Y,USD,"3,122.00",1,"3,122.00",Y,N,Y,"$3,122 ",416.00%,Ended,3122,1.60874E+12,May 29 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/micahdraws/the-strapping-lads-a-dandd-5e-supplement?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6982776#item6982776,22,https://www.kicktraq.com/projects/micahdraws/the-strapping-lads-a-dandd-5e-supplement/,5E,,,The Strapping Lads: A D&D 5e Supplement,8-Jul-19,Y,USD,"1,856.00",1,"1,856.00",Y,N,Y,"$1,856 ",371.00%,Ended,1856,1.60874E+12,June 11 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/battlefieldpress/pulp-fantastic-a-setting-book-for-5e?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6980799#item6980799,22,https://www.kicktraq.com/projects/battlefieldpress/pulp-fantastic-a-setting-book-for-5e/,5E,,,Pulp Fantastic (a setting book for 5e),10-Jul-19,Y,USD,596,1,Not Funded,N,Y,N,$596 ,8.00%,Cancelled,0,1.60874E+12,June 10 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1879-companions/earthdawn-4th-edition-mystic-paths?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6980793#item6980793,22,https://www.kicktraq.com/projects/783548120/earthdawn-4th-edition-mystic-paths/,non-5E,https://rpggeek.com/rpg/26929/earthdawn-fourth-edition,,Earthdawn 4th Edition - The Adept's Journey: Mystic Paths,10-Jul-19,Y,USD,"50,277.00",1,"50,277.00",Y,N,Y,"$50,277 ",1005.00%,Ended,50277,1.60874E+12,June 10 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/b-design/wicked-ones?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6982049#item6982049,22,https://www.kicktraq.com/projects/b-design/wicked-ones/,RPG,,https://rpggeek.com/rpgsystem/48735/forged-dark,Wicked Ones,10-Jul-19,Y,JPY,"4,161,377.00",0.009231,"38,413.67",Y,N,Y,"¥4,161,377",385.00%,Ended,38413.67,1.60874E+12,June 10 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/853643740/age-of-hunters-a-customizable-and-flexible-rpg-system?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6979567#item6979567,22,https://www.kicktraq.com/projects/853643740/age-of-hunters-a-customizable-and-flexible-rpg-system/,RPG,,,Age of Hunters - a customizable and flexible RPG system,10-Jul-19,Y,DKK,"5,077.00",0.150816,Not Funded,N,N,N,"kr5,077 DKK",6.00%,Ended,0,1.60874E+12,June 10 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/wrks/the-jordenheim-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/7004863#item7004863,24,https://www.kicktraq.com/projects/wrks/the-jordenheim-rpg/,RPG,,,The Jordenheim RPG,10-Jul-19,Y,GBP,877,1.250755,Not Funded,N,N,N,£877,14.00%,Ended,0,1.60874E+12,June 25 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/sessionzero/the-decks-of-adventurers-allurement-5e-class-magic-items?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6982769#item6982769,22,https://www.kicktraq.com/projects/sessionzero/the-decks-of-adventurers-allurement-5e-class-magic-items/,5E,,,The Decks of Adventurers Allurement - 5E Class Magic Items,11-Jul-19,Y,USD,"45,341.00",1,"45,341.00",Y,N,Y,"$45,341 ",100.00%,Ended,45341,1.60874E+12,June 11 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/makeshiftrosie/omniverse-an-interactive-open-world-puzzle-book?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6928794#item6928794,19,https://www.kicktraq.com/projects/makeshiftrosie/omniverse-an-interactive-open-world-puzzle-book/,RPG,,https://rpggeek.com/rpgsystem/22884/systemless-gamebooks,Omniverse: An interactive open-world puzzle book,11-Jul-19,Y,USD,"14,734.00",1,"14,734.00",Y,N,Y,"$14,734 ",228.00%,Ended,14734,1.60874E+12,May 16 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/lastholdgames/awoken-worlds-apart?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6982051#item6982051,22,https://www.kicktraq.com/projects/lastholdgames/awoken-worlds-apart/,RPG,,,Awoken : Worlds Apart,11-Jul-19,Y,AUD,"16,564.00",0.697215,Not Funded,N,Y,N,"$16,564 AUD",22.00%,Cancelled,0,1.60874E+12,June 11 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/fadingroots/hearts-of-magic-threads-entangled?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6985401#item6985401,22,https://www.kicktraq.com/projects/fadingroots/hearts-of-magic-threads-entangled/,RPG,,https://rpggeek.com/rpg/44023/mobile-frame-zero-firebrands,Hearts of Magic: Threads Entangled,13-Jul-19,Y,USD,"8,344.00",1,"8,344.00",Y,N,Y,"$8,344 ",166.00%,Ended,8344,1.60874E+12,June 13 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/zafirgames/zafir-tactical-roleplaying-game?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6982772#item6982772,22,https://www.kicktraq.com/projects/zafirgames/zafir-tactical-roleplaying-game/,RPG,,,Zafir: Tactical Roleplaying Game,13-Jul-19,Y,EUR,"22,140.00",1.12875,"24,990.53",Y,N,Y,"€22,140",100.00%,Ended,24990.53,1.60874E+12,June 11 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/416621349/the-assorted-magical-items-deck?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6986470#item6986470,23,https://www.kicktraq.com/projects/416621349/the-assorted-magical-items-deck/,5E,,,The Assorted Magical Items Deck,14-Jul-19,Y,GBP,"29,223.00",1.25713,"36,737.11",Y,N,Y,"£29,223",216.00%,Ended,36737.11,1.60874E+12,June 14 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/zansadventures/an-5e-dnd-rpg-module-conversion-of-mareks-haunted-house?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6986469#item6986469,23,https://www.kicktraq.com/projects/zansadventures/an-5e-dnd-rpg-module-conversion-of-mareks-haunted-house/,5E,,,An 5E DnD RPG Module Conversion of Marek's Haunted House,14-Jul-19,Y,USD,"1,349.00",1,"1,349.00",Y,N,Y,"$1,349 ",1349.00%,Ended,1349,1.60874E+12,June 14 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/pacesettergames/reaping-at-rivers-end-for-5e-and-sandw-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/7006338#item7006338,24,https://www.kicktraq.com/projects/640360422/reaping-at-rivers-end-for-5e-and-sandw-rpg/,5E,,,Reaping at River's End for 5e and S&W RPG!,15-Jul-19,Y,USD,"4,127.00",1,"4,127.00",Y,N,Y,"$4,127 ",275.00%,Ended,4127,1.60874E+12,June 25 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/sanjenarocoop/the-roleplayers-guide-to-heists?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6990403#item6990403,23,https://www.kicktraq.com/projects/sanjenarocoop/the-roleplayers-guide-to-heists/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Roleplayer's Guide To Heists,15-Jul-19,Y,USD,"28,876.00",1,"28,876.00",Y,N,Y,"$28,876 ",206.00%,Ended,28876,1.60874E+12,June 15 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/kingofdungeons/the-king-of-dungeons?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6990405#item6990405,23,https://www.kicktraq.com/projects/kingofdungeons/the-king-of-dungeons/,RPG,,https://rpggeek.com/rpg/17925/13th-age,The King of Dungeons,16-Jul-19,Y,GBP,"8,956.00",1.24109,"11,115.20",Y,N,Y,"£8,956",2985.00%,Ended,11115.2,1.60874E+12,June 16 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/563681582/folio-23-the-machines-madness?ref=bggforums,https://rpggeek.com/geeklist/250272/item/7029787#item7029787,26,https://www.kicktraq.com/projects/563681582/folio-23-the-machines-madness/,5E,,,Folio #23 The Machine's Madness!,17-Jul-19,Y,USD,"3,709.00",1,"3,709.00",Y,N,Y,"$3,709 ",247.00%,Ended,3709,1.60874E+12,July 10 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1176616619/fateforge-a-5th-edition-role-playing-game?ref=bggforums,https://rpggeek.com/geeklist/250272/item/7004859#item7004859,24,https://www.kicktraq.com/projects/1176616619/fateforge-a-5th-edition-role-playing-game/,RPG,,https://rpggeek.com/rpg/25418/5e-game-system-product-dd-5th-edition-compatible,Fateforge: a 5th Edition Role-Playing Game,17-Jul-19,Y,USD,"125,877.00",1,"125,877.00",Y,N,Y,"$125,877 ",839.00%,Ended,125877,1.60874E+12,June 24 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/potatocubed/bleak-spirit?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6992410#item6992410,23,https://www.kicktraq.com/projects/179941520/bleak-spirit/,RPG,,,Bleak Spirit,18-Jul-19,Y,GBP,"11,236.00",1.25416,"14,091.74",Y,N,Y,"£11,236",280.00%,Ended,14091.74,1.60874E+12,June 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/beirdogames/the-advanced-a-complete-adaptable-tabletop-rpg-system?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6994643#item6994643,23,https://www.kicktraq.com/projects/beirdogames/the-advanced-a-complete-adaptable-tabletop-rpg-system/,RPG,,,"The ADVANCED, a complete, adaptable tabletop rpg system.",18-Jul-19,Y,USD,"2,218.00",1,Not Funded,N,N,N,"$2,218 ",22.00%,Ended,0,1.60874E+12,June 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1327730678/realm-of-the-livingstones-a-high-fantasy-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6992428#item6992428,23,https://www.kicktraq.com/projects/1327730678/realm-of-the-livingstones-a-high-fantasy-rpg/,RPG,,,Realm Of The Livingstones - A High Fantasy RPG,18-Jul-19,Y,USD,323,1,Not Funded,N,N,N,$323 ,10.00%,Ended,0,1.60874E+12,June 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/redcarnations/red-carnations-on-a-black-grave?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6994639#item6994639,23,https://www.kicktraq.com/projects/redcarnations/red-carnations-on-a-black-grave/,RPG,,,Red Carnations on a Black Grave,18-Jul-19,Y,USD,"23,608.00",1,"23,608.00",Y,N,Y,"$23,608 ",786.00%,Ended,23608,1.60874E+12,June 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/enworld/a-touch-more-class-9-new-5th-edition-classes?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6994671#item6994671,23,https://www.kicktraq.com/projects/enworld/a-touch-more-class-9-new-5th-edition-classes/,5E,,,A Touch More Class: 9 New 5th Edition Classes,19-Jul-19,Y,GBP,"94,504.00",1.2501,"118,139.45",Y,N,Y,"£94,504",9450.00%,Ended,118139.45,1.60874E+12,June 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/931820058/world-of-revilo-campaign-setting-and-bestiary-for-5e-dnd?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6992421#item6992421,23,https://www.kicktraq.com/projects/931820058/world-of-revilo-campaign-setting-and-bestiary-for-5e-dnd/,5E,,,World of Revilo Campaign Setting & Bestiary for 5E DND.,19-Jul-19,Y,USD,"33,134.00",1,"33,134.00",Y,N,Y,"$33,134 ",165.00%,Ended,33134,1.60874E+12,June 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/782735675/gods-and-goddesses-redux?ref=bggforums,https://rpggeek.com/geeklist/250272/item/7025223#item7025223,24,https://www.kicktraq.com/projects/782735675/gods-and-goddesses-redux/,5E,,,Gods and Goddesses: Redux,19-Jul-19,Y,USD,"21,399.00",1,"21,399.00",Y,N,Y,"$21,399 ",267.00%,Ended,21399,1.60874E+12,July 1 2019,,,,,,,,,,,
https://rpggeek.com/geeklist/250272/item/6992410#item6992410,https://rpggeek.com/geeklist/250272/item/6992416#item6992416,23,https://www.kicktraq.com/projects/johndpayne/micronomicon-a-compendium-of-magic-for-tiny-dungeon-2e/,non-5E,https://rpggeek.com/rpg/25878/tiny-dungeon,,Micronomicon: A Compendium of Magic for Tiny Dungeon 2e,19-Jul-19,Y,USD,"7,004.00",1,"7,004.00",Y,N,Y,"$7,004 ",700.00%,Ended,7004,1.60874E+12,June 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/throwigames/off-the-beaten-path-city-excursions?ref=bggforums,https://rpggeek.com/geeklist/250272/item/7029785#item7029785,25,https://www.kicktraq.com/projects/throwigames/off-the-beaten-path-city-excursions/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,"Off the Beaten Path, City Excursions",19-Jul-19,Y,USD,"2,530.00",1,"2,530.00",Y,N,Y,"$2,530 ",505.00%,Ended,2530,1.60874E+12,July 10 2019,,,,,,,,,,,
