Kickstarter Link,RPGGeek List Item,RPGGeek List Page,KickTraq Link,Type,Non-5E: For RPG,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,,OSR Core,OSR Adjacent,,,,,,
https://www.kickstarter.com/projects/tripleacegames/leagues-of-gothic-horror-rpg-expansions?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6811020#item6811020,13,https://www.kicktraq.com/projects/1588759266/leagues-of-gothic-horror-rpg-expansions/,non-5E,https://rpggeek.com/rpg/11973/leagues-adventure,,Leagues of Gothic Horror RPG Expansions,2-Apr-19,Y,GBP,"4,662.00",1.3127,"6,119.81",Y,N,Y,"£4,662",207.00%,Ended,6119.81,1.60874E+12,March 19 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/768022427/vampires-and-werewolves-of-myth-for-pathfinder-and?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6784624#item6784624,11,https://www.kicktraq.com/projects/768022427/vampires-and-werewolves-of-myth-for-pathfinder-and/,5E,,,Vampires & Werewolves of Myth for Pathfinder & 5e,3-Apr-19,Y,USD,"2,251.00",1,"2,251.00",Y,N,Y,"$2,251 ",187.00%,Ended,2251,1.60874E+12,March 4 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/pacesettergames/basic-and-expert-rpg-sets-remastered?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6784628#item6784628,11,https://www.kicktraq.com/projects/640360422/basic-and-expert-rpg-sets-remastered/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,Basic and Expert RPG Sets Remastered!,3-Apr-19,Y,USD,"16,505.00",1,"16,505.00",Y,N,Y,"$16,505 ",1100.00%,Ended,16505,1.60874E+12,March 4 2019,,,,1,,,,,,,
https://www.kickstarter.com/projects/loresmyth/dungeon-discoveries-sci-fi-card-sets-for-roleplayi?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6782459#item6782459,10,https://www.kicktraq.com/projects/loresmyth/dungeon-discoveries-sci-fi-card-sets-for-roleplayi/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Dungeon Discoveries - Sci-fi Card Sets for Roleplaying,3-Apr-19,Y,USD,"15,380.00",1,"15,380.00",Y,N,Y,"$15,380 ",384.00%,Ended,15380,1.60874E+12,March 4 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/988969276/night-life-tabletop-game?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6811012#item6811012,12,https://www.kicktraq.com/projects/988969276/night-life-tabletop-game/,RPG,,,Night Life Tabletop Game,3-Apr-19,Y,USD,"1,232.00",1,"1,232.00",Y,N,Y,"$1,232 ",123.00%,Ended,1232,1.60874E+12,March 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/materialcomponents/herobook-gm-the-5e-game-master-notebook?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6785160#item6785160,11,https://www.kicktraq.com/projects/materialcomponents/herobook-gm-the-5e-game-master-notebook/,5E,,,HeroBook GM - The 5E Game Master Notebook,4-Apr-19,Y,CAD,"134,308.00",0.74821,"100,490.59",Y,N,Y,"$134,308 CAD",335.00%,Ended,100490.59,1.60874E+12,March 5 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/beastlands/beastlands-monster-generator?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6784630#item6784630,11,https://www.kicktraq.com/projects/beastlands/beastlands-monster-generator/,5E,,,Beastlands Monster Generator,4-Apr-19,Y,USD,759,1,Not Funded,N,N,N,$759 ,6.00%,Ended,0,1.60874E+12,March 5 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/853446386/spiral-isles?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6785163#item6785163,11,https://www.kicktraq.com/projects/853446386/spiral-isles/,5E,,,Spiral Isles,4-Apr-19,Y,USD,"5,446.00",1,"5,446.00",Y,N,Y,"$5,446 ",272.00%,Ended,5446,1.60874E+12,March 5 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/purplepirategames/secrets-of-the-world-harvesters?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6785397#item6785397,11,https://www.kicktraq.com/projects/purplepirategames/secrets-of-the-world-harvesters/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Secrets of the World Harvesters,4-Apr-19,Y,USD,"6,818.00",1,"6,818.00",Y,N,Y,"$6,818 ",194.00%,Ended,6818,1.60874E+12,March 5 2019,,,,,1,,,,,,
https://www.kickstarter.com/projects/froggodgames/the-world-of-the-lost-lands?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6752274#item6752274,7,https://www.kicktraq.com/projects/froggodgames/the-world-of-the-lost-lands/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The World of the Lost Lands,4-Apr-19,Y,USD,"157,049.00",1,"157,049.00",Y,N,Y,"$157,049 ",314.00%,Ended,157049,1.60874E+12,February 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/levimote/infinite-power-2nd-edition-role-playing-game?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6822893#item6822893,13,https://www.kicktraq.com/projects/levimote/infinite-power-2nd-edition-role-playing-game/,non-5E,https://rpggeek.com/rpg/8907/infinite-power,,Infinite Power: 2nd Edition Role Playing Game,4-Apr-19,Y,USD,723,,Not Funded,N,Y,N,$723 ,14.00%,Cancelled,0,1.60874E+12,March 26 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/publisherssdg/veil-of-the-void-a-sci-fantasy-tabletop-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6785188#item6785188,11,https://www.kicktraq.com/projects/publisherssdg/veil-of-the-void-a-sci-fantasy-tabletop-rpg/,RPG,,,Veil of the Void: A Sci-Fantasy Tabletop RPG,4-Apr-19,Y,USD,"7,820.00",1,"7,820.00",Y,N,Y,"$7,820 ",130.00%,Ended,7820,1.60874E+12,March 5 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1571708637/sword-loser-and-tool-user?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6789808#item6789808,11,https://www.kicktraq.com/projects/1571708637/sword-loser-and-tool-user/,RPG,,,Sword Loser and Tool User,4-Apr-19,Y,USD,"5,515.00",1,"5,515.00",Y,N,Y,"$5,515 ",1103.00%,Ended,5515,1.60874E+12,March 7 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/polyhedragames/justice-velocity-an-action-movie-inspired-tabletop?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6785200#item6785200,11,https://www.kicktraq.com/projects/polyhedragames/justice-velocity-an-action-movie-inspired-tabletop/,RPG,,,Justice Velocity: An Action Movie Inspired Tabletop RPG,4-Apr-19,Y,USD,"1,790.00",1,"1,790.00",Y,N,Y,"$1,790 ",119.00%,Ended,1790,1.60874E+12,March 5 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/astrolago/witch-craft-a-5e-supplemental?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6787669#item6787669,11,https://www.kicktraq.com/projects/astrolago/witch-craft-a-5e-supplemental/,5E,,,"Witch+Craft, a 5e Supplemental",5-Apr-19,Y,USD,"161,534.00",1,"161,534.00",Y,N,Y,"$161,534 ",521.00%,Ended,161534,1.60874E+12,March 6 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/cuttothechase/cut-to-the-chase?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6799818#item6799818,12,https://www.kicktraq.com/projects/cuttothechase/cut-to-the-chase/,RPG,,,Cut to the Chase,5-Apr-19,Y,CAD,"2,819.00",0.74674,"2,105.06",Y,N,Y,"$2,819 CAD",187.00%,Ended,2105.06,1.60874E+12,March 12 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/storybookrpg/storybook-rpg/?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6743621#item6743621,7,https://www.kicktraq.com/projects/storybookrpg/storybook-rpg/,RPG,,,Storybook RPG,5-Apr-19,Y,USD,767,1,Not Funded,N,N,N,$767 ,9.00%,Ended,0,1.60874E+12,February 15 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/limitless-adventures/quickstarter-limitless-npcs-revision-100-5e-npcs?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6811009#item6811009,12,https://www.kicktraq.com/projects/limitless-adventures/quickstarter-limitless-npcs-revision-100-5e-npcs/,5E,,,Quickstarter: Limitless NPCs Revision (100+ 5E NPCs),6-Apr-19,Y,USD,"23,394.00",1,"23,394.00",Y,N,Y,"$23,394 ",2599.00%,Ended,23394,1.60874E+12,March 18 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/fateofserant/nemesyn-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6789470#item6789470,11,https://www.kicktraq.com/projects/fateofserant/nemesyn-rpg/,RPG,,,NEMESYN® RPG,6-Apr-19,Y,USD,826,,Not Funded,N,Y,N,$826 ,5.00%,Cancelled,0,1.60874E+12,March 7 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/stormbunny/tavern-encounters-the-heroes-feast?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6797097#item6797097,12,https://www.kicktraq.com/projects/stormbunny/tavern-encounters-the-heroes-feast/,5E,,,Tavern Encounters: The Heroes' Feast,7-Apr-19,Y,USD,"8,099.00",1,"8,099.00",Y,N,Y,"$8,099 ",269.00%,Ended,8099,1.60874E+12,March 8 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/700532845/wave-2-adventure-books-for-asa?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6791706#item6791706,11,https://www.kicktraq.com/projects/700532845/wave-2-adventure-books-for-asa/,5E,,,Wave 2 Adventure Books for AsA,7-Apr-19,Y,USD,"5,336.00",1,"5,336.00",Y,N,Y,"$5,336 ",533.00%,Ended,5336,1.60874E+12,March 8 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1990654819/traveller-rpg-the-journal-of-the-travellers-aid-so?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6791000#item6791000,11,https://www.kicktraq.com/projects/1990654819/traveller-rpg-the-journal-of-the-travellers-aid-so/,non-5E,https://rpggeek.com/rpg/39931/traveller-mongoose-2nd-edition,,Traveller RPG: The Journal of the Travellers Aid Society,7-Apr-19,Y,GBP,"64,324.00",1.303725,"83,860.81",Y,N,Y,"£64,324",428.00%,Ended,83860.81,1.60874E+12,March 8 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/kaizokupress/mutants-and-masterminds-guida-del-gamemaster?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6797099#item6797099,12,https://www.kicktraq.com/projects/kaizokupress/mutants-and-masterminds-guida-del-gamemaster/,non-5E,https://rpggeek.com/rpg/9041/mutants-masterminds-third-edition,,Mutants & Masterminds - Guida del Gamemaster,7-Apr-19,Y,EUR,"3,623.00",1.12185,"4,064.46",Y,N,Y,"€3,623",103.00%,Ended,4064.46,1.60874E+12,March 8 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/857509715/there-was-a-boss-fight?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6799806#item6799806,12,https://www.kicktraq.com/projects/857509715/there-was-a-boss-fight/,5E,,,There Was a Boss Fight!,8-Apr-19,Y,USD,367,1,Not Funded,N,N,N,$367 ,36.00%,Ended,0,1.60874E+12,March 12 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1977703373/prowlers-and-paragons-ultimate-edition?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6811492#item6811492,13,https://www.kicktraq.com/projects/1977703373/prowlers-and-paragons-ultimate-edition/,non-5E,https://rpggeek.com/rpg/22693/prowlers-paragons,,Prowlers & Paragons Ultimate Edition,8-Apr-19,Y,USD,"34,333.00",1,"34,333.00",Y,N,Y,"$34,333 ",122.00%,Ended,34333,1.60874E+12,March 19 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/drzeropresents/wee-bit-twisted?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6773438#item6773438,10,https://www.kicktraq.com/projects/drzeropresents/wee-bit-twisted/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Wee Bit Twisted,9-Apr-19,Y,USD,376,1,376,Y,N,Y,$376 ,156.00%,Ended,376,1.60874E+12,February 28 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/bryandonihue/hidden-worlds-incursion?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6784626#item6784626,11,https://www.kicktraq.com/projects/bryandonihue/hidden-worlds-incursion/,RPG,,,Hidden Worlds: Incursion,9-Apr-19,Y,USD,"4,095.00",1,"4,095.00",Y,N,Y,"$4,095 ",117.00%,Ended,4095,1.60874E+12,March 4 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/lmetcalf/maximum-hp-rpg-zine-issue-001?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6820935#item6820935,13,https://www.kicktraq.com/projects/lmetcalf/maximum-hp-rpg-zine-issue-001/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,Maximum HP - RPG Zine Issue 001,10-Apr-19,Y,USD,"3,330.00",1,"3,330.00",Y,N,Y,"$3,330 ",666.00%,Ended,3330,1.60874E+12,March 25 2019,,,,1,,,,,,,
https://www.kickstarter.com/projects/swordsfall/welcome-to-tikor-the-swordsfall-rpg-setting-and-ar?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6798073#item6798073,12,https://www.kicktraq.com/projects/swordsfall/welcome-to-tikor-the-swordsfall-rpg-setting-and-ar/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Welcome to Tikor | The Swordsfall RPG Setting and Art Book,10-Apr-19,Y,USD,"120,631.00",1,"120,631.00",Y,N,Y,"$120,631 ",6031.00%,Ended,120631,1.60874E+12,March 11 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/hitpointpress/humblewood-campaign-setting-for-5e-dnd?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6799830#item6799830,12,https://www.kicktraq.com/projects/hitpointpress/humblewood-campaign-setting-for-5e-dnd/,5E,,,Humblewood Campaign Setting for 5e DND,11-Apr-19,Y,USD,"1,001,086.00",1,"1,001,086.00",Y,N,Y,"$1,001,086 ",5005.00%,Ended,1001086,1.60874E+12,March 12 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/advancedfrp/the-way-of-wicked-sin-zinequest?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6766200#item6766200,9,https://www.kicktraq.com/projects/1666739355/the-way-of-wicked-sin-zinequest/,5E,,,The Way of Wicked Sin #ZineQuest,11-Apr-19,Y,USD,"2,529.00",1,"2,529.00",Y,N,Y,"$2,529 ",101.00%,Ended,2529,1.60874E+12,February 25 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1192053011/symbar-mother-of-darkness?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6816140#item6816140,13,https://www.kicktraq.com/projects/1192053011/symbar-mother-of-darkness/,non-5E,https://rpggeek.com/rpg/28932/symbaroum,,Symbar - Mother of Darkness,11-Apr-19,Y,SEK,"1,570,959.00",0.10772,"169,223.70",Y,N,Y,"kr1,570,959 SEK",1570.00%,Ended,169223.7,1.60874E+12,March 22 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/1582756696/capers-noir-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6799826#item6799826,12,https://www.kicktraq.com/projects/1582756696/capers-noir-rpg/,non-5E,https://rpggeek.com/rpg/47166/capers,,CAPERS Noir RPG,11-Apr-19,Y,USD,"7,577.00",1,"7,577.00",Y,N,Y,"$7,577 ",947.00%,Ended,7577,1.60874E+12,March 12 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/jayciles/mysthea-legends-from-the-borderlands?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6799871#item6799871,12,https://www.kicktraq.com/projects/1549920133/mysthea-legends-from-the-borderlands/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,Mysthea: Legends From the Borderlands,11-Apr-19,Y,GBP,"34,989.00",1.3055,"45,678.14",Y,N,Y,"£34,989",279.00%,Ended,45678.14,1.60874E+12,March 12 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/412260577/rare-birds?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6820509#item6820509,13,https://www.kicktraq.com/projects/412260577/rare-birds/,RPG,,,Rare Birds,11-Apr-19,Y,EUR,343,1.12605,386.24,Y,N,Y,€343,171.00%,Ended,386.24,1.60874E+12,March 22 2019,,,,,,,,,,,1
https://www.kickstarter.com/projects/tribality/the-seas-of-vodari-5th-edition-swashbuckling-and-s?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6801627#item6801627,12,https://www.kicktraq.com/projects/tribality/the-seas-of-vodari-5th-edition-swashbuckling-and-s/,5E,,,The Seas of Vodari - 5th Edition Swashbuckling & Sorcery,12-Apr-19,Y,CAD,"52,500.00",0.74988,"39,368.70",Y,N,Y,"$52,500 CAD",525.00%,Ended,39368.7,1.60874E+12,March 13 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/montecookgames/arcana-of-the-ancients-a-5e-science-fantasy-source?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6799842#item6799842,12,https://www.kicktraq.com/projects/montecookgames/arcana-of-the-ancients-a-5e-science-fantasy-source/,5E,,,"Arcana of the Ancients, a 5E science-fantasy sourcebook",12-Apr-19,Y,USD,"520,207.00",1,"520,207.00",Y,N,Y,"$520,207 ",1040.00%,Ended,520207,1.60874E+12,March 12 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/gamersandgrognards/lost-classes-and-cannibal-corpses-two-original-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6769828#item6769828,9,https://www.kicktraq.com/projects/gamersandgrognards/lost-classes-and-cannibal-corpses-two-original-rpg/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,Lost Classes and Cannibal Corpses - Two Original RPG Zines,13-Apr-19,Y,USD,"2,399.00",1,"2,399.00",Y,N,Y,"$2,399 ",159.00%,Ended,2399,1.60874E+12,February 27 2019,,,,1,,,,,,,
https://www.kickstarter.com/projects/exaltedfuneral/the-ultraviolet-grasslands?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6739004#item6739004,6,https://www.kicktraq.com/projects/exaltedfuneral/the-ultraviolet-grasslands/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Ultraviolet Grasslands,13-Apr-19,Y,USD,"108,794.00",1,"108,794.00",Y,N,Y,"$108,794 ",725.00%,Ended,108794,1.60874E+12,February 12 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/monkeyblooddesign/the-city-of-great-lunden?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6803956#item6803956,12,https://www.kicktraq.com/projects/monkeyblooddesign/the-city-of-great-lunden/,non-5E,https://rpggeek.com/rpg/1650/swords-wizardry,,The City of Great Lunden,14-Apr-19,Y,GBP,"16,251.00",1.308335,"21,261.75",Y,N,Y,"£16,251",135.00%,Ended,21261.75,1.60874E+12,March 15 2019,,,,1,,,,,,,
https://www.kickstarter.com/projects/golden-goblin-press/an-inner-darkness-for-7th-edition-call-of-cthulhu?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6803947#item6803947,12,https://www.kicktraq.com/projects/golden-goblin-press/an-inner-darkness-for-7th-edition-call-of-cthulhu/,non-5E,https://rpggeek.com/rpg/23113/call-cthulhu-7th-edition,,An Inner Darkness - For 7th Edition Call of Cthulhu,14-Apr-19,Y,USD,"30,197.00",1,"30,197.00",Y,N,Y,"$30,197 ",150.00%,Ended,30197,1.60874E+12,March 15 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/adammeyers/ultimate-spheres-of-power-the-complete-system-path?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6804206#item6804206,12,https://www.kicktraq.com/projects/adammeyers/ultimate-spheres-of-power-the-complete-system-path/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Ultimate Spheres of Power: The Complete System! (Pathfinder),14-Apr-19,Y,USD,"43,217.00",1,"43,217.00",Y,N,Y,"$43,217 ",432.00%,Ended,43217,1.60874E+12,March 15 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/563681582/the-folio-21-1e-5e-dandd-adventure?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6832226#item6832226,14,https://www.kicktraq.com/projects/563681582/the-folio-21-1e-5e-dandd-adventure/,5E,,,The Folio #22 (1E/5E D&D Adventure),15-Apr-19,Y,USD,"4,370.00",1,"4,370.00",Y,N,Y,"$4,370 ",145.00%,Ended,4370,1.60874E+12,March 31 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/maniacclown/metal-world-the-heavy-metal-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6804209#item6804209,12,https://www.kicktraq.com/projects/maniacclown/metal-world-the-heavy-metal-rpg/,RPG,,,METAL WORLD: the heavy metal RPG,15-Apr-19,Y,USD,"1,437.00",,Not Funded,N,Y,N,"$1,437 ",11.00%,Cancelled,0,1.60874E+12,March 15 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/firelizardgames/base-a-cardpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6799851#item6799851,12,https://www.kicktraq.com/projects/1778465766/base-a-cardpg/,RPG,,,BASE: a CaRdPG,16-Apr-19,Y,USD,"2,310.00",1,"2,310.00",Y,N,Y,"$2,310 ",144.00%,Ended,2310,1.60874E+12,March 12 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/113664363/the-forbidden-library-5e?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6811493#item6811493,13,https://www.kicktraq.com/projects/113664363/the-forbidden-library-5e/,5E,,,The Forbidden Library 5E,19-Apr-19,Y,USD,"27,037.00",1,"27,037.00",Y,N,Y,"$27,037 ",337.00%,Ended,27037,1.60874E+12,March 19 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/evaoddveig/hidden-oddities-a-witchs-primer?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6813042#item6813042,13,https://www.kicktraq.com/projects/161999541/hidden-oddities-a-witchs-primer/,5E,,,Hidden Oddities: A Witch's Primer,19-Apr-19,Y,USD,"22,527.00",1,"22,527.00",Y,N,Y,"$22,527 ",4505.00%,Ended,22527,1.60874E+12,March 20 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/412946570/wiseguys-the-savage-guide-to-organized-crime?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6822901#item6822901,14,https://www.kicktraq.com/projects/412946570/wiseguys-the-savage-guide-to-organized-crime/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Wiseguys: The Savage Guide to Organized Crime,19-Apr-19,Y,USD,"13,371.00",1,"13,371.00",Y,N,Y,"$13,371 ",267.00%,Ended,13371,1.60874E+12,March 26 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/riotminds/ruin-masters?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6813051#item6813051,13,https://www.kicktraq.com/projects/1256540796/ruin-masters/,RPG,,,Ruin Masters,19-Apr-19,Y,SEK,"615,745.00",0.10751,"66,198.74",Y,N,Y,"kr615,745 SEK",307.00%,Ended,66198.74,1.60874E+12,March 20 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/iantsmall/dungeon-crawl-classics-soul-for-the-ocean-dark?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6815468#item6815468,13,https://www.kicktraq.com/projects/iantsmall/dungeon-crawl-classics-soul-for-the-ocean-dark/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Dungeon Crawl Classics: Soul for the Ocean Dark,21-Apr-19,Y,USD,"5,113.00",1,"5,113.00",Y,N,Y,"$5,113 ",409.00%,Ended,5113,1.60874E+12,March 22 2019,,,,,1,,,,,,
https://www.kickstarter.com/projects/locrpg/flight-of-corvus-a-larp-event-in-the-catoctin-moun?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6758720#item6758720,8,https://www.kicktraq.com/projects/locrpg/flight-of-corvus-a-larp-event-in-the-catoctin-moun/,RPG,,,Flight of Corvus- A LARP event in the Catoctin Mountains.,21-Apr-19,Y,USD,"2,621.00",1,Not Funded,N,N,N,"$2,621 ",37.00%,Ended,0,1.60874E+12,February 20 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/godghoti/brassmans-adventure-club?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6820515#item6820515,13,https://www.kicktraq.com/projects/godghoti/brassmans-adventure-club/,5E,,,Brassman’s Adventure Club,22-Apr-19,Y,USD,"8,512.00",1,"8,512.00",Y,N,Y,"$8,512 ",283.00%,Ended,8512,1.60874E+12,March 23 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/cfqvol3ose/creature-feature-quarterly-vol-4-5e-compatible?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6849767#item6849767,15,https://www.kicktraq.com/projects/397372697/creature-feature-quarterly-vol-4-5e-compatible/,5E,,,Creature Feature Quarterly Vol. 4 (5e compatible),22-Apr-19,Y,USD,103,1,103,Y,N,Y,$103 ,206.00%,Ended,103,1.60874E+12,April 9 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/sidequests/sidequests-vol-i-and-ii-10-adventure-modules-for-5?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6865647#item6865647,16,https://www.kicktraq.com/projects/sidequests/sidequests-vol-i-and-ii-10-adventure-modules-for-5/,5E,,,SideQuests Vol. I & II: 10 Adventure Modules For 5E DnD,23-Apr-19,Y,CAD,"2,466.00",0.744605,"1,836.20",Y,N,Y,"$2,466 CAD",493.00%,Ended,1836.2,1.60874E+12,April 16 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/infiniumgamestudio/ultimate-character-compendium-for-pathfinder-rpg?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6827634#item6827634,14,https://www.kicktraq.com/projects/infiniumgamestudio/ultimate-character-compendium-for-pathfinder-rpg/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Ultimate Character Compendium for Pathfinder RPG,23-Apr-19,Y,USD,"4,040.00",1,"4,040.00",Y,N,Y,"$4,040 ",101.00%,Ended,4040,1.60874E+12,March 28 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/davidhamrick/broadsword-magazine?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6822900#item6822900,13,https://www.kicktraq.com/projects/davidhamrick/broadsword-magazine/,5E,,,Broadsword Magazine,25-Apr-19,Y,EUR,"40,051.00",1.11375,"44,606.80",Y,N,Y,"€40,051",1160.00%,Ended,44606.8,1.60874E+12,March 26 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/theforbiddenisle/wyrmkeep-dungeons-tz2-curse-of-the-desert-outpost?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6824173#item6824173,14,https://www.kicktraq.com/projects/1867564967/wyrmkeep-dungeons-tz2-curse-of-the-desert-outpost/,5E,,,Wyrmkeep Dungeons TZ2: Curse of the Desert Outpost,25-Apr-19,Y,USD,"2,908.00",1,"2,908.00",Y,N,Y,"$2,908 ",581.00%,Ended,2908,1.60874E+12,March 26 2019,,,,,,,,,,,
https://www.kickstarter.com/projects/200664283/contagion-chronicle-a-chronicles-of-darkness-cross?ref=bggforums,https://rpggeek.com/geeklist/250272/item/6824170#item6824170,14,https://www.kicktraq.com/projects/200664283/contagion-chronicle-a-chronicles-of-darkness-cross/,non-5E,https://rpggeek.com/rpg/408/world-darkness,,Contagion Chronicle - a Chronicles of Darkness crossover,25-Apr-19,Y,USD,"76,202.00",1,"76,202.00",Y,N,Y,"$76,202 ",152.00%,Ended,76202,1.60874E+12,March 26 2019,,,,,,,,,,,
