,,,1740264455815,,266,281,128,0,,,,215,193,408,20,8,,,,,,,,
Kickstarter Link,RPGGeek Item ID,RPGGeek Item Link,KickTraq Link,Type,Non-5E: For RPG,RPG: related to,Project Name,,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,,Last Updated,Start Date,,
"http://www.kickstarter.com/projects/344186910/luchador-disciples-of-the-north?ref=bggforums',",item2198417,,https://www.kicktraq.com/projects/344186910/luchador-disciples-of-the-north/,non-5E,https://rpggeek.com/rpg/13969/luchador,,Luchador: Disciples of the North,July 28 2012,Y,USD,"2,566.00",1,"2,566.00",Y,N,Y,"$2,566",102.00%,Ended,2566,1616169628847,June 28 2012,"The Great White North! Land of lumberjacks, caribou and the masters of submission wrestling. RPG of action and adventure!",//s3.amazonaws.com/ksr/projects/227539/photo-small.jpg
"http://www.kickstarter.com/projects/1176616619/shadows-of-esteren?ref=bggforums',",item2202832,,https://www.kicktraq.com/projects/1176616619/shadows-of-esteren/,non-5E,https://rpggeek.com/rpg/10515/les-ombres-desteren,,Shadows of Esteren,July 30 2012,Y,USD,"55,608.00",1,"55,608.00",Y,N,Y,"$55,608",1853.00%,Ended,55608,1616169628862,June 30 2012,A medieval role-playing game where men have to face fierce threats lurking in the dark.,//s3.amazonaws.com/ksr/projects/212985/photo-small.jpg
"http://www.kickstarter.com/projects/917876657/republishing-synnibarr-the-original-scifi-fantasy?ref=bggforums',",item2203601,,https://www.kicktraq.com/projects/917876657/republishing-synnibarr-the-original-scifi-fantasy/,non-5E,https://rpggeek.com/rpg/2928/world-synnibarr-1st-3rd-eds,,"Republishing, Synnibarr: The original Scifi-Fantasy RPG.",July 31 2012,Y,USD,"4,552.00",1,Not Funded,N,N,N,"$4,552",8.00%,Ended,0,1616169628863,July 1 2012,"Featuring a new system, the epic game is ready for release. With a forward by Dr. Richard Garfield, creator of Magic: The Gathering.",//s3.amazonaws.com/ksr/projects/229420/photo-small.jpg
"http://www.kickstarter.com/projects/timloya/the-expedition-journals-of-amestus-armen?ref=bggforums',",item2210629,,https://www.kicktraq.com/projects/timloya/the-expedition-journals-of-amestus-armen/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Expedition Journals of Amestus Armen,August 3 2012,Y,USD,"1,441.00",1,"1,441.00",Y,N,Y,"$1,441",576.00%,Ended,1441,1616169628865,July 6 2012,"The Expiditional Journals project is a ""roleplaying supplement a month"" project which, if funded, will begin in August 2012.",//s3.amazonaws.com/ksr/projects/240290/photo-small.jpg
"http://www.kickstarter.com/projects/223464445/project-paradigm-the-world-shift-experiment?ref=bggforums',",item2193982,,https://www.kicktraq.com/projects/223464445/project-paradigm-the-world-shift-experiment/,RPG,,,Project: Paradigm  The World Shift Experiment.,August 3 2012,Y,USD,"4,700.00",1,"4,700.00",Y,N,Y,"$4,700",235.00%,Ended,4700,1616169628867,June 4 2012,"Project: Paradigm is the dream child of Michael Pucci, creator of games such as Dystopia Rising.  Please help us launch this project!",//s3.amazonaws.com/ksr/projects/197420/photo-small.jpg
"http://www.kickstarter.com/projects/1105748786/age-of-lords-lost-continent-new-book?ref=bggforums',",item2210624,,https://www.kicktraq.com/projects/1105748786/age-of-lords-lost-continent-new-book/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Age of Lords: Lost Continent NEW BOOK!,August 4 2012,Y,USD,"1,497.00",1,"1,497.00",Y,N,Y,"$1,497",124.00%,Ended,1497,1616169628869,July 5 2012,This book will be the first follow up to the Age of Lords: Campaign Setting and Expedition Guide from last years Kisckstarter project.,//s3.amazonaws.com/ksr/projects/221499/photo-small.jpg
"http://www.kickstarter.com/projects/647072871/toypocalypse-falls-campaign-setting?ref=bggforums',",item2213010,,https://www.kicktraq.com/projects/647072871/toypocalypse-falls-campaign-setting/,non-5E,https://rpggeek.com/rpg/9887/toypocalypse,,Toypocalypse Falls - Campaign Setting,August 5 2012,Y,USD,"1,002.00",1,"1,002.00",Y,N,Y,"$1,002",200.00%,Ended,1002,1616169628870,July 6 2012,"Campaign setting for Toypocalypse RPG. Toys in 'The Falls' have found power in an abandoned Dam, but the power struggle has just begun.",//s3.amazonaws.com/ksr/projects/229268/photo-small.jpg
"http://www.kickstarter.com/projects/gamingpaper/gaming-paper-pirate-encyclopedia?ref=bggforums',",item2233499,,https://www.kicktraq.com/projects/gamingpaper/gaming-paper-pirate-encyclopedia/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Gaming Paper Pirate Encyclopedia,August 5 2012,Y,USD,"3,899.00",1,"3,899.00",Y,N,Y,"$3,899",111.00%,Ended,3899,1616169628875,July 25 2012,Pathfinder compatible sourcebook for players and GMs that reflects adventuring in a setting similar to the golden age of piracy,//s3.amazonaws.com/ksr/projects/270830/photo-small.jpg
"http://www.kickstarter.com/projects/127850193/wooden-promises-an-adventure-module-for-pathfinder?ref=bggforums',",item2198285,,https://www.kicktraq.com/projects/127850193/wooden-promises-an-adventure-module-for-pathfinder/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Wooden Promises - An Adventure Module for Pathfinder and CoZ,August 5 2012,Y,USD,"3,595.00",1,"3,595.00",Y,N,Y,"$3,595",239.00%,Ended,3595,1616169628883,June 21 2012,"Wooden Promises is an adventure module that is designed for mid-level characters involving a keep, a dungeon crawl, and a lot of undead",//s3.amazonaws.com/ksr/projects/223237/photo-small.jpg
"http://www.kickstarter.com/projects/293287047/zombies-ate-my-teacher?ref=bggforums',",item2231269,,https://www.kicktraq.com/projects/293287047/zombies-ate-my-teacher/,RPG,,https://rpggeek.com/rpgsystem/22884/systemless-gamebooks,Zombies Ate My Teacher,August 5 2012,Y,USD,"1,327.00",1,"1,327.00",Y,N,Y,"$1,327",132.00%,Ended,1327,1616169628873,July 6 2012,"A zombie school adventure.  The first in a series of novels, in which you may choose your own story path.",//s3.amazonaws.com/ksr/projects/243169/photo-small.jpg
"http://www.kickstarter.com/projects/222965736/goalsystem-delves-dungeon-skirmish-role-play?ref=bggforums',",item2191374,,https://www.kicktraq.com/projects/222965736/goalsystem-delves-dungeon-skirmish-role-play/,RPG,,,Goalsystem Delves: Dungeon Skirmish Role-Play,August 5 2012,Y,USD,"13,440.00",1,"13,440.00",Y,N,Y,"$13,440",116.00%,Ended,13440,1616169628881,June 21 2012,Goalsystem Delves provides rules and adventures for playing character-driven skirmish miniature games in the dungeon fantasy genre.,//s3.amazonaws.com/ksr/projects/211530/photo-small.jpg
"http://www.kickstarter.com/projects/1857811795/the-bestiary-of-the-curiously-odd?ref=bggforums',",item2198310,,https://www.kicktraq.com/projects/1857811795/the-bestiary-of-the-curiously-odd/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,The Bestiary of the Curiously Odd,August 6 2012,Y,USD,"8,776.00",1,"8,776.00",Y,N,Y,"$8,776",878.00%,Ended,8776,1616169628886,June 7 2012,Come get your monster in the book! Sick of always replacing your favorite  bestiary?..Me too! Creativity or Frugality: this is it!,//s3.amazonaws.com/ksr/projects/185932/photo-small.jpg
"http://www.kickstarter.com/projects/machineage/machine-age-micro-games-mega-project?ref=bggforums',",item2235569,,https://www.kicktraq.com/projects/machineage/machine-age-micro-games-mega-project/,RPG,,,Machine Age Micro Games Mega Project,August 8 2012,Y,USD,"3,662.00",1,"3,662.00",Y,N,Y,"$3,662",732.00%,Ended,3662,1616169628888,July 27 2012,"We're making a ton of games, old-school, DIY style. We want you to have them.",//s3.amazonaws.com/ksr/projects/273068/photo-small.jpg
"http://www.kickstarter.com/projects/enworld/to-slay-a-dragon-a-traditional-adventure-for-pathf?ref=bggforums',",item2214106,,https://www.kicktraq.com/projects/enworld/to-slay-a-dragon-a-traditional-adventure-for-pathf/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,To Slay A Dragon: a traditional adventure for PATHFINDER RPG,August 9 2012,Y,USD,"7,538.00",1,"7,538.00",Y,N,Y,"$7,538",753.00%,Ended,7538,1616169628891,July 10 2012,"To Slay A Dragon is an old-style dragonslaying adventure for 1st-5th level characters, inspired by the NIGHT BELOW box set.",//s3.amazonaws.com/ksr/projects/248477/photo-small.jpg
"http://www.kickstarter.com/projects/1400403951/arkham-source-book?ref=bggforums',",item2183845,,https://www.kicktraq.com/projects/1400403951/arkham-source-book/,non-5E,https://rpggeek.com/rpg/2173/dark-aeons-atlantean-chronicles,,Arkham Source Book,August 11 2012,Y,USD,45.00,1,Not Funded,N,N,N,$45,5.00%,Ended,0,1616169628895,June 12 2012,Arkham: City of Secrets is the first setting book for the Dark Aeons: The Atlantean Chronicles Role-Playing Game.,//s3.amazonaws.com/ksr/projects/216204/photo-small.jpg
"http://www.kickstarter.com/projects/2063410154/axes-and-anvils?ref=bggforums',",item2235565,,https://www.kicktraq.com/projects/2063410154/axes-and-anvils/,RPG,,,Axes and Anvils,August 11 2012,Y,USD,"35,038.00",1,"35,038.00",Y,N,Y,"$35,038",3503.00%,Ended,35038,1616169628893,July 27 2012,"An all Dwarven RPG in which you create, defend and fight for the honor of your own unique Clan",//s3.amazonaws.com/ksr/projects/271518/photo-small.jpg
http://www.kickstarter.com/projects/603742243/revenant-a-one-on-one-game-of-passion-beyond-death,item2238000,,https://www.kicktraq.com/projects/603742243/revenant-a-one-on-one-game-of-passion-beyond-death/,RPG,,,Revenant: A One-on-One Game of Passion Beyond Death,August 12 2012,Y,USD,856.00,1,856.00,Y,N,Y,$856,428.00%,Ended,856,1616169628897,July 30 2012,Revenant is a story game for one Player and one Narrator to tell a tale of passion beyond death.,//s3.amazonaws.com/ksr/projects/275655/photo-small.jpg
http://www.kickstarter.com/projects/139696320/rpg-of-the-month-club?ref=bggforums,item2183883,,https://www.kicktraq.com/projects/139696320/rpg-of-the-month-club/,RPG,,,RPG of the Month Club,August 12 2012,Y,USD,"2,204.00",1,"2,204.00",Y,N,Y,"$2,204",440.00%,Ended,2204,1616169628900,June 13 2012,Receive a new RPG every month for a year with your generous pledge.,//s3.amazonaws.com/ksr/projects/217150/photo-small.jpg
"http://www.kickstarter.com/projects/joehills/pitfalls-and-penguins-first-printing?ref=bggforums',",item2214358,,https://www.kicktraq.com/projects/joehills/pitfalls-and-penguins-first-printing/,RPG,,,Pitfalls and Penguins: First Printing,August 13 2012,Y,USD,"5,477.00",1,"5,477.00",Y,N,Y,"$5,477",136.00%,Ended,5477,1616169628902,July 10 2012,Pitfalls and Penguins is a goofy tabletop fantasy RPG that favors improvisational comedy and imagination over simulation.,//s3.amazonaws.com/ksr/projects/242068/photo-small.jpg
"http://www.kickstarter.com/projects/rachisthorn/hallowmas-an-epic-fantasy-version-of-halloween?ref=bggforums',",item2221217,,https://www.kicktraq.com/projects/rachisthorn/hallowmas-an-epic-fantasy-version-of-halloween/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,"Hallowmas, an epic fantasy version of Halloween",August 15 2012,Y,USD,840.00,1,Not Funded,N,N,N,$840,14.00%,Ended,0,1616169628903,July 16 2012,Supporting us will add full page color artwork to this narrative for table top role-playing games. Art which could be starring you!,//s3.amazonaws.com/ksr/projects/251053/photo-small.jpg
"http://www.kickstarter.com/projects/666449184/steamcraft-a-steampunk-tabletop-role-playing-game?ref=bggforums',",item2221215,,https://www.kicktraq.com/projects/666449184/steamcraft-a-steampunk-tabletop-role-playing-game/,RPG,,,SteamCraft -- A Steampunk Tabletop Role-Playing Game,August 19 2012,Y,USD,"7,091.00",1,"7,091.00",Y,N,Y,"$7,091",128.00%,Ended,7091,1616169628905,July 16 2012,"SteamCraft is a skill-based steampunk RPG set in an alternate world, where gears, goggles, and coal-powered airships dominate life.",//s3.amazonaws.com/ksr/projects/246236/photo-small.jpg
"http://www.kickstarter.com/projects/1034531507/blood-red-sands-competitive-swords-and-sorcery-rpg?ref=bggforums',",item2231338,,https://www.kicktraq.com/projects/1034531507/blood-red-sands-competitive-swords-and-sorcery-rpg/,RPG,,,Blood Red Sands - Competitive Swords-and-Sorcery RPG,August 21 2012,Y,USD,"7,001.00",1,"7,001.00",Y,N,Y,"$7,001",140.00%,Ended,7001,1616169628906,July 24 2012,"A game of competitive role-playing, where powerful heroes confront the terrible might of the Witch Kings of Abalahn.",//s3.amazonaws.com/ksr/projects/259281/photo-small.jpg
https://www.kickstarter.com/projects/34655707/conspiracy-of-shadows-apprentice,item2249937,,https://www.kicktraq.com/projects/34655707/conspiracy-of-shadows-apprentice/,RPG,,,Conspiracy of Shadows: Apprentice,August 23 2012,Y,USD,"1,787.00",1,"1,787.00",Y,N,Y,"$1,787",357.00%,Ended,1787,1616169628908,July 24 2012,Will the Apprentice become the Master and betray his allies? Will he give in to Hatred and begin the cycle anew?,//s3.amazonaws.com/ksr/projects/257912/photo-small.jpg
"http://www.kickstarter.com/projects/arcdream/better-angels-a-hell-of-a-roleplaying-game-by-greg?ref=bggforums',",item2235568,,https://www.kicktraq.com/projects/arcdream/better-angels-a-hell-of-a-roleplaying-game-by-greg/,RPG,,,Better Angels -- A Hell of a Roleplaying Game by Greg Stolze,August 26 2012,Y,USD,"21,593.00",1,"21,593.00",Y,N,Y,"$21,593",431.00%,Ended,21593,1616169628911,July 27 2012,"A demon gave you superpowers and it demands EVIL. Maybe a little over-the-top, thwartable villainy will keep it under control. Maybe.",//s3.amazonaws.com/ksr/projects/271771/photo-small.jpg
"http://www.kickstarter.com/projects/accessiblegames/psi-punk-a-fudge-cyberpunk-rpg?ref=bggforums',",item2224108,,https://www.kicktraq.com/projects/accessiblegames/psi-punk-a-fudge-cyberpunk-rpg/,RPG,,https://rpggeek.com/rpgfamily/846/fudge,Psi-punk: A Fudge Cyberpunk RPG,August 27 2012,Y,USD,"4,669.00",1,"4,669.00",Y,N,Y,"$4,669",103.00%,Ended,4669,1616169628915,July 18 2012,"Psi-punk is a Fudge RPG that blends cyberpunk with psionics for a fast, simple, fun, and diverse gameplay experience.",//s3.amazonaws.com/ksr/projects/147892/photo-small.jpg
"http://www.kickstarter.com/projects/597440348/man-made-mythology-a-comic-book-rpg?ref=bggforums',",item2200665,,https://www.kicktraq.com/projects/597440348/man-made-mythology-a-comic-book-rpg/,RPG,,,Man-Made Mythology: A Comic Book RPG,August 27 2012,Y,USD,"6,057.00",1,"6,057.00",Y,N,Y,"$6,057",201.00%,Ended,6057,1616169628918,June 28 2012,Man-Made Mythology is a Comic Book RPG that allows players to create almost any kind of comic book themed character imaginable.,//s3.amazonaws.com/ksr/projects/218974/photo-small.jpg
http://www.kickstarter.com/projects/1801360072/all-flesh-must-be-eaten-rpg-band-of-zombies-source?ref=bggforums,item2237219,,https://www.kicktraq.com/projects/1801360072/all-flesh-must-be-eaten-rpg-band-of-zombies-source/,non-5E,https://rpggeek.com/rpg/343/all-flesh-must-be-eaten,,All Flesh Must Be Eaten RPG: Band of Zombies Sourcebook,August 29 2012,Y,USD,"8,538.00",1,"8,538.00",Y,N,Y,"$8,538",170.00%,Ended,8538,1616169628927,July 30 2012,"They depended on each other, even in death. And the world feared them. A World War II Sourcebook for the All Flesh Must Be Eaten RPG.",//s3.amazonaws.com/ksr/projects/239945/photo-small.jpg
"http://www.kickstarter.com/projects/270514905/headlocked-whats-your-story-roleplaying-game?ref=bggforums',",item2238048,,https://www.kicktraq.com/projects/270514905/headlocked-whats-your-story-roleplaying-game/,RPG,,,Headlocked: What's Your Story? Roleplaying Game,August 29 2012,Y,USD,765.00,1,Not Funded,N,N,N,$765,25.00%,Ended,0,1616169628923,July 30 2012,Headlocked: What's Your Story? is a game about the ART of professional wrestling. Create your own wrestlers and tell YOUR stories!,//s3.amazonaws.com/ksr/projects/231539/photo-small.jpg
"http://www.kickstarter.com/projects/1832603818/narosia-the-sea-of-tears-fantasy-rpg?ref=bggforums',",item2239736,,https://www.kicktraq.com/projects/1832603818/narosia-the-sea-of-tears-fantasy-rpg/,RPG,,https://rpggeek.com/rpgsystem/2653/hero-system-6,Narosia: The Sea Of Tears fantasy RPG,August 31 2012,Y,USD,"14,734.00",1,"14,734.00",Y,N,Y,"$14,734",101.00%,Ended,14734,1616169628928,August 1 2012,"Narosia is a gritty fantasy RPG of dramatic action, divine favor, high magic, and epic narrative - powered by the HERO System.",//s3.amazonaws.com/ksr/projects/254698/photo-small.jpg
"http://www.kickstarter.com/projects/462624115/obsidian-apocalypse-campaign-templates-for-pathfin?ref=bggforums',",item2231335,,https://www.kicktraq.com/projects/462624115/obsidian-apocalypse-campaign-templates-for-pathfin/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Obsidian Apocalypse Campaign Templates for Pathfinder RPG,September 3 2012,Y,USD,"11,591.00",1,"11,591.00",Y,N,Y,"$11,591",231.00%,Ended,11591,1616169628930,July 23 2012,The Obsidian Apocalypse is a post-apocalyptic survival horror table top RPG template campaign setting for the Pathfinder RPG.,//s3.amazonaws.com/ksr/projects/260032/photo-small.jpg
"http://www.kickstarter.com/projects/froggodgames/swords-and-wizardry-the-actual-1st-edition-rolepla?ref=bggforums',",item2239742,,https://www.kicktraq.com/projects/froggodgames/swords-and-wizardry-the-actual-1st-edition-rolepla/,non-5E,https://rpggeek.com/rpgfamily/18544/swords-wizardry-and-compatible-products,,Swords & Wizardry: The Actual 1st Edition Roleplaying Rules,September 4 2012,Y,USD,"78,189.00",1,"78,189.00",Y,N,Y,"$78,189",781.00%,Ended,78189,1616169628931,August 1 2012,Be a part of the old school renaissance! Back the award-winning roleplaying game. Original edition rules. Original edition feel.,//s3.amazonaws.com/ksr/projects/150988/photo-small.jpg
"http://www.kickstarter.com/projects/1885202275/swords-of-almuric?ref=bggforums',",item2241514,,https://www.kicktraq.com/projects/1885202275/swords-of-almuric/,non-5E,https://rpggeek.com/rpg/1397/barbarians-lemuria,,Swords of Almuric!,September 5 2012,Y,USD,585.00,1,585.00,Y,N,Y,$585,158.00%,Ended,585,1616169628932,July 28 2012,Bring Robert E Howard's sole Sword and Planet adventure to the gaming table.,//s3.amazonaws.com/ksr/projects/171792/photo-small.jpg
"http://www.kickstarter.com/projects/753034338/lacerum-sceptrum-collaborative-role-playing-storyt?ref=bggforums',",item2246589,,https://www.kicktraq.com/projects/753034338/lacerum-sceptrum-collaborative-role-playing-storyt/,RPG,,,Lacerum Sceptrum: Collaborative Role-Playing Storytelling,September 5 2012,Y,USD,70.00,1,Not Funded,N,N,N,$70,1.00%,Ended,0,1616169628934,August 6 2012,"Lacerum Sceptrum is a pen-and-paper RPG, which emphasizes creativity and storytelling over static-system and min-max gaming.",//s3.amazonaws.com/ksr/projects/275397/photo-small.jpg
"http://www.kickstarter.com/projects/135802053/truth-and-lies-for-wu-xing-the-ninja-crusade?ref=bggforums',",item2249606,,https://www.kicktraq.com/projects/135802053/truth-and-lies-for-wu-xing-the-ninja-crusade/,non-5E,https://rpggeek.com/rpg/6092/wu-xing-ninja-crusade,,"Truth and Lies, for Wu Xing: The Ninja Crusade",September 8 2012,Y,USD,"3,408.00",1,"3,408.00",Y,N,Y,"$3,408",170.00%,Ended,3408,1616169628937,August 9 2012,"A deep look at two powerful ninja clans of the Wu Xing setting at polar opposites, the Hidden Strands of Fate and the Will of Iron.",//s3.amazonaws.com/ksr/projects/270184/photo-small.jpg
"http://www.kickstarter.com/projects/1395430458/the-gms-real-world-reference?ref=bggforums',",item2253122,,https://www.kicktraq.com/projects/1395430458/the-gms-real-world-reference/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The GM's Real-World Reference,September 8 2012,Y,USD,"3,850.00",1,"3,850.00",Y,N,Y,"$3,850",132.00%,Ended,3850,1616169628938,August 9 2012,"Game-ready people, places, events, and landscapes from history and current events.",//s3.amazonaws.com/ksr/projects/285250/photo-small.jpg
"http://www.kickstarter.com/projects/1410416005/an-unwelcome-guest-a-1930s-mystery-horror-adventur?ref=bggforums',",item2246588,,https://www.kicktraq.com/projects/1410416005/an-unwelcome-guest-a-1930s-mystery-horror-adventur/,RPG,,,An Unwelcome Guest: a 1930s mystery horror adventure RPG,September 8 2012,Y,USD,"2,967.00",1,"2,967.00",Y,N,Y,"$2,967",197.00%,Ended,2967,1616169628935,August 6 2012,"Solve the mystery, survive the terror: a tabletop, pen & paper, role-playing  game set in the island town of Kildare Cove, Maine",//s3.amazonaws.com/ksr/projects/272924/photo-small.jpg
"http://www.kickstarter.com/projects/1418216834/rotted-capes-the-super-hero-zombie-rpg?ref=bggforums',",item2233492,,https://www.kicktraq.com/projects/1418216834/rotted-capes-the-super-hero-zombie-rpg/,RPG,,,Rotted Capes: The Super Hero Zombie RPG,September 8 2012,Y,USD,"14,068.00",1,"14,068.00",Y,N,Y,"$14,068",175.00%,Ended,14068,1616169628944,July 25 2012,A new RPG where the 4 color world of Super Heroes clashes with the horror of a Zombie Apocalypse with a great twist - Super Zombies!,//s3.amazonaws.com/ksr/projects/245431/photo-small.jpg
http://www.kickstarter.com/projects/slugfestgames/red-dragon-inn-pathfinder-sourcebook?ref=bggforums,item2253204,,https://www.kicktraq.com/projects/slugfestgames/red-dragon-inn-pathfinder-sourcebook/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Red Dragon Inn Pathfinder Sourcebook,September 10 2012,Y,USD,"18,105.00",1,"18,105.00",Y,N,Y,"$18,105",181.00%,Ended,18105,1616169628946,August 11 2012,The makers of The Red Dragon Inn are bringing their experience with inns and taverns to a roleplaying game near you!,//s3.amazonaws.com/ksr/projects/250429/photo-small.jpg
"http://www.kickstarter.com/projects/1452186107/clockwork-drama?ref=bggforums',",item2264391,,https://www.kicktraq.com/projects/1452186107/clockwork-drama/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Clockwork Drama,September 14 2012,Y,USD,"1,197.00",1,"1,197.00",Y,N,Y,"$1,197",119.00%,Ended,1197,1616169628948,July 30 2012,A tool to help Game Masters create a more dynamic sandbox.,//s3.amazonaws.com/ksr/projects/263133/photo-small.jpg
"http://www.kickstarter.com/projects/170487211/the-tome-of-ideas-for-writers-and-roleplayers?ref=bggforums',",item2266712,,https://www.kicktraq.com/projects/170487211/the-tome-of-ideas-for-writers-and-roleplayers/,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,The Tome of Ideas for Writers and Roleplayers,September 14 2012,Y,USD,"10,225.00",1,Not Funded,N,N,N,"$10,225",56.00%,Ended,0,1616169628950,August 16 2012,A color illustrated book of writing and story prompts from over twenty professional authors and over ten genres.,//s3.amazonaws.com/ksr/projects/295763/photo-small.jpg
"http://www.kickstarter.com/projects/2085348754/perils-of-the-surface-world?ref=bggforums',",item2264377,,https://www.kicktraq.com/projects/2085348754/perils-of-the-surface-world/,non-5E,https://rpggeek.com/rpg/770/hollow-earth-expedition,,Perils of the Surface World,September 15 2012,Y,USD,"13,475.00",1,"13,475.00",Y,N,Y,"$13,475",336.00%,Ended,13475,1616169628959,August 16 2012,A book of roleplaying scenarios that span the globe and deliver a walloping punch of pulp-era adventure for Hollow Earth Expedition.,//s3.amazonaws.com/ksr/projects/287480/photo-small.jpg
"http://www.kickstarter.com/projects/1521750492/the-battle-for-turtle-island-buffalo-wars?ref=bggforums',",item2243207,,https://www.kicktraq.com/projects/1521750492/the-battle-for-turtle-island-buffalo-wars/,RPG,,,The Battle for Turtle Island: Buffalo Wars,September 15 2012,Y,USD,90.00,1,Not Funded,N,N,N,$90,3.00%,Ended,0,1616169628962,July 17 2012,"A table-top RPG that takes place during the Indian Wars in America, only this time, magic is real.",//s3.amazonaws.com/ksr/projects/243112/photo-small.jpg
"http://www.kickstarter.com/projects/1542805327/chronocomm-games-strangers-rpg?ref=bggforums',",item2224115,,https://www.kicktraq.com/projects/1542805327/chronocomm-games-strangers-rpg/,RPG,,,Chronocomm Games: Strangers RPG,September 15 2012,Y,USD,467.00,1,Not Funded,N,N,N,$467,1.00%,Ended,0,1616169628966,July 17 2012,A groundbreaking RPG that spans times/dimensions and genres.,//s3.amazonaws.com/ksr/projects/242129/photo-small.jpg
"http://www.kickstarter.com/projects/1925514456/stark-city-setting-and-city-building-toolkit-for-i?ref=bggforums',",item2241512,,https://www.kicktraq.com/projects/1925514456/stark-city-setting-and-city-building-toolkit-for-i/,non-5E,https://rpggeek.com/rpg/4630/icons,,Stark City: Setting and City Building Toolkit for ICONS RPG,September 16 2012,Y,USD,"3,507.00",1,"3,507.00",Y,N,Y,"$3,507",134.00%,Ended,3507,1616169628971,August 2 2012,Stark City is a setting for the ICONS RPG. ICONS creator Steve Kenson is writing a city building toolkit to accompany Stark City,//s3.amazonaws.com/ksr/projects/238917/photo-small.jpg
"http://www.kickstarter.com/projects/avalkauskas/fate-of-the-norns-ragnarok-20th-anniversary-editio?ref=bggforums',",item2249609,,https://www.kicktraq.com/projects/avalkauskas/fate-of-the-norns-ragnarok-20th-anniversary-editio/,non-5E,https://rpggeek.com/rpg/24196/fate-norns-ragnarok,,Fate of the Norns: Ragnarok 20th anniversary edition,September 16 2012,Y,USD,"17,993.00",1,"17,993.00",Y,N,Y,"$17,993",179.00%,Ended,17993,1616169628974,August 9 2012,Fate of the Norns is a rune-based RPG set in the Viking dark age of Ragnarok!,//s3.amazonaws.com/ksr/projects/265686/photo-small.jpg
"http://www.kickstarter.com/projects/937759598/kaidan-campaign-setting-pfrpg?ref=bggforums',",item2224112,,https://www.kicktraq.com/projects/937759598/kaidan-campaign-setting-pfrpg/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Kaidan Campaign Setting (PFRPG),September 16 2012,Y,USD,"9,133.00",1,"9,133.00",Y,N,Y,"$9,133",228.00%,Ended,9133,1616169628977,July 18 2012,A Japanese horror dark fantasy campaign setting for the Pathfinder Roleplaying Game.,//s3.amazonaws.com/ksr/projects/261296/photo-small.jpg
"http://www.kickstarter.com/projects/hyacinthgames/a-tabletop-rpg-and-board-games-project-from-chicag?ref=bggforums',",item2262883,,https://www.kicktraq.com/projects/hyacinthgames/a-tabletop-rpg-and-board-games-project-from-chicag/,RPG,,,"A Tabletop, RPG, & Board Games project from Chicago, IL",September 16 2012,Y,USD,"15,478.00",1,"15,478.00",Y,N,Y,"$15,478",281.00%,Ended,15478,1616169628968,August 17 2012,"This kickstarter is to help us raise funds for the 2013 launch of our RPG, and tabletop game. Help us hit the (barren) ground running!",//s3.amazonaws.com/ksr/projects/155164/photo-small.jpg
"http://www.kickstarter.com/projects/diamondsutra/tenra-bansho-zero-an-art-and-culture-rich-rpg-from?ref=bggforums',",item2262868,,https://www.kicktraq.com/projects/diamondsutra/tenra-bansho-zero-an-art-and-culture-rich-rpg-from/,RPG,,https://rpggeek.com/rpgfamily/8485/tenra-bansho,Tenra Bansho Zero - An Art and Culture-Rich RPG from Japan,September 16 2012,Y,USD,"129,640.00",1,"129,640.00",Y,N,Y,"$129,640",1440.00%,Ended,129640,1616169628976,August 17 2012,"A high-action high-drama fantasy RPG originally from Japan! A world of magic and mecha, with rules that emulate a Kabuki play or anime.",//s3.amazonaws.com/ksr/projects/285717/photo-small.jpg
"http://www.kickstarter.com/projects/1433901524/numenera-a-new-roleplaying-game-from-monte-cook?ref=bggforums',",item2249522,,https://www.kicktraq.com/projects/1433901524/numenera-a-new-roleplaying-game-from-monte-cook/,RPG,,,Numenera: A new roleplaying game from Monte Cook,September 17 2012,Y,USD,"517,255.00",1,"517,255.00",Y,N,Y,"$517,255",2586.00%,Ended,517255,1616169628979,August 9 2012,"Numenera is a brand-new, science fantasy rpg set in the distant future. It focuses on story and ideas over mechanics.",//s3.amazonaws.com/ksr/projects/282583/photo-small.jpg
