,,,1740264532988,,151,86,,0,,,,,,308,28,,,,,,,,,,,
Kickstarter Link,RPGGeek Item ID,RPGGeek Item Link,KickTraq Link,Type,Non-5E: For RPG,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,OSR Core,OSR Adjacent
"https://www.kickstarter.com/projects/odampublishing/dreamscape-laruna?ref=bggforums',",item4494518,,https://www.kicktraq.com/projects/odampublishing/dreamscape-laruna/,RPG,,,Dreamscape:Laruna,March 31 2016,Y,USD,"20,767.00",1,"20,767.00",Y,N,Y,"$20,767",159.00%,Ended,20767,1611246118304,March 1 2016,,,,
"https://www.kickstarter.com/projects/530589675/escape-from-teddy-bear-island?ref=bggforums',",item4487738,,https://www.kicktraq.com/projects/530589675/escape-from-teddy-bear-island/,RPG,,,Escape from Teddy Bear Island!,March 31 2016,Y,USD,"1,019.00",1,"1,019.00",Y,N,Y,"$1,019",145.00%,Ended,1019,1611246118300,February 26 2016,,,,
"https://www.kickstarter.com/projects/1637945166/godbound-a-game-of-divine-heroes?ref=bggforums',",item4493833,,https://www.kicktraq.com/projects/1637945166/godbound-a-game-of-divine-heroes/,RPG,,,Godbound: A Game of Divine Heroes,March 31 2016,Y,USD,"43,886.00",1,"43,886.00",Y,N,Y,"$43,886",548.00%,Ended,43886,1611246118302,March 1 2016,,,,
"https://www.kickstarter.com/projects/1037361623/kult-divinity-lost-horror-roleplaying-game-rpg?ref=bggforums',",item4485465,,https://www.kicktraq.com/projects/1037361623/kult-divinity-lost-horror-roleplaying-game-rpg/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,KULT: Divinity Lost - Horror Roleplaying Game (RPG),31 Mar 2016,Y,SEK,"2,746,656.00",0.12313,"338,195.75",Y,N,Y,"kr2,746,656 SEK",2891.00%,Ended,338195.75,1611246118299,February 25 2016,,,,
"https://www.kickstarter.com/projects/1000694697/dnd-5th-edition-10-level-adventure-pack?ref=bggforums',",item4519382,,https://www.kicktraq.com/projects/1000694697/dnd-5th-edition-10-level-adventure-pack/,5E,,,DnD 5th edition 10 level adventure pack,1 Apr 2016,Y,USD,"1,833.00",1,"1,833.00",Y,N,Y,"$1,833",6110.00%,Ended,1833,1611246118305,March 14 2016,,,,
"https://www.kickstarter.com/projects/2085348754/perils-of-mars?ref=bggforums',",item4498776,,https://www.kicktraq.com/projects/2085348754/perils-of-mars/,non-5E,https://rpggeek.com/rpg/770/hollow-earth-expedition,,Perils of Mars,April 1 2016,Y,USD,"25,527.00",1,"25,527.00",Y,N,Y,"$25,527",510.00%,Ended,25527,1611246118309,March 2 2016,,,,
"https://www.kickstarter.com/projects/montecookgames/worlds-of-the-cypher-system?ref=bggforums',",item4492486,,https://www.kicktraq.com/projects/montecookgames/worlds-of-the-cypher-system/,non-5E,https://rpggeek.com/rpg/27818/cypher-system,,Worlds of the Cypher System,April 1 2016,Y,USD,"304,430.00",1,"304,430.00",Y,N,Y,"$304,430",1014.00%,Ended,304430,1611246118306,February 29 2016,,,,
"https://www.kickstarter.com/projects/1547922245/hidden-houses-the-secret-descendants-of-the-gods?ref=bggforums',",item4496283,,https://www.kicktraq.com/projects/1547922245/hidden-houses-the-secret-descendants-of-the-gods/,RPG,,,Hidden Houses: The secret descendants of the gods.,April 1 2016,Y,CAD,"3,401.00",0.76836,Not Funded,N,N,N,"$3,401 CAD",68.00%,Ended,0,1611246118308,March 1 2016,,,,
"https://www.kickstarter.com/projects/1806106772/hyperborea-the-mystery-at-port-greely?ref=bggforums',",item4485339,,https://www.kicktraq.com/projects/1806106772/hyperborea-the-mystery-at-port-greely/,non-5E,https://rpggeek.com/rpg/19326/astonishing-swordsmen-sorcerers-hyperborea-first-a,,HYPERBOREA: The Mystery at Port Greely,2 Apr 2016,Y,USD,"12,392.00",1,"12,392.00",Y,N,Y,"$12,392",247.00%,Ended,12392,1611246118311,February 24 2016,,,,1
"https://www.kickstarter.com/projects/1483683179/classic-edition-gm-screen?ref=bggforums',",item4521528,,https://www.kicktraq.com/projects/1483683179/classic-edition-gm-screen/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,Classic Edition GM Screen,4 Apr 2016,Y,USD,"5,808.00",1,"5,808.00",Y,N,Y,"$5,808",129.00%,Ended,5808,1611246118314,March 14 2016,,,1,
"https://www.kickstarter.com/projects/lpjdesign/crisis-of-the-world-eater-for-pathfinder-rpg?ref=bggforums',",item4489952,,https://www.kicktraq.com/projects/lpjdesign/crisis-of-the-world-eater-for-pathfinder-rpg/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Crisis of the World Eater for Pathfinder RPG,April 4 2016,Y,USD,"12,377.00",1,"12,377.00",Y,N,Y,"$12,377",412.00%,Ended,12377,1611246118316,February 27 2016,,,,
"https://www.kickstarter.com/projects/shanenopolis/pixel-loot-dungeon-maker?ref=bggforums',",item4533325,,https://www.kicktraq.com/projects/shanenopolis/pixel-loot-dungeon-maker/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Pixel Loot - Dungeon Maker,5 Apr 2016,Y,USD,"3,295.00",1,"3,295.00",Y,N,Y,"$3,295",1647.00%,Ended,3295,1611246118319,March 22 2016,,,,
"https://www.kickstarter.com/projects/1409961192/judges-guild-deluxe-collectors-edition?ref=bggforums',",item4504564,,https://www.kicktraq.com/projects/1409961192/judges-guild-deluxe-collectors-edition/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,Judges Guild Deluxe Collector's Edition,April 6 2016,Y,USD,"115,112.00",1,"115,112.00",Y,N,Y,"$115,112",287.00%,Ended,115112,1611246118324,March 5 2016,,,1,
https://www.kickstarter.com/projects/1292093911/sherwood-the-legend-of-robin-hood?ref=bggforums,item4510571,,https://www.kicktraq.com/projects/1292093911/sherwood-the-legend-of-robin-hood/,5E,,,Sherwood: The Legend of Robin Hood,April 6 2016,Y,USD,"1,676.00",1,"1,676.00",Y,N,Y,"$1,676",223.00%,Ended,1676,1611246118328,March 7 2016,,,,
"https://www.kickstarter.com/projects/blackbook/polaris-rpg?ref=bggforums',",item4522219,,https://www.kicktraq.com/projects/blackbook/1810019813/,non-5E,https://rpggeek.com/rpg/17703/polaris-french-rpg-3rd-edition,,POLARIS RPG,6 Apr 2016,Y,EUR,"74,645.00",1.14015,"85,106.50",Y,N,Y,"€74,645",746.00%,Ended,85106.5,1611246118322,March 15 2016,,,,
"https://www.kickstarter.com/projects/1816687860/sandy-petersens-cthulhu-mythos-for-pathfinder?ref=bggforums',",item4509451,,https://www.kicktraq.com/projects/1816687860/sandy-petersens-cthulhu-mythos-for-pathfinder/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Sandy Petersen's Cthulhu Mythos for Pathfinder,April 6 2016,Y,USD,"203,503.00",1,"203,503.00",Y,N,Y,"$203,503",2035.00%,Ended,203503,1611246118326,March 7 2016,,,,
"https://www.kickstarter.com/projects/218255739/the-carcass-exodus?ref=bggforums',",item4513359,,https://www.kicktraq.com/projects/218255739/the-carcass-exodus/,RPG,,,The Carcass: Exodus,8 Apr 2016,Y,USD,"15,806.00",1,"15,806.00",Y,N,Y,"$15,806",1580.00%,Ended,15806,1611246118330,March 9 2016,,,,
"https://www.kickstarter.com/projects/fearlightgames/baker-street-casebooks-jack-the-ripper-and-mycroft?ref=bggforums',",item4512275,,https://www.kicktraq.com/projects/fearlightgames/baker-street-casebooks-jack-the-ripper-and-mycroft/,non-5E,https://rpggeek.com/rpg/21555/baker-street,,Baker Street Casebooks: Jack the Ripper and Mycroft Missions,9 Apr 2016,Y,EUR,"14,110.00",1.139951,"16,084.71",Y,N,Y,"€14,110",141.00%,Ended,16084.71,1611246118332,March 9 2016,,,,
"https://www.kickstarter.com/projects/222134287/harvested-20-level-pathfinder-and-dandd-5e-adventu?ref=bggforums',",item4555506,,https://www.kicktraq.com/projects/222134287/harvested-20-level-pathfinder-and-dandd-5e-adventu/,5E,,,Harvested: 20 Level Pathfinder and D&D 5e Adventure Path,10 Apr 2016,Y,USD,387.00,1,387.00,Y,N,Y,$387,154.00%,Ended,387,1611246118334,April 5 2016,,,,
"https://www.kickstarter.com/projects/2027496823/golden-oceans-the-tabletop-roleplaying-game?ref=bggforums',",item4521529,,https://www.kicktraq.com/projects/2027496823/golden-oceans-the-tabletop-roleplaying-game/,RPG,,,GOLDEN OCEANS: The Tabletop Roleplaying Game,13 Apr 2016,Y,USD,"1,046.00",1,Not Funded,N,N,N,"$1,046",52.00%,Ended,0,1611246118336,March 14 2016,,,,
"https://www.kickstarter.com/projects/1861515217/storypath-cards-narrative-accessory-for-any-tablet?ref=bggforums',",item4522062,,https://www.kicktraq.com/projects/1861515217/storypath-cards-narrative-accessory-for-any-tablet/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Storypath Cards — narrative accessory for any tabletop RPG,14 Apr 2016,Y,USD,"27,237.00",1,"27,237.00",Y,N,Y,"$27,237",2723.00%,Ended,27237,1611246118337,March 15 2016,,,,
"https://www.kickstarter.com/projects/1295100784/gods-and-icons-13th-age-and-d20-compatible?ref=bggforums',",item4522033,,https://www.kicktraq.com/projects/1295100784/gods-and-icons-13th-age-and-d20-compatible/,non-5E,https://rpggeek.com/rpg/17925/13th-age,,Gods and Icons (13th Age and d20 compatible),15 Apr 2016,Y,USD,"4,324.00",1,"4,324.00",Y,N,Y,"$4,324",432.00%,Ended,4324,1611246118341,March 15 2016,,,,
"https://www.kickstarter.com/projects/1150134069/breska-campaign-guide-a-redwolf-ttrpg?ref=bggforums',",item4538189,,https://www.kicktraq.com/projects/1150134069/breska-campaign-guide-a-redwolf-ttrpg/,RPG,,,Breska: Campaign Guide. a Redwolf TTRPG,15 Apr 2016,Y,USD,53.00,1,Not Funded,N,N,N,$53,0.00%,Ended,0,1611246118339,March 25 2016,,,,
"https://www.kickstarter.com/projects/744397991/awakened-earth-in-the-shadow-of-wraiths?ref=bggforums',",item4509039,,https://www.kicktraq.com/projects/744397991/awakened-earth-in-the-shadow-of-wraiths/,non-5E,https://rpggeek.com/rpg/10332/paraspace-role-playing-system,,Awakened Earth - In the Shadow of Wraiths,April 16 2016,Y,GBP,531.00,1.420494,754.28,Y,N,Y,£531,132.00%,Ended,754.28,1611246118342,March 7 2016,,,,
"https://www.kickstarter.com/projects/froggodgames/quest-of-doom-3-adventures-worth-winning-for-5e-an?ref=bggforums',",item4523472,,https://www.kicktraq.com/projects/froggodgames/quest-of-doom-3-adventures-worth-winning-for-5e-an/,5E,,,Quest of Doom 3 - Adventures Worth Winning for 5E and S&W!,18 Apr 2016,Y,USD,"12,963.00",1,"12,963.00",Y,N,Y,"$12,963",129.00%,Ended,12963,1611246118348,March 15 2016,,,,
"https://www.kickstarter.com/projects/1269000670/atlantis-the-second-age-free-rpg-day-2016?ref=bggforums',",item4546341,,https://www.kicktraq.com/projects/1269000670/atlantis-the-second-age-free-rpg-day-2016/,non-5E,https://rpggeek.com/rpg/25511/atlantis-second-age-2nd-edition,,ATLANTIS: The Second Age Free RPG Day 2016,18 Apr 2016,Y,USD,"2,894.00",1,"2,894.00",Y,N,Y,"$2,894",115.00%,Ended,2894,1611246118344,March 31 2016,,,,
"https://www.kickstarter.com/projects/apklosky/csw-rogues-gallery-iron-age-superhero-rpg-suppleme?ref=bggforums',",item4521530,,https://www.kicktraq.com/projects/apklosky/csw-rogues-gallery-iron-age-superhero-rpg-suppleme/,non-5E,https://rpggeek.com/rpg/25588/cold-steel-wardens,,CSW: Rogues Gallery--Iron Age Superhero RPG Supplement,18 Apr 2016,Y,USD,"2,795.00",1,Not Funded,N,N,N,"$2,795",46.00%,Ended,0,1611246118346,March 15 2016,,,,
"https://www.kickstarter.com/projects/1021105579/treasure-hunter-0?ref=bggforums',",item4534704,,https://www.kicktraq.com/projects/1021105579/treasure-hunter-0/,RPG,,,Treasure Hunter,21 Apr 2016,Y,USD,"1,334.00",1,Not Funded,N,N,N,"$1,334",13.00%,Ended,0,1611246118351,March 22 2016,,,,
"https://www.kickstarter.com/projects/gshowitt/unbound-rpg?ref=bggforums',",item4533333,,https://www.kicktraq.com/projects/gshowitt/unbound-rpg/,RPG,,,Unbound RPG,21 Apr 2016,Y,GBP,"34,547.00",1.43211,"49,475.10",Y,N,Y,"£34,547",157.00%,Ended,49475.1,1611246118350,March 22 2016,,,,
https://www.kickstarter.com/projects/644595036/dead-planet-tabletop-rpg?ref=bggforums,item4482270,,https://www.kicktraq.com/projects/644595036/dead-planet-tabletop-rpg/,RPG,,,Dead Planet ,April 22 2016,Y,USD,75.00,1,Not Funded,N,N,N,$75,2.00%,Ended,0,1611246118353,February 22 2016,,,,
"https://www.kickstarter.com/projects/legendarygames/trail-of-the-apprentice-a-pathfinder-and-5e-saga-f?ref=bggforums',",item4537606,,https://www.kicktraq.com/projects/legendarygames/trail-of-the-apprentice-a-pathfinder-and-5e-saga-f/,5E,,,"Trail of the Apprentice, a Pathfinder & 5E saga for all ages",23 Apr 2016,Y,USD,"18,990.00",1,"18,990.00",Y,N,Y,"$18,990",316.00%,Ended,18990,1611246118355,March 25 2016,,,,
"https://www.kickstarter.com/projects/sanguine/ironclaw-the-book-of-horn-and-ivory?ref=bggforums',",item4531537,,https://www.kicktraq.com/projects/sanguine/ironclaw-the-book-of-horn-and-ivory/,non-5E,https://rpggeek.com/rpg/6076/ironclaw-second-edition,,IRONCLAW: The Book of Horn & Ivory,24 Apr 2016,Y,USD,"15,982.00",1,"15,982.00",Y,N,Y,"$15,982",560.00%,Ended,15982,1611246118357,March 21 2016,,,,
"https://www.kickstarter.com/projects/shadesofvengeance/era-survival?ref=bggforums',",item4534706,,https://www.kicktraq.com/projects/shadesofvengeance/era-survival/,RPG,,https://rpggeek.com/rpgsystem/35204/era-d10,Will you survive? - Era: Survival Core Rulebook,24 Apr 2016,Y,GBP,"3,018.00",1.44422,"4,358.66",Y,N,Y,"£3,018",301.00%,Ended,4358.66,1611246118359,March 23 2016,,,,
"https://www.kickstarter.com/projects/1000694697/dnd-5th-edition-11th-level-adventure-pack?ref=bggforums',",item4569770,,https://www.kicktraq.com/projects/1000694697/dnd-5th-edition-11th-level-adventure-pack/,5E,,,DnD 5th edition 11th level adventure pack,27 Apr 2016,Y,EUR,"2,048.00",1.13268,"2,319.73",Y,N,Y,"€2,048",6826.00%,Ended,2319.73,1611246118363,April 13 2016,,,,
"https://www.kickstarter.com/projects/125782340/realm-0?ref=bggforums',",item4569768,,https://www.kicktraq.com/projects/1000694697/dnd-5th-edition-11th-level-adventure-pack/,RPG,,,DnD 5th edition 11th level adventure pack,27 Apr 2016,Y,USD,"2,048.00",1,"2,048.00",Y,N,Y,"$2,048",6826.00%,Ended,2048,1611246118361,April 13 2016,,,,
"https://www.kickstarter.com/projects/atlasgames/unknown-armies-third-edition-roleplaying-game?ref=bggforums',",item4544899,,https://www.kicktraq.com/projects/atlasgames/unknown-armies-third-edition-roleplaying-game/,RPG,,https://rpggeek.com/rpgfamily/2811/unknown-armies,Unknown Armies Third Edition Roleplaying Game,29 Apr 2016,Y,EUR,"266,084.00",1.1447,"304,586.35",Y,N,Y,"€266,084",665.00%,Ended,304586.35,1611246118365,March 30 2016,,,,
"https://www.kickstarter.com/projects/1281758745/realms-of-rothaen-a-5e-fantasy-adventure-setting?ref=bggforums',",item4543228,,https://www.kicktraq.com/projects/1281758745/realms-of-rothaen-a-5e-fantasy-adventure-setting/,5E,,,Realms of Rothaen: A 5E Fantasy Adventure Setting,1 May 2016,Y,USD,"5,354.00",1,Not Funded,N,Y,N,"$5,354",35.00%,Cancelled,0,1611246118372,March 29 2016,,,,
"https://www.kickstarter.com/projects/ryanmacklin/katanas-and-trenchcoats-retromodern-roleplaying?ref=bggforums',",item4547300,,https://www.kicktraq.com/projects/ryanmacklin/katanas-and-trenchcoats-retromodern-roleplaying/,RPG,,,Katanas & Trenchcoats: Retromodern Roleplaying,1 May 2016,Y,USD,"32,766.00",1,"32,766.00",Y,N,Y,"$32,766",327.00%,Ended,32766,1611246118375,April 1 2016,,,,
"https://www.kickstarter.com/projects/1916857016/questors-journey?ref=bggforums',",item4567954,,https://www.kicktraq.com/projects/1916857016/questors-journey/,RPG,,,Questor's Journey,1 May 2016,Y,USD,"1,793.00",1,Not Funded,N,Y,N,"$1,793",35.00%,Cancelled,0,1611246118368,April 11 2016,,,,
"https://www.kickstarter.com/projects/nordgames/5e-critical-hit-decks-for-players-and-gms-only-12?ref=bggforums',",item4575116,,https://www.kicktraq.com/projects/nordgames/5e-critical-hit-decks-for-players-and-gms-only-12/,5E,,,5e Critical Hit Decks for Players and GMs! Only $12!,2 May 2016,Y,USD,"37,765.00",1,"37,765.00",Y,N,Y,"$37,765",3776.00%,Ended,37765,1611246118376,April 15 2016,,,,
"https://www.kickstarter.com/projects/1983361138/beyond-the-morning-mountains-fantasy-gamebook-volu?ref=bggforums',",item4552563,,https://www.kicktraq.com/projects/1983361138/beyond-the-morning-mountains-fantasy-gamebook-volu/,RPG,,https://rpggeek.com/rpgsystem/22884/systemless-gamebooks,Beyond the Morning Mountains fantasy gamebook – Volume One,3 May 2016,Y,AUD,"1,414.00",0.74972,"1,060.10",Y,N,Y,"$1,414 AUD",353.00%,Ended,1060.1,1611246118380,April 3 2016,,,,
"https://www.kickstarter.com/projects/toddmedema/expedition-the-roleplaying-card-game?ref=bggforums',",item4558931,,https://www.kicktraq.com/projects/toddmedema/expedition-the-roleplaying-card-game/,RPG,,,Expedition: The Roleplaying Card Game,3 May 2016,Y,EUR,"21,010.00",1.15007,"24,162.97",Y,N,Y,"€21,010",210.00%,Ended,24162.97,1611246118378,April 8 2016,,,,
"https://www.kickstarter.com/projects/1398498610/liber-veneficii-the-book-of-poisons?ref=bggforums',",item4552567,,https://www.kicktraq.com/projects/1398498610/liber-veneficii-the-book-of-poisons/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Liber Veneficii: The Book of Poisons,4 May 2016,Y,USD,"14,039.00",1,"14,039.00",Y,N,Y,"$14,039",155.00%,Ended,14039,1611246118382,April 4 2016,,,,
"https://www.kickstarter.com/projects/910475593/mortality-a-roleplaying-game?ref=bggforums',",item4553754,,https://www.kicktraq.com/projects/910475593/mortality-a-roleplaying-game/,RPG,,,Mortality: A roleplaying game,4 May 2016,Y,CAD,"2,389.00",0.77724,Not Funded,N,N,N,"$2,389 CAD",11.00%,Ended,0,1611246118385,April 4 2016,,,,
"https://www.kickstarter.com/projects/1142163755/mythical-might?ref=bggforums',",item4509030,,https://www.kicktraq.com/projects/1142163755/mythical-might/,RPG,,,Mythical Might,May 5 2016,Y,USD,35.00,1,Not Funded,N,Y,N,$35,0.00%,Cancelled,0,1611246118388,March 6 2016,,,,
"https://www.kickstarter.com/projects/chronica/chronica-age-of-exploration?ref=bggforums',",item4555510,,https://www.kicktraq.com/projects/chronica/chronica-age-of-exploration/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Chronica: Age of Exploration,6 May 2016,Y,USD,"5,878.00",1,"5,878.00",Y,N,Y,"$5,878",117.00%,Ended,5878,1611246118390,April 5 2016,,,,
"https://www.kickstarter.com/projects/1669927239/demon-next-door-divine-blood-slice-of-life?ref=bggforums',",item4557781,,https://www.kicktraq.com/projects/1669927239/demon-next-door-divine-blood-slice-of-life/,non-5E,https://rpggeek.com/rpg/26152/divine-blood,,Demon Next Door: Divine Blood Slice of Life,7 May 2016,Y,USD,550.00,1,550.00,Y,N,Y,$550,137.00%,Ended,550,1611246118397,April 7 2016,,,,
"https://www.kickstarter.com/projects/wadedyer/fragged-empire-rpg-protagonist-archive-and-miniatu?ref=bggforums',",item4564423,,https://www.kicktraq.com/projects/wadedyer/fragged-empire-rpg-protagonist-archive-and-miniatu/,non-5E,https://rpggeek.com/rpg/25374/fragged-empire,,Fragged Empire RPG: Protagonist Archive and Miniatures.,7 May 2016,Y,AUD,"74,819.00",0.73673,"55,121.40",Y,N,Y,"$74,819 AUD",230.00%,Ended,55121.4,1611246118392,April 9 2016,,,,
"https://www.kickstarter.com/projects/sigilstonepublishing/belly-of-the-beast-rpg?ref=bggforums',",item4555507,,https://www.kicktraq.com/projects/sigilstonepublishing/belly-of-the-beast-rpg/,RPG,,,Belly of the Beast RPG,7 May 2016,Y,USD,"11,109.00",1,"11,109.00",Y,N,Y,"$11,109",370.00%,Ended,11109,1611246118395,April 5 2016,,,,
https://www.kickstarter.com/projects/1983727246/phoenix-legacy-core-rules?ref=bggforums,item4558927,,https://www.kicktraq.com/projects/1983727246/phoenix-legacy-core-rules/,RPG,,,Phoenix Legacy: Core Rules,8 May 2016,Y,USD,896.00,1,Not Funded,N,N,N,$896,17.00%,Ended,0,1611246118399,April 8 2016,,,,
"https://www.kickstarter.com/projects/jeffdee/kurt-hills-fantasy-atlas?ref=bggforums',",item4570132,,https://www.kicktraq.com/projects/jeffdee/kurt-hills-fantasy-atlas/,non-5E,https://rpggeek.com/rpgfamily/566/tekumel-empire-petal-throne,,Kurt Hills Fantasy Atlas,9 May 2016,Y,USD,"10,291.00",1,"10,291.00",Y,N,Y,"$10,291",411.00%,Ended,10291,1611246118401,April 13 2016,,,,1
"https://www.kickstarter.com/projects/676918054/castles-and-crusades-monsters-and-treasure-of-aihr?ref=bggforums',",item4602923,,https://www.kicktraq.com/projects/676918054/castles-and-crusades-monsters-and-treasure-of-aihr/,non-5E,https://rpggeek.com/rpg/509/castles-crusades,,Castles & Crusades Monsters & Treasure of Aihrde,10 May 2016,Y,USD,"6,695.00",1,"6,695.00",Y,N,Y,"$6,695",267.00%,Ended,6695,1611246118403,April 29 2016,,,,1
"https://www.kickstarter.com/projects/t3kk3y/whispers-of-starfall?ref=bggforums',",item4569772,,https://www.kicktraq.com/projects/t3kk3y/whispers-of-starfall/,5E,,,Whispers of Starfall,13 May 2016,Y,USD,722.00,1,Not Funded,N,Y,N,$722,28.00%,Cancelled,0,1611246118404,April 13 2016,,,,
"https://www.kickstarter.com/projects/1575519826/the-srulyan-vault?ref=bggforums',",item4553756,,https://www.kicktraq.com/projects/1575519826/the-srulyan-vault/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,The S'rulyan Vault,14 May 2016,Y,USD,"1,220.00",1,"1,220.00",Y,N,Y,"$1,220",244.00%,Ended,1220,1611246118406,April 4 2016,,,1,
"https://www.kickstarter.com/projects/1658949603/critical-htis-and-miss-decks?ref=bggforums',",item4580971,,https://www.kicktraq.com/projects/1658949603/critical-htis-and-miss-decks/,5E,,,Critical Htis and Miss Decks,16 May 2016,Y,USD,"3,112.00",1,"3,112.00",Y,N,Y,"$3,112",207.00%,Ended,3112,1611246118408,April 18 2016,,,,
"https://www.kickstarter.com/projects/make-believegames/toxicity-i-am-zombie-rpg?ref=bggforums',",item4581914,,https://www.kicktraq.com/projects/make-believegames/toxicity-i-am-zombie-rpg/,RPG,,,TOXICITY - I Am Zombie RPG,16 May 2016,Y,USD,"12,603.00",1,"12,603.00",Y,N,Y,"$12,603",252.00%,Ended,12603,1611246118409,April 19 2016,,,,
"https://www.kickstarter.com/projects/gallantknightgames/tiny-frontiers-minimalist-science-fiction-roleplay?ref=bggforums',",item4581901,,https://www.kicktraq.com/projects/gallantknightgames/tiny-frontiers-minimalist-science-fiction-roleplay/,RPG,,https://rpggeek.com/rpgsystem/44308/tinyd6,Tiny Frontiers: Minimalist Science Fiction Roleplaying,17 May 2016,Y,USD,"12,413.00",1,"12,413.00",Y,N,Y,"$12,413",248.00%,Ended,12413,1611246118411,April 19 2016,,,,
"https://www.kickstarter.com/projects/burningyeti/xon-ii-bathed-in-blood-an-epic-hack-and-slash-dung?ref=bggforums',",item4537055,,https://www.kicktraq.com/projects/burningyeti/1486086756/,5E,,,Xon II: Bathed in Blood - An Epic Hack & Slash Dungeon Crawl,18 May 2016,Y,USD,"4,565.00",1,"4,565.00",Y,N,Y,"$4,565",228.00%,Ended,4565,1611246118412,March 24 2016,,,,
"https://www.kickstarter.com/projects/1418216834/forged-in-magic-reforged-400-magic-items-for-5th-e?ref=bggforums',",item4581919,,https://www.kicktraq.com/projects/1418216834/forged-in-magic-reforged-400-magic-items-for-5th-e/,5E,,,Forged in Magic: REFORGED 400+ magic items for 5th Edition,19 May 2016,Y,USD,"30,554.00",1,"30,554.00",Y,N,Y,"$30,554",436.00%,Ended,30554,1611246118417,April 19 2016,,,,
"https://www.kickstarter.com/projects/545820095/rifts-for-savage-worlds?ref=bggforums',",item4598635,,https://www.kicktraq.com/projects/545820095/1598899255/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Rifts® for Savage Worlds,19 May 2016,Y,USD,"438,077.00",1,"438,077.00",Y,N,Y,"$438,077",5475.00%,Ended,438077,1611246118414,April 26 2016,,,,
"https://www.kickstarter.com/projects/hannahshaffer/noirlandia?ref=bggforums',",item4581908,,https://www.kicktraq.com/projects/hannahshaffer/noirlandia/,RPG,,https://rpggeek.com/rpg/24686/questlandia,Noirlandia,19 May 2016,Y,USD,"23,897.00",1,"23,897.00",Y,N,Y,"$23,897",682.00%,Ended,23897,1611246118415,April 19 2016,,,,
https://www.kickstarter.com/projects/hiddenkingdom/hidden-kingdom-the-arthurian-role-playing-game?ref=bggforums,,,https://www.kicktraq.com/projects/hiddenkingdom/hidden-kingdom-the-arthurian-role-playing-game/,RPG,,,Hidden Kingdom - The Arthurian Role Playing Game,May 20 2016,Y,USD,"3,008.00",1,"3,008.00",Y,N,Y,"$3,008",150.00%,Ended,3008,1611246120408,April 20 2016,,,,
https://www.kickstarter.com/projects/125782340/realm-first-edition?ref=bggforums,https://rpggeek.com/geeklist/202074/item/4569768?commentid=6319026#comment6319026,,https://www.kicktraq.com/projects/125782340/realm-first-edition/,RPG,,,Realm: First Edition,May 20 2016,Y,USD,525.00,1,525.00,Y,N,Y,$525,105.00%,Ended,525,1611246118418,May 8 2016,,,,
"https://www.kickstarter.com/projects/563681582/the-folio-9-the-lost-apprentice?ref=bggforums',",item4617430,,https://www.kicktraq.com/projects/563681582/the-folio-9-the-lost-apprentice/,5E,,,The Folio #9 The Lost Apprentice,21 May 2016,Y,USD,"10,032.00",1,"10,032.00",Y,N,Y,"$10,032",200.00%,Ended,10032,1611246118420,May 6 2016,,,,
"https://www.kickstarter.com/projects/1780208966/book-of-the-righteous-for-fifth-edition?ref=bggforums',",item4595963,,https://www.kicktraq.com/projects/1780208966/book-of-the-righteous-for-fifth-edition/,5E,,,Book of the Righteous for Fifth Edition,23 May 2016,Y,USD,"31,866.00",1,"31,866.00",Y,N,Y,"$31,866",127.00%,Ended,31866,1611246118423,April 25 2016,,,,
"https://www.kickstarter.com/projects/1768030821/the-genius-guide-to-the-talented-bestiary-for-path?ref=bggforums',",item4591418,,https://www.kicktraq.com/projects/1768030821/the-genius-guide-to-the-talented-bestiary-for-path/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,The Genius Guide to The Talented Bestiary for Pathfinder RPG,23 May 2016,Y,USD,"17,201.00",1,"17,201.00",Y,N,Y,"$17,201",430.00%,Ended,17201,1611246118421,April 23 2016,,,,
https://www.kickstarter.com/projects/dlimedia/the-coming-dark-chapter-one-into-the-light?ref=bggforum,item4598132,,https://www.kicktraq.com/projects/dlimedia/the-coming-dark-chapter-one-into-the-light/,5E,,,"The Coming Dark, Chapter One: Into the Light",25 May 2016,Y,USD,"3,015.00",1,"3,015.00",Y,N,Y,"$3,015",120.00%,Ended,3015,1611246118427,April 25 2016,,,,
