,,,1740264674547,467,,"$1,167.12",,0,,,"83,469.82",,,"43,698.70",1237,70,31,,,5191,,,,,,,,,,
Kickstarter Link,RPGGeek List Item,RPGGeek List Page,KickTraq Link,Type,Linked RPGs ,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,,,,,OSR Core,OSR Adjacent
https://www.kickstarter.com/projects/551023940/kriegsmesser?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8145501#item8145501,,https://www.kicktraq.com/projects/551023940/kriegsmesser/,non-5E,https://rpggeek.com/rpg/39089/troika,,Kriegsmesser,February 28 2021,Y,EUR,"3,028.00",1.2089,"3,660.55",Y,N,Y,"€3,028",151.00%,Ended,3660.55,1645138605767,February 16 2021,A ttrpg zine about the apocalyptic long 16th century. Compatible with Troika.,https://ksr-ugc.imgix.net/assets/032/340/343/ac1f070635eedd86f0acd81b02718dd9_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613066354&auto=format&frame=1&q=92&s=30752d0c509de0c3ab8d80b30e8aeb04,[size=14][b][url=https://www.kickstarter.com/projects/551023940/kriegsmesser?ref=discovery_category_newest]Kriegsmesser[/url][/b][/size][q]A ttrpg zine about the apocalyptic long 16th century. Compatible with Troika.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/340/343/ac1f070635eedd86f0acd81b02718dd9_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613066354&auto=format&frame=1&q=92&s=30752d0c509de0c3ab8d80b30e8aeb04[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/551023940/kriegsmesser/][IMG]https://www.kicktraq.com/projects/551023940/kriegsmesser//minichart.png[/IMG][/url],"$2,424.20",,,,1
https://www.kickstarter.com/projects/565866321/mechazine-a-zine-about-giant-fighty-robots?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8147162#item8147162,,https://www.kicktraq.com/projects/565866321/mechazine-a-zine-about-giant-fighty-robots/,non-5E,https://rpggeek.com/rpg/6365/mecha,,MechaZine: a zine about giant fighty robots,February 28 2021,Y,USD,625.00,1,625.00,Y,N,Y,$625,104.00%,Ended,625,1645138605757,February 16 2021,"All the mecha combat you've come to love from Heroic Journey, but in zine form!",https://ksr-ugc.imgix.net/assets/032/311/317/21fdd6540cd40585b1fbf9a364ea445d_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612884187&auto=format&frame=1&q=92&s=6b06712b7e9346dec8597454b742ebb8,"[size=14][b][url=https://www.kickstarter.com/projects/565866321/mechazine-a-zine-about-giant-fighty-robots?ref=discovery_category_newest]MechaZine: a zine about giant fighty robots[/url][/b][/size][q]All the mecha combat you've come to love from Heroic Journey, but in zine form![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/311/317/21fdd6540cd40585b1fbf9a364ea445d_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612884187&auto=format&frame=1&q=92&s=6b06712b7e9346dec8597454b742ebb8[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/565866321/mechazine-a-zine-about-giant-fighty-robots/][IMG]https://www.kicktraq.com/projects/565866321/mechazine-a-zine-about-giant-fighty-robots//minichart.png[/IMG][/url]",$600.96,,,,
https://www.kickstarter.com/projects/mofthem/merchants-of-the-multiverse?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8144197#item8144197,,https://www.kicktraq.com/projects/mofthem/merchants-of-the-multiverse/,non-5E,https://rpggeek.com/rpg/28323/mutant-crawl-classics-role-playing-game,,Merchants of the Multiverse,February 28 2021,Y,USD,"2,978.00",1,"2,978.00",Y,N,Y,"$2,978",595.00%,Ended,2978,1645138605765,February 14 2021,"Interdimensional Merchants, Items, and Adventures for use with Dungeon Crawl Classics / Mutant Crawl Classics RPG!  Zinequest 2021!",https://ksr-ugc.imgix.net/assets/032/255/595/8ff3d8e307644dc676413cf685dc843b_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612453512&auto=format&frame=1&q=92&s=3390869a32083400d731171e439ebe2b,"[size=14][b][url=https://www.kickstarter.com/projects/mofthem/merchants-of-the-multiverse?ref=discovery_category_newest]Merchants of the Multiverse[/url][/b][/size][q]Interdimensional Merchants, Items, and Adventures for use with Dungeon Crawl Classics / Mutant Crawl Classics RPG!  Zinequest 2021![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/255/595/8ff3d8e307644dc676413cf685dc843b_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612453512&auto=format&frame=1&q=92&s=3390869a32083400d731171e439ebe2b[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/mofthem/merchants-of-the-multiverse/][IMG]https://www.kicktraq.com/projects/mofthem/merchants-of-the-multiverse//minichart.png[/IMG][/url]",$500.50,,,,1
https://www.kickstarter.com/projects/newyearstudios/the-box-of-shadows-a-mork-borg-scenario-set-in-grift?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8143563#item8143563,,https://www.kicktraq.com/projects/newyearstudios/the-box-of-shadows-a-mork-borg-scenario-set-in-grift/,non-5E,https://rpggeek.com/rpg/56344/mork-borg,,The Box of Shadows: A MÖRK BORG scenario set in Grift,February 28 2021,Y,USD,"3,635.00",1,"3,635.00",Y,N,Y,"$3,635",3635.00%,Ended,3635,1645138605766,February 13 2021,The Box Of Shadows is a MÖRK BORG compatible 30+ page scenario in PDF format focused on the city of Grift and a Shadowy God of Death.,https://ksr-ugc.imgix.net/assets/032/357/426/b468e92ded82908b2daf42c643807e2a_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613180338&auto=format&frame=1&q=92&s=ccb81645b6fbf6de5bf08c38b7d108fa,[size=14][b][url=https://www.kickstarter.com/projects/newyearstudios/the-box-of-shadows-a-mork-borg-scenario-set-in-grift?ref=discovery_category_newest]The Box of Shadows: A MÖRK BORG scenario set in Grift[/url][/b][/size][q]The Box Of Shadows is a MÖRK BORG compatible 30+ page scenario in PDF format focused on the city of Grift and a Shadowy God of Death.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/357/426/b468e92ded82908b2daf42c643807e2a_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613180338&auto=format&frame=1&q=92&s=ccb81645b6fbf6de5bf08c38b7d108fa[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/newyearstudios/the-box-of-shadows-a-mork-borg-scenario-set-in-grift/][IMG]https://www.kicktraq.com/projects/newyearstudios/the-box-of-shadows-a-mork-borg-scenario-set-in-grift//minichart.png[/IMG][/url],$100.00,,,,1
https://www.kickstarter.com/projects/ocho/wax-and-wane-0?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8143523#item8143523,,https://www.kicktraq.com/projects/ocho/wax-and-wane-0/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Wax & Wane,February 28 2021,Y,USD,774.00,1,774.00,Y,N,Y,$774,188.00%,Ended,774,1645138605759,February 14 2021,"Explore Prism, a gemstone city adrift in a sea of wax, in this system-agnostic setting zine",https://ksr-ugc.imgix.net/assets/032/367/227/5db4ecefe47a7eef5aaf7bccbda86101_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613273603&auto=format&frame=1&q=92&s=9b68272e1d2b37702d8367e357779153,"[size=14][b][url=https://www.kickstarter.com/projects/ocho/wax-and-wane-0?ref=discovery_category_newest]Wax & Wane[/url][/b][/size][q]Explore Prism, a gemstone city adrift in a sea of wax, in this system-agnostic setting zine[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/367/227/5db4ecefe47a7eef5aaf7bccbda86101_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613273603&auto=format&frame=1&q=92&s=9b68272e1d2b37702d8367e357779153[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/ocho/wax-and-wane-0/][IMG]https://www.kicktraq.com/projects/ocho/wax-and-wane-0//minichart.png[/IMG][/url]",$411.70,,,,
https://www.kickstarter.com/projects/1769353621/action-potential-a-forged-in-the-dark-tabletop-rpg?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8139191#item8139191,,https://www.kicktraq.com/projects/1769353621/action-potential-a-forged-in-the-dark-tabletop-rpg/,RPG,,https://rpggeek.com/rpgsystem/48735/forged-dark,Action Potential: a Forged in the Dark tabletop RPG,February 28 2021,Y,GBP,992.00,1.397225,"1,386.05",Y,N,Y,£992,283.00%,Ended,1386.05,1645138605773,February 11 2021,"Gather your crew, and make your way through a transhuman, body-swapping dystopian far-future.",https://ksr-ugc.imgix.net/assets/032/344/239/5af615d67233da9e907667d25da75b43_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613085365&auto=format&frame=1&q=92&s=9531ab2cfb652bc5edc76ed99d6c351e,"[size=14][b][url=https://www.kickstarter.com/projects/1769353621/action-potential-a-forged-in-the-dark-tabletop-rpg?ref=discovery_category_newest]Action Potential: a Forged in the Dark tabletop RPG[/url][/b][/size][q]Gather your crew, and make your way through a transhuman, body-swapping dystopian far-future.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/344/239/5af615d67233da9e907667d25da75b43_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613085365&auto=format&frame=1&q=92&s=9531ab2cfb652bc5edc76ed99d6c351e[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/1769353621/action-potential-a-forged-in-the-dark-tabletop-rpg/][IMG]https://www.kicktraq.com/projects/1769353621/action-potential-a-forged-in-the-dark-tabletop-rpg//minichart.png[/IMG][/url]",$489.77,,,,
https://www.kickstarter.com/projects/mossytoes/arcane-academia?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8143525#item8143525,,https://www.kicktraq.com/projects/mossytoes/arcane-academia/,RPG,,https://rpggeek.com/rpgfamily/62625/alone-among-stars-and-compatible-products,Arcane Academia,February 28 2021,Y,USD,"3,188.00",1,"3,188.00",Y,N,Y,"$3,188",127.00%,Ended,3188,1645138605792,February 14 2021,"Play games in a magical school to make friends, pick fights, discover mysteries, & build a story together! A GMless TTRPG.",https://ksr-ugc.imgix.net/assets/032/263/338/b1ad9a597cf41a1beb38386d604e8cc0_original.PNG?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612501937&auto=format&frame=1&q=92&s=5ef1c59e13775992bebc1fa630191265,"[size=14][b][url=https://www.kickstarter.com/projects/mossytoes/arcane-academia?ref=discovery_category_newest]Arcane Academia[/url][/b][/size][q]Play games in a magical school to make friends, pick fights, discover mysteries, & build a story together! A GMless TTRPG.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/263/338/b1ad9a597cf41a1beb38386d604e8cc0_original.PNG?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612501937&auto=format&frame=1&q=92&s=5ef1c59e13775992bebc1fa630191265[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/mossytoes/arcane-academia/][IMG]https://www.kicktraq.com/projects/mossytoes/arcane-academia//minichart.png[/IMG][/url]","$2,510.24",,,,
https://www.kickstarter.com/projects/jasonboulton/cephalopod-ocean-home?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8140898#item8140898,,https://www.kicktraq.com/projects/jasonboulton/cephalopod-ocean-home/,RPG,,,Cephalopod: Ocean Home,February 28 2021,Y,AUD,"2,361.00",0.7752,"1,830.25",Y,N,Y,"$2,361 AUD",393.00%,Ended,1830.25,1645138605780,February 13 2021,A short form RPG where you play as octopi orchestrating a prison break.,https://ksr-ugc.imgix.net/assets/032/358/353/80cd82d55cf1d7e8c59ee78238db862f_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613189735&auto=format&frame=1&q=92&s=f35d5a0805b7f4476d81a0f56b2923cd,[size=14][b][url=https://www.kickstarter.com/projects/jasonboulton/cephalopod-ocean-home?ref=discovery_category_newest]Cephalopod: Ocean Home[/url][/b][/size][q]A short form RPG where you play as octopi orchestrating a prison break.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/358/353/80cd82d55cf1d7e8c59ee78238db862f_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613189735&auto=format&frame=1&q=92&s=f35d5a0805b7f4476d81a0f56b2923cd[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/jasonboulton/cephalopod-ocean-home/][IMG]https://www.kicktraq.com/projects/jasonboulton/cephalopod-ocean-home//minichart.png[/IMG][/url],$465.71,,,,
https://www.kickstarter.com/projects/softchaos/denial-and-yearning-a-trashy-lesbian-romance-novel-game?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8143522#item8143522,,https://www.kicktraq.com/projects/softchaos/denial-and-yearning-a-trashy-lesbian-romance-novel-game/,RPG,,,Denial & Yearning: A Trashy Lesbian Romance Novel Game,February 28 2021,Y,CAD,"1,457.00",0.78765,"1,147.61",Y,N,Y,"$1,457 CAD",145.00%,Ended,1147.61,1645138605772,February 14 2021,"A storytelling game for two about love, lesbians, and literature. It's complete trash. That's why you'll adore it.",https://ksr-ugc.imgix.net/assets/032/371/006/529e15bc28878ebd2fc21d90868d4613_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613320519&auto=format&frame=1&q=92&s=9c08e4534d1dac362a06f53e8b4948a2,"[size=14][b][url=https://www.kickstarter.com/projects/softchaos/denial-and-yearning-a-trashy-lesbian-romance-novel-game?ref=discovery_category_newest]Denial & Yearning: A Trashy Lesbian Romance Novel Game[/url][/b][/size][q]A storytelling game for two about love, lesbians, and literature. It's complete trash. That's why you'll adore it.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/371/006/529e15bc28878ebd2fc21d90868d4613_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613320519&auto=format&frame=1&q=92&s=9c08e4534d1dac362a06f53e8b4948a2[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/softchaos/denial-and-yearning-a-trashy-lesbian-romance-novel-game/][IMG]https://www.kicktraq.com/projects/softchaos/denial-and-yearning-a-trashy-lesbian-romance-novel-game//minichart.png[/IMG][/url]",$791.45,,,,
https://www.kickstarter.com/projects/tdmcgee/echoes-of-chaos-a-time-travel-rpg-zinequest?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8139179#item8139179,,https://www.kicktraq.com/projects/tdmcgee/echoes-of-chaos-a-time-travel-rpg-zinequest/,RPG,,https://rpggeek.com/rpgsystem/60475/rooted-trophy,Echoes of Chaos: A Time-Travel RPG | ZineQuest,February 28 2021,Y,CAD,"2,230.00",0.78765,"1,756.46",Y,N,Y,"$2,230 CAD",343.00%,Ended,1756.46,1645138605777,February 12 2021,A time-travel RPG about looting the past and ruining the future! A ZineQuest game Rooted in Trophy.,https://ksr-ugc.imgix.net/assets/032/346/836/e1d0c32a94605e2dcb79e293b9f2f28e_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613106881&auto=format&frame=1&q=92&s=2815d28651ff0574396a119901b655b4,[size=14][b][url=https://www.kickstarter.com/projects/tdmcgee/echoes-of-chaos-a-time-travel-rpg-zinequest?ref=discovery_category_newest]Echoes of Chaos: A Time-Travel RPG | ZineQuest[/url][/b][/size][q]A time-travel RPG about looting the past and ruining the future! A ZineQuest game Rooted in Trophy.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/346/836/e1d0c32a94605e2dcb79e293b9f2f28e_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1613106881&auto=format&frame=1&q=92&s=2815d28651ff0574396a119901b655b4[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/tdmcgee/echoes-of-chaos-a-time-travel-rpg-zinequest/][IMG]https://www.kicktraq.com/projects/tdmcgee/echoes-of-chaos-a-time-travel-rpg-zinequest//minichart.png[/IMG][/url],$512.09,,,,
https://www.kickstarter.com/projects/floaker/edinburgh-indie-gamers?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8143543#item8143543,,https://www.kicktraq.com/projects/floaker/edinburgh-indie-gamers/,RPG,,,Edinburgh Indie Gamers 🦄 #ZineQuest3,February 28 2021,Y,GBP,"1,229.00",1.397225,"1,717.19",Y,N,Y,"£1,229",2458.00%,Ended,1717.19,1645138605776,February 14 2021,"Help us improve our club and get 3 games, 5 articles, art & poetry!",https://ksr-ugc.imgix.net/assets/032/031/645/e05c4724b308368bffc68f3fb551137f_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1610781237&auto=format&frame=1&q=92&s=6ff7f0108c434c8ff071ae70e0fbef31,"[size=14][b][url=https://www.kickstarter.com/projects/floaker/edinburgh-indie-gamers?ref=discovery_category_newest]Edinburgh Indie Gamers 🦄 #ZineQuest3[/url][/b][/size][q]Help us improve our club and get 3 games, 5 articles, art & poetry![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/031/645/e05c4724b308368bffc68f3fb551137f_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1610781237&auto=format&frame=1&q=92&s=6ff7f0108c434c8ff071ae70e0fbef31[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/floaker/edinburgh-indie-gamers/][IMG]https://www.kicktraq.com/projects/floaker/edinburgh-indie-gamers//minichart.png[/IMG][/url]",$69.86,,,,
https://www.kickstarter.com/projects/veritasnoir/fortunes-the-tarot-card-storytelling-zine?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8137634#item8137634,,https://www.kicktraq.com/projects/veritasnoir/fortunes-the-tarot-card-storytelling-zine/,RPG,,,Fortunes: The Tarot Card Storytelling Zine,February 28 2021,Y,USD,"3,346.00",1,"3,346.00",Y,N,Y,"$3,346",1673.00%,Ended,3346,1645138605794,February 10 2021,"Fortunes is a collaborative storytelling game. Play after a rousing seance or late into the night, ideally in a room with a candle.",https://ksr-ugc.imgix.net/assets/032/291/678/d977ad30f13e0bbde7b67d769b06cb5b_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612741939&auto=format&frame=1&q=92&s=f2849e16f4a9c2618612268dab2f738d,"[size=14][b][url=https://www.kickstarter.com/projects/veritasnoir/fortunes-the-tarot-card-storytelling-zine?ref=discovery_category_newest]Fortunes: The Tarot Card Storytelling Zine[/url][/b][/size][q]Fortunes is a collaborative storytelling game. Play after a rousing seance or late into the night, ideally in a room with a candle.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/291/678/d977ad30f13e0bbde7b67d769b06cb5b_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612741939&auto=format&frame=1&q=92&s=f2849e16f4a9c2618612268dab2f738d[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/veritasnoir/fortunes-the-tarot-card-storytelling-zine/][IMG]https://www.kicktraq.com/projects/veritasnoir/fortunes-the-tarot-card-storytelling-zine//minichart.png[/IMG][/url]",$200.00,,,,
https://www.kickstarter.com/projects/darkestdice/ninja-city-a-dcc-rpg-zine?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8128762#item8128762,,https://www.kicktraq.com/projects/darkestdice/ninja-city-a-dcc-rpg-zine/,RPG,,https://rpggeek.com/rpgfamily/28325/dungeon-crawl-classics,Ninja City: A DCC RPG Zine,February 28 2021,Y,USD,"2,060.00",1,"2,060.00",Y,N,Y,"$2,060",343.00%,Ended,2060,1645138605782,February 5 2021,"A role playing game tribute the 1980's Ninja explosion, built upon Dungeon Crawl Classics rules.",https://ksr-ugc.imgix.net/assets/032/216/262/14218b4a81062141c8dae1f81f3bf7ab_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612210433&auto=format&frame=1&q=92&s=233d49bd10635886925db44e9e2c77a4,"[size=14][b][url=https://www.kickstarter.com/projects/darkestdice/ninja-city-a-dcc-rpg-zine?ref=discovery_category_newest]Ninja City: A DCC RPG Zine[/url][/b][/size][q]A role playing game tribute the 1980's Ninja explosion, built upon Dungeon Crawl Classics rules.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/216/262/14218b4a81062141c8dae1f81f3bf7ab_original.jpg?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612210433&auto=format&frame=1&q=92&s=233d49bd10635886925db44e9e2c77a4[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/darkestdice/ninja-city-a-dcc-rpg-zine/][IMG]https://www.kicktraq.com/projects/darkestdice/ninja-city-a-dcc-rpg-zine//minichart.png[/IMG][/url]",$600.58,,,,1
https://www.kickstarter.com/projects/ryancagle/project-terminus?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8143530#item8143530,,https://www.kicktraq.com/projects/ryancagle/project-terminus/,RPG,,,Project Terminus,February 28 2021,Y,USD,"2,138.00",1,"2,138.00",Y,N,Y,"$2,138",427.00%,Ended,2138,1645138605785,February 14 2021,A Solo RPG about Madness and the Multiverse for #ZineQuest3,https://ksr-ugc.imgix.net/assets/032/187/017/262ecab2361ff0ad4c2f5437d8799b60_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1611973022&auto=format&frame=1&q=92&s=46a7703806337cb0f140b033b6456ca4,[size=14][b][url=https://www.kickstarter.com/projects/ryancagle/project-terminus?ref=discovery_category_newest]Project Terminus[/url][/b][/size][q]A Solo RPG about Madness and the Multiverse for #ZineQuest3[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/187/017/262ecab2361ff0ad4c2f5437d8799b60_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1611973022&auto=format&frame=1&q=92&s=46a7703806337cb0f140b033b6456ca4[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/ryancagle/project-terminus/][IMG]https://www.kicktraq.com/projects/ryancagle/project-terminus//minichart.png[/IMG][/url],$500.70,,,,
https://www.kickstarter.com/projects/1302870815/science-knight?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8154193#item8154193,,https://www.kicktraq.com/projects/1302870815/science-knight/,RPG,,,SCIENCE KNIGHT,February 28 2021,Y,USD,341.00,1,341.00,Y,N,Y,$341,113.00%,Ended,341,1645138605769,February 19 2021,A mini rpg zine about being SCIENCE KNIGHTS for Zinequest 3.,https://ksr-ugc.imgix.net/assets/032/306/590/3d77991a2b04a270dc09301e78582763_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612848596&auto=format&frame=1&q=92&s=3cba8b7fe31ca35f470658b4fe2afb8f,[size=14][b][url=https://www.kickstarter.com/projects/1302870815/science-knight?ref=discovery_category_newest]SCIENCE KNIGHT[/url][/b][/size][q]A mini rpg zine about being SCIENCE KNIGHTS for Zinequest 3.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/306/590/3d77991a2b04a270dc09301e78582763_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1612848596&auto=format&frame=1&q=92&s=3cba8b7fe31ca35f470658b4fe2afb8f[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/1302870815/science-knight/][IMG]https://www.kicktraq.com/projects/1302870815/science-knight//minichart.png[/IMG][/url],$301.77,,,,
https://www.kickstarter.com/projects/dungeonsonadime/scurry?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8144195#item8144195,,https://www.kicktraq.com/projects/dungeonsonadime/scurry/,RPG,,,Scurry!,February 28 2021,Y,GBP,"3,307.00",1.397225,"4,620.62",Y,N,Y,"£3,307",137.00%,Ended,4620.62,1645138605801,February 15 2021,"A system for 1-2 hour adventures as tiny beasts in a massive forest, long abandoned by humans. Accompanied by adventures and candles!",https://ksr-ugc.imgix.net/assets/032/156/457/36de57d0ed3d9992c5e65189d7ec4525_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1611776662&auto=format&frame=1&q=92&s=996aa548af4cff6b182fe77e87ebf97c,"[size=14][b][url=https://www.kickstarter.com/projects/dungeonsonadime/scurry?ref=discovery_category_newest]Scurry![/url][/b][/size][q]A system for 1-2 hour adventures as tiny beasts in a massive forest, long abandoned by humans. Accompanied by adventures and candles![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/156/457/36de57d0ed3d9992c5e65189d7ec4525_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1611776662&auto=format&frame=1&q=92&s=996aa548af4cff6b182fe77e87ebf97c[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/dungeonsonadime/scurry/][IMG]https://www.kicktraq.com/projects/dungeonsonadime/scurry//minichart.png[/IMG][/url]","$3,372.72",,,,
https://www.kickstarter.com/projects/basicdragon/surviving-idyll-quest-1-shelter-a-zinequest-zine?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8143515#item8143515,,https://www.kicktraq.com/projects/basicdragon/surviving-idyll-quest-1-shelter-a-zinequest-zine/,RPG,,https://rpggeek.com/rpgsystem/22884/systemless-gamebooks,Surviving Idyll: Quest 1 - Shelter (A ZineQuest zine),February 28 2021,Y,EUR,898.00,1.2089,"1,085.59",Y,N,Y,€898,179.00%,Ended,1085.59,1645138605770,February 14 2021,"A 44 page long Choose-your-own-adventure Zine, taking place in https://idyll.world/",https://ksr-ugc.imgix.net/assets/032/122/386/e34b62d0b37c9d1effbe33a4d1c48d97_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1611556066&auto=format&frame=1&q=92&s=12e4c7468b0e8ef7e99b29ec5b879620,"[size=14][b][url=https://www.kickstarter.com/projects/basicdragon/surviving-idyll-quest-1-shelter-a-zinequest-zine?ref=discovery_category_newest]Surviving Idyll: Quest 1 - Shelter (A ZineQuest zine)[/url][/b][/size][q]A 44 page long Choose-your-own-adventure Zine, taking place in https://idyll.world/[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/122/386/e34b62d0b37c9d1effbe33a4d1c48d97_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1611556066&auto=format&frame=1&q=92&s=12e4c7468b0e8ef7e99b29ec5b879620[/inlineimg][/floatleft][b]Deadline:[/b]02-28-2021[url=https://www.kicktraq.com/projects/basicdragon/surviving-idyll-quest-1-shelter-a-zinequest-zine/][IMG]https://www.kicktraq.com/projects/basicdragon/surviving-idyll-quest-1-shelter-a-zinequest-zine//minichart.png[/IMG][/url]",$606.48,,,,
