,,,1740264674547,467,,"$1,167.12",,0,,,"83,469.82",,,"43,698.70",1237,70,31,,,5191,,,,,,,,,,
Kickstarter Link,RPGGeek List Item,RPGGeek List Page,KickTraq Link,Type,Linked RPGs ,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,,,,,OSR Core,OSR Adjacent
https://www.kickstarter.com/projects/legendarygames/asian-monsters-90-magnificent-monsters-for-dnd-5e?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8323000#item8323000,,https://www.kicktraq.com/projects/legendarygames/asian-monsters-90-magnificent-monsters-for-dnd-5e/,5E,,,Asian Monsters: 90+ magnificent monsters for DnD 5E!,July 2 2021,Y,USD,"75,739.00",1,"75,739.00",Y,N,Y,"$75,739",7573.00%,Ended,75739,1645138606601,June 9 2021,"Legendary monsters from China, Japan, India, Korea, Vietnam, Malaysia, the Philippines, and beyond in this beautiful DnD 5E bestiary!",https://ksr-ugc.imgix.net/assets/033/846/987/7f662ff92683694d6b7dda3cc5c86288_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623353977&auto=format&frame=1&q=92&s=db8f6b70e21a045ef6225e1557ee180b,"[size=14][b][url=https://www.kickstarter.com/projects/legendarygames/asian-monsters-90-magnificent-monsters-for-dnd-5e?ref=discovery_category_newest]Asian Monsters: 90+ magnificent monsters for DnD 5E![/url][/b][/size][q]Legendary monsters from China, Japan, India, Korea, Vietnam, Malaysia, the Philippines, and beyond in this beautiful DnD 5E bestiary![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/846/987/7f662ff92683694d6b7dda3cc5c86288_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623353977&auto=format&frame=1&q=92&s=db8f6b70e21a045ef6225e1557ee180b[/inlineimg][/floatleft][b]Deadline:[/b]07-02-2021[url=https://www.kicktraq.com/projects/legendarygames/asian-monsters-90-magnificent-monsters-for-dnd-5e/][IMG]https://www.kicktraq.com/projects/legendarygames/asian-monsters-90-magnificent-monsters-for-dnd-5e//minichart.png[/IMG][/url]","$1,000.12",,,,
https://www.kickstarter.com/projects/tambu/blood-sword-5e?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8331540#item8331540,,https://www.kicktraq.com/projects/tambu/blood-sword-5e/,5E,,,Blood Sword 5e,July 2 2021,Y,EUR,"40,916.00",1.186675,"48,553.99",Y,N,Y,"€40,916",409.00%,Ended,48553.99,1645138606600,June 15 2021,A Merciless and Grimdark Campaign Setting for the 5th Edition loosely based on the 80s dark fantasy gamebook masterpiece,https://ksr-ugc.imgix.net/assets/033/396/434/08140e4569af883ba7a51b6e28acaccf_original.jpeg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1620202491&auto=format&frame=1&q=92&s=7f858d425ca6500651078ddda120b3d9,[size=14][b][url=https://www.kickstarter.com/projects/tambu/blood-sword-5e?ref=discovery_category_newest]Blood Sword 5e[/url][/b][/size][q]A Merciless and Grimdark Campaign Setting for the 5th Edition loosely based on the 80s dark fantasy gamebook masterpiece[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/396/434/08140e4569af883ba7a51b6e28acaccf_original.jpeg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1620202491&auto=format&frame=1&q=92&s=7f858d425ca6500651078ddda120b3d9[/inlineimg][/floatleft][b]Deadline:[/b]07-02-2021[url=https://www.kicktraq.com/projects/tambu/blood-sword-5e/][IMG]https://www.kicktraq.com/projects/tambu/blood-sword-5e//minichart.png[/IMG][/url],"$11,871.39",,,,
https://www.kickstarter.com/projects/309347798/ataraxia-legends?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8267784#item8267784,,https://www.kicktraq.com/projects/309347798/ataraxia-legends/,RPG,,,Ataraxia Legends,July 2 2021,Y,EUR,"5,358.00",1.18392,Not Funded,N,N,N,"€5,358",68.00%,Ended,0,1645138606604,May 3 2021,A glorious JRPG-inspired pen and paper role playing game,https://ksr-ugc.imgix.net/assets/033/268/115/e9e315f6170bb20c5c3a9a0a238c52e1_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1619343375&auto=format&frame=1&q=92&s=a9ef5518b111a77f136c50559c3e7d25,[size=14][b][url=https://www.kickstarter.com/projects/309347798/ataraxia-legends?ref=discovery_category_newest]Ataraxia Legends[/url][/b][/size][q]A glorious JRPG-inspired pen and paper role playing game[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/268/115/e9e315f6170bb20c5c3a9a0a238c52e1_original.png?ixlib=rb-2.1.0&crop=faces&w=160&h=90&fit=crop&v=1619343375&auto=format&frame=1&q=92&s=a9ef5518b111a77f136c50559c3e7d25[/inlineimg][/floatleft][b]Deadline:[/b]07-02-2021[url=https://www.kicktraq.com/projects/309347798/ataraxia-legends/][IMG]https://www.kicktraq.com/projects/309347798/ataraxia-legends//minichart.png[/IMG][/url],,9328.593176,,,
https://www.kickstarter.com/projects/thats/the-hammer-and-the-stake-tabletop-rpg?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8308549#item8308549,,https://www.kicktraq.com/projects/thats/the-hammer-and-the-stake-tabletop-rpg/,RPG,,,The Hammer and the Stake Tabletop RPG,July 2 2021,Y,USD,"47,308.00",1,"47,308.00",Y,N,Y,"$47,308",394.00%,Ended,47308,1645138606603,June 2 2021,The Hammer and the Stake is a new RPG where 1920s era Eastern European socialists fight a tyrannical government led by Count Dracula!,https://ksr-ugc.imgix.net/assets/033/680/224/bcc26f59db32b96862470885a02e0a29_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1622155708&auto=format&frame=1&q=92&s=1c83f7e5f9f7f804222c4bb3e9846612,[size=14][b][url=https://www.kickstarter.com/projects/thats/the-hammer-and-the-stake-tabletop-rpg?ref=discovery_category_newest]The Hammer and the Stake Tabletop RPG[/url][/b][/size][q]The Hammer and the Stake is a new RPG where 1920s era Eastern European socialists fight a tyrannical government led by Count Dracula![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/680/224/bcc26f59db32b96862470885a02e0a29_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1622155708&auto=format&frame=1&q=92&s=1c83f7e5f9f7f804222c4bb3e9846612[/inlineimg][/floatleft][b]Deadline:[/b]07-02-2021[url=https://www.kicktraq.com/projects/thats/the-hammer-and-the-stake-tabletop-rpg/][IMG]https://www.kicktraq.com/projects/thats/the-hammer-and-the-stake-tabletop-rpg//minichart.png[/IMG][/url],"$12,007.11",,,,
https://www.kickstarter.com/projects/swen/metal-heroes-and-the-fate-of-rock-hardcover?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8320071#item8320071,,https://www.kicktraq.com/projects/swen/metal-heroes-and-the-fate-of-rock-hardcover/,non-5E,https://rpggeek.com/rpg/66478/metal-heroes,,Metal Heroes and the Fate of Rock [ENGLISH HARDCOVER],July 3 2021,Y,EUR,"8,162.00",1.18666,"9,685.52",Y,N,Y,"€8,162",453.00%,Ended,9685.52,1645138606606,June 8 2021,Help to make the loudest gamebook on earth even HARDER!,https://ksr-ugc.imgix.net/assets/033/817/713/ff957e1634aca5d5a003cf403aaf11c6_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623168138&auto=format&frame=1&q=92&s=fc52e0d71316dea025430a9648c07b93,[size=14][b][url=https://www.kickstarter.com/projects/swen/metal-heroes-and-the-fate-of-rock-hardcover?ref=discovery_category_newest]Metal Heroes and the Fate of Rock [ENGLISH HARDCOVER][/url][/b][/size][q]Help to make the loudest gamebook on earth even HARDER![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/817/713/ff957e1634aca5d5a003cf403aaf11c6_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623168138&auto=format&frame=1&q=92&s=fc52e0d71316dea025430a9648c07b93[/inlineimg][/floatleft][b]Deadline:[/b]07-03-2021[url=https://www.kicktraq.com/projects/swen/metal-heroes-and-the-fate-of-rock-hardcover/][IMG]https://www.kicktraq.com/projects/swen/metal-heroes-and-the-fate-of-rock-hardcover//minichart.png[/IMG][/url],"$2,138.08",,,,
https://www.kickstarter.com/projects/thegilaboy/nova-2?ref=bggforums,https://rpggeek.com/geeklist/280236/item/8320205#item8320205,,https://www.kicktraq.com/projects/thegilaboy/nova-2/,RPG,,https://rpggeek.com/rpg/70914/nova-lumen,NOVA,July 3 2021,Y,USD,"21,649.00",1,"21,649.00",Y,N,Y,"$21,649",393.00%,Ended,21649,1645138606607,June 8 2021,"When the sun exploded, we looked to the Sparks to bring a new dawn. A mech-filled tabletop RPG Illuminated by LUMEN.",https://ksr-ugc.imgix.net/assets/033/433/890/a3778c0a029eb261101c98ce5bab7f6e_original.PNG?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1620427875&auto=format&frame=1&q=92&s=e314d4afe00a2a94bc7e005e7cc3d859,"[size=14][b][url=https://www.kickstarter.com/projects/thegilaboy/nova-2?ref=bggforums]NOVA[/url][/b][/size][q]When the sun exploded, we looked to the Sparks to bring a new dawn. A mech-filled tabletop RPG Illuminated by LUMEN.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/433/890/a3778c0a029eb261101c98ce5bab7f6e_original.PNG?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1620427875&auto=format&frame=1&q=92&s=e314d4afe00a2a94bc7e005e7cc3d859[/inlineimg][/floatleft][b]Deadline:[/b]07-03-2021[url=https://www.kicktraq.com/projects/thegilaboy/nova-2/][IMG]https://www.kicktraq.com/projects/thegilaboy/nova-2//minichart.png[/IMG][/url]","$5,508.65",,,,
https://www.kickstarter.com/projects/cssgames/kinopea-an-urban-adventure-crawl?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8313026#item8313026,,https://www.kicktraq.com/projects/cssgames/kinopea-an-urban-adventure-crawl/,RPG,,,Kinopea: An Urban Adventure Crawl,July 4 2021,Y,USD,401.00,1,Not Funded,N,N,N,$401,26.00%,Ended,0,1645138606608,June 4 2021,"KINOPEA is a new urban survival TTRPG, inspired by Necromunda, OD&D, Vampire: The Masquerade, and FATE.",https://ksr-ugc.imgix.net/assets/033/242/614/d94c412c640d12b9a2b89c291b637c36_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1619139239&auto=format&frame=1&q=92&s=c174d024dc00711221aed96170e4111b,"[size=14][b][url=https://www.kickstarter.com/projects/cssgames/kinopea-an-urban-adventure-crawl?ref=discovery_category_newest]Kinopea: An Urban Adventure Crawl[/url][/b][/size][q]KINOPEA is a new urban survival TTRPG, inspired by Necromunda, OD&D, Vampire: The Masquerade, and FATE.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/242/614/d94c412c640d12b9a2b89c291b637c36_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1619139239&auto=format&frame=1&q=92&s=c174d024dc00711221aed96170e4111b[/inlineimg][/floatleft][b]Deadline:[/b]07-04-2021[url=https://www.kicktraq.com/projects/cssgames/kinopea-an-urban-adventure-crawl/][IMG]https://www.kicktraq.com/projects/cssgames/kinopea-an-urban-adventure-crawl//minichart.png[/IMG][/url]",,1542.307692,,,
https://www.kickstarter.com/projects/idanielewicz/temple-of-the-fallen-moon-a-5e-adventure?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8318486#item8318486,,https://www.kicktraq.com/projects/idanielewicz/temple-of-the-fallen-moon-a-5e-adventure/,5E,,,Temple of the Fallen Moon: A 5E Adventure,July 5 2021,Y,CAD,"1,655.00",0.810565,"1,341.49",Y,N,Y,"$1,655 CAD",174.00%,Ended,1341.49,1645138606610,June 5 2021,"A dark priestess has awoken in undeath, can your party stop her? An exploration and dungeon adventure for parties level 5 to 8.",https://ksr-ugc.imgix.net/assets/033/725/108/90356d58af67f7c1779ae308963991a7_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1622522643&auto=format&frame=1&q=92&s=c4d992dd565b194e5fb21c4b5babf55f,"[size=14][b][url=https://www.kickstarter.com/projects/idanielewicz/temple-of-the-fallen-moon-a-5e-adventure?ref=discovery_category_newest]Temple of the Fallen Moon: A 5E Adventure[/url][/b][/size][q]A dark priestess has awoken in undeath, can your party stop her? An exploration and dungeon adventure for parties level 5 to 8.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/725/108/90356d58af67f7c1779ae308963991a7_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1622522643&auto=format&frame=1&q=92&s=c4d992dd565b194e5fb21c4b5babf55f[/inlineimg][/floatleft][b]Deadline:[/b]07-05-2021[url=https://www.kicktraq.com/projects/idanielewicz/temple-of-the-fallen-moon-a-5e-adventure/][IMG]https://www.kicktraq.com/projects/idanielewicz/temple-of-the-fallen-moon-a-5e-adventure//minichart.png[/IMG][/url]",$770.97,,,,
https://www.kickstarter.com/projects/r-n-w/travellers-guide-to-the-soddenweald?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8318483#item8318483,,https://www.kicktraq.com/projects/r-n-w/travellers-guide-to-the-soddenweald/,5E,,,Traveller's Guide to the Soddenweald,July 5 2021,Y,GBP,"32,142.00",1.385245,"44,524.54",Y,N,Y,"£32,142",4591.00%,Ended,44524.54,1645138606611,June 7 2021,"A tabletop supplemental of swamp-themed flora, fauna, food, and potion recipes for your 5th edition games",https://ksr-ugc.imgix.net/assets/033/499/540/3fb941ed646094beccb66f1246312e42_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1620913739&auto=format&frame=1&q=92&s=f0eb889de8e7b6c00a27d317e22682db,"[size=14][b][url=https://www.kickstarter.com/projects/r-n-w/travellers-guide-to-the-soddenweald?ref=discovery_category_newest]Traveller's Guide to the Soddenweald[/url][/b][/size][q]A tabletop supplemental of swamp-themed flora, fauna, food, and potion recipes for your 5th edition games[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/499/540/3fb941ed646094beccb66f1246312e42_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1620913739&auto=format&frame=1&q=92&s=f0eb889de8e7b6c00a27d317e22682db[/inlineimg][/floatleft][b]Deadline:[/b]07-05-2021[url=https://www.kicktraq.com/projects/r-n-w/travellers-guide-to-the-soddenweald/][IMG]https://www.kicktraq.com/projects/r-n-w/travellers-guide-to-the-soddenweald//minichart.png[/IMG][/url]",$969.82,,,,
https://www.kickstarter.com/projects/foolsmoon/the-advanced-story-point-system-asps?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8313046#item8313046,,https://www.kicktraq.com/projects/foolsmoon/the-advanced-story-point-system-asps/,RPG,,x,The Advanced Story Point System [ASPS],July 5 2021,Y,CAD,"8,726.00",0.8104056,"7,071.60",Y,N,Y,"$8,726 CAD",109.00%,Ended,7071.6,1645138606613,June 3 2021,"The Advanced Story Point System, a core game engine with extreme flexibility allowing GMs to fully customise their game setting.",https://ksr-ugc.imgix.net/assets/032/482/167/b54b7a25144244ce60efcc0387808285_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1614077099&auto=format&frame=1&q=92&s=079f72587574607c2296cd25ee7a7cf6,"[size=14][b][url=https://www.kickstarter.com/projects/foolsmoon/the-advanced-story-point-system-asps?ref=discovery_category_newest]The Advanced Story Point System [ASPS][/url][/b][/size][q]The Advanced Story Point System, a core game engine with extreme flexibility allowing GMs to fully customise their game setting.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/032/482/167/b54b7a25144244ce60efcc0387808285_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1614077099&auto=format&frame=1&q=92&s=079f72587574607c2296cd25ee7a7cf6[/inlineimg][/floatleft][b]Deadline:[/b]07-05-2021[url=https://www.kicktraq.com/projects/foolsmoon/the-advanced-story-point-system-asps/][IMG]https://www.kicktraq.com/projects/foolsmoon/the-advanced-story-point-system-asps//minichart.png[/IMG][/url]","$6,487.71",,,,
https://www.kickstarter.com/projects/4hu-savage-worlds/four-horsemen-universe-rpg-savage-worlds-edition?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8297078#item8297078,,https://www.kicktraq.com/projects/4hu-savage-worlds/four-horsemen-universe-rpg-savage-worlds-edition/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Four Horsemen Universe RPG: Savage Worlds Edition,July 6 2021,Y,USD,"44,379.00",1,"44,379.00",Y,N,Y,"$44,379",295.00%,Ended,44379,1645138606616,May 22 2021,"Rules of Engagement! Go into combat in your own personal powered armor, explore the Four Horsemen Universe, ",https://ksr-ugc.imgix.net/assets/033/518/652/06005b8748a8d4154bedd82d6d812f07_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1621041098&auto=format&frame=1&q=92&s=58aeb2082ef4ebf7c1af4bd0bb1c9c43,"[size=14][b][url=https://www.kickstarter.com/projects/4hu-savage-worlds/four-horsemen-universe-rpg-savage-worlds-edition?ref=discovery_category_newest]Four Horsemen Universe RPG: Savage Worlds Edition[/url][/b][/size][q]Rules of Engagement! Go into combat in your own personal powered armor, explore the Four Horsemen Universe, [/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/518/652/06005b8748a8d4154bedd82d6d812f07_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1621041098&auto=format&frame=1&q=92&s=58aeb2082ef4ebf7c1af4bd0bb1c9c43[/inlineimg][/floatleft][b]Deadline:[/b]07-06-2021[url=https://www.kicktraq.com/projects/4hu-savage-worlds/four-horsemen-universe-rpg-savage-worlds-edition/][IMG]https://www.kicktraq.com/projects/4hu-savage-worlds/four-horsemen-universe-rpg-savage-worlds-edition//minichart.png[/IMG][/url]","$15,043.73",,,,
https://www.kickstarter.com/projects/545820095/rifts-for-savage-worlds-atlantis-rising?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8340941#item8340941,,https://www.kicktraq.com/projects/545820095/rifts-for-savage-worlds-atlantis-rising/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Rifts® for Savage Worlds: Atlantis Rising,July 6 2021,Y,USD,"138,587.00",1,"138,587.00",Y,N,Y,"$138,587",4619.00%,Ended,138587,1645138606617,June 22 2021,"A Rifts® for Savage Worlds Booster with a 192 page sourcebook, an army of pawns for your table, an alluring poster map, and more!",https://ksr-ugc.imgix.net/assets/033/967/581/24c61b2b98fe20a13321b97895ef4ed0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1624340920&auto=format&frame=1&q=92&s=59c354a28d2625bc372604f931f6b2e9,"[size=14][b][url=https://www.kickstarter.com/projects/545820095/rifts-for-savage-worlds-atlantis-rising?ref=discovery_category_newest]Rifts® for Savage Worlds: Atlantis Rising[/url][/b][/size][q]A Rifts® for Savage Worlds Booster with a 192 page sourcebook, an army of pawns for your table, an alluring poster map, and more![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/967/581/24c61b2b98fe20a13321b97895ef4ed0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1624340920&auto=format&frame=1&q=92&s=59c354a28d2625bc372604f931f6b2e9[/inlineimg][/floatleft][b]Deadline:[/b]07-06-2021[url=https://www.kicktraq.com/projects/545820095/rifts-for-savage-worlds-atlantis-rising/][IMG]https://www.kicktraq.com/projects/545820095/rifts-for-savage-worlds-atlantis-rising//minichart.png[/IMG][/url]","$3,000.37",,,,
https://www.kickstarter.com/projects/the-oracle-rpg/the-oracle-issue-12-celtic-theme?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8342036#item8342036,,https://www.kicktraq.com/projects/the-oracle-rpg/the-oracle-issue-12-celtic-theme/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Oracle Issue 12 - Celtic Theme,July 6 2021,Y,GBP,"1,162.00",1.3804,"1,604.02",Y,N,Y,"£1,162",1162.00%,Ended,1604.02,1645138606614,June 22 2021,"RPG Magazine - System-neutral content, (5e compatible) suitable for all fantasy RPG game systems",https://ksr-ugc.imgix.net/assets/033/912/886/abffabb394d1d304a1e29efc7753f58e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623873141&auto=format&frame=1&q=92&s=e323e93a9034e3eaa7db2a260b0e4f5a,"[size=14][b][url=https://www.kickstarter.com/projects/the-oracle-rpg/the-oracle-issue-12-celtic-theme?ref=discovery_category_newest]The Oracle Issue 12 - Celtic Theme[/url][/b][/size][q]RPG Magazine - System-neutral content, (5e compatible) suitable for all fantasy RPG game systems[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/912/886/abffabb394d1d304a1e29efc7753f58e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623873141&auto=format&frame=1&q=92&s=e323e93a9034e3eaa7db2a260b0e4f5a[/inlineimg][/floatleft][b]Deadline:[/b]07-06-2021[url=https://www.kicktraq.com/projects/the-oracle-rpg/the-oracle-issue-12-celtic-theme/][IMG]https://www.kicktraq.com/projects/the-oracle-rpg/the-oracle-issue-12-celtic-theme//minichart.png[/IMG][/url]",$138.04,,,,
https://www.kickstarter.com/projects/silvervinepublishing/floria-the-verdant-way-indie-japanese-trpg-translation?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8342064#item8342064,,https://www.kicktraq.com/projects/silvervinepublishing/floria-the-verdant-way-indie-japanese-trpg-translation/,RPG,,,Floria: The Verdant Way - Indie Japanese TRPG Translation,July 6 2021,Y,USD,"4,691.00",1,"4,691.00",Y,N,Y,"$4,691",52120.00%,Ended,4691,1645138606618,June 22 2021,A Japanese indie TRPG of natural magic and journeys in a deep and mystic wood.,https://ksr-ugc.imgix.net/assets/033/866/002/1579a92e1297d82889fb041dccc6917c_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623511020&auto=format&frame=1&q=92&s=deb8f7841c34d850668c46e4ad162c50,[size=14][b][url=https://www.kickstarter.com/projects/silvervinepublishing/floria-the-verdant-way-indie-japanese-trpg-translation?ref=discovery_category_newest]Floria: The Verdant Way - Indie Japanese TRPG Translation[/url][/b][/size][q]A Japanese indie TRPG of natural magic and journeys in a deep and mystic wood.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/866/002/1579a92e1297d82889fb041dccc6917c_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623511020&auto=format&frame=1&q=92&s=deb8f7841c34d850668c46e4ad162c50[/inlineimg][/floatleft][b]Deadline:[/b]07-06-2021[url=https://www.kicktraq.com/projects/silvervinepublishing/floria-the-verdant-way-indie-japanese-trpg-translation/][IMG]https://www.kicktraq.com/projects/silvervinepublishing/floria-the-verdant-way-indie-japanese-trpg-translation//minichart.png[/IMG][/url],$9.00,,,,
https://www.kickstarter.com/projects/bitesizedgaming/den-of-assassins-5e?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8320076#item8320076,,https://www.kicktraq.com/projects/bitesizedgaming/den-of-assassins-5e/,5E,,,Den of Assassins 5e,July 7 2021,Y,USD,"26,856.00",1,"26,856.00",Y,N,Y,"$26,856",2685.00%,Ended,26856,1645138606621,June 7 2021,A supplement of deadly subclasses and unforgettable NPCs to unleash upon your 5e campaign.,https://ksr-ugc.imgix.net/assets/033/819/009/be276bc84f02a1efc2a6020c67f0452f_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623173328&auto=format&frame=1&q=92&s=d4e26d7bd597e729e21fd8ac7b11852a,[size=14][b][url=https://www.kickstarter.com/projects/bitesizedgaming/den-of-assassins-5e?ref=discovery_category_newest]Den of Assassins 5e[/url][/b][/size][q]A supplement of deadly subclasses and unforgettable NPCs to unleash upon your 5e campaign.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/819/009/be276bc84f02a1efc2a6020c67f0452f_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1623173328&auto=format&frame=1&q=92&s=d4e26d7bd597e729e21fd8ac7b11852a[/inlineimg][/floatleft][b]Deadline:[/b]07-07-2021[url=https://www.kicktraq.com/projects/bitesizedgaming/den-of-assassins-5e/][IMG]https://www.kicktraq.com/projects/bitesizedgaming/den-of-assassins-5e//minichart.png[/IMG][/url],"$1,000.22",,,,
https://www.kickstarter.com/projects/cult-adventures/marked-for-slaughter-5e-standalone-adventure?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8320074#item8320074,,https://www.kicktraq.com/projects/cult-adventures/marked-for-slaughter-5e-standalone-adventure/,5E,,,Marked for Slaughter - Standalone Adventure (DnD 5E),July 7 2021,Y,CAD,"1,936.00",0.80106,"1,550.85",Y,N,Y,"$1,936 CAD",1936.00%,Ended,1550.85,1645138606619,June 7 2021,Product Launch by Cult Adventures  - Standalone DnD 5E Adventure for those foolish enough to wander into the slaughter house ...,https://ksr-ugc.imgix.net/assets/033/679/029/9f7601f30a05e6843b5452c1bfa36af9_original.jpeg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1622147944&auto=format&frame=1&q=92&s=a256cf972385f68e271a67a324a76ca1,[size=14][b][url=https://www.kickstarter.com/projects/cult-adventures/marked-for-slaughter-5e-standalone-adventure?ref=discovery_category_newest]Marked for Slaughter - Standalone Adventure (DnD 5E)[/url][/b][/size][q]Product Launch by Cult Adventures  - Standalone DnD 5E Adventure for those foolish enough to wander into the slaughter house ...[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/033/679/029/9f7601f30a05e6843b5452c1bfa36af9_original.jpeg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1622147944&auto=format&frame=1&q=92&s=a256cf972385f68e271a67a324a76ca1[/inlineimg][/floatleft][b]Deadline:[/b]07-07-2021[url=https://www.kicktraq.com/projects/cult-adventures/marked-for-slaughter-5e-standalone-adventure/][IMG]https://www.kicktraq.com/projects/cult-adventures/marked-for-slaughter-5e-standalone-adventure//minichart.png[/IMG][/url],$80.11,,,,
