,,,1740264556456,,175,119,,0,,,,,,385,27,,,,,,,,,,,
"https://www.kickstarter.com/projects/tabcreations/dime-adventures-pulp-alternate-history-roleplaying?ref=bggforums',",item5135837,https://rpggeek.com/geeklist/218891/item/5135837#item5135837,https://www.kicktraq.com/projects/tabcreations/dime-adventures-pulp-alternate-history-roleplaying/,RPG,,,Dime Adventures: Pulp Alternate History Roleplaying,9 Feb 2017,Y,USD,"6,780.00",1,"6,780.00",Y,N,Y,"$6,780",565.00%,Ended,6780,1611168565790,January 10 2017,,,,
"https://www.kickstarter.com/projects/645319106/monkey-the-roleplaying-game-of-the-journey-to-the?ref=bggforums',",item5138265,https://rpggeek.com/geeklist/218891/item/5138265#item5138265,https://www.kicktraq.com/projects/645319106/monkey-the-roleplaying-game-of-the-journey-to-the/,RPG,,https://rpggeek.com/rpg/6144/monkey-role-playing-game,"Monkey, the Roleplaying Game of the Journey to the West",10 Feb 2017,Y,GBP,"8,059.00",1.249,"10,065.69",Y,N,Y,"£8,059",402.00%,Ended,10065.69,1611168565791,January 11 2017,,,,
"https://www.kickstarter.com/projects/71315375/slave-new-world-10-levels-of-fast-paced-adventure?ref=bggforums',",item5188576,https://rpggeek.com/geeklist/218891/item/5188576#item5188576,https://www.kicktraq.com/projects/71315375/slave-new-world-10-levels-of-fast-paced-adventure/,5E,,,Slave New World - 10 Levels of Fast Paced Adventure,11 Feb 2017,Y,USD,450.00,1,450.00,Y,N,Y,$450,180.00%,Ended,450,1611168565939,February 1 2017,,,,
"https://www.kickstarter.com/projects/infiniumgamestudio/dark-obelisk-extended-pregenerated-pcs-for-pathfin?ref=bggforums',",item5165649,https://rpggeek.com/geeklist/218891/item/5165649#item5165649,https://www.kicktraq.com/projects/infiniumgamestudio/dark-obelisk-extended-pregenerated-pcs-for-pathfin/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Dark Obelisk: Extended Pregenerated PCs for Pathfinder RPG,12 Feb 2017,Y,USD,"1,735.00",1,"1,735.00",Y,N,Y,"$1,735",231.00%,Ended,1735,1611168565911,January 23 2017,,,,
"https://www.kickstarter.com/projects/563681582/the-folio-digital-quarterly-2?ref=bggforums',",item5185776,https://rpggeek.com/geeklist/218891/item/5185776#item5185776,https://www.kicktraq.com/projects/563681582/the-folio-digital-quarterly-2/,5E,,,The Folio Digital Quarterly #2,13 Feb 2017,Y,USD,"1,294.00",1,"1,294.00",Y,N,Y,"$1,294",258.00%,Ended,1294,1611168565938,February 1 2017,,,,
"https://www.kickstarter.com/projects/ryanmdanks/age-of-anarchy-rpg?ref=bggforums',",item5150313,https://rpggeek.com/geeklist/218891/item/5150313#item5150313,https://www.kicktraq.com/projects/ryanmdanks/age-of-anarchy-rpg/,RPG,,,Age of Anarchy RPG,13 Feb 2017,Y,USD,"4,782.00",1,"4,782.00",Y,N,Y,"$4,782",140.00%,Ended,4782,1611168565798,January 16 2017,,,,
"https://www.kickstarter.com/projects/2051137503/dungeon-maze-deck-2?ref=bggforums',",item5143112,https://rpggeek.com/geeklist/218891/item/5143112#item5143112,https://www.kicktraq.com/projects/2051137503/dungeon-maze-deck-2/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Dungeon Dealer - Maze Deck 2,14 Feb 2017,Y,USD,"11,068.00",1,"11,068.00",Y,N,Y,"$11,068",103.00%,Ended,11068,1611168565794,January 12 2017,,,,
"https://www.kickstarter.com/projects/1409961192/how-to-write-adventure-modules-that-dont-suck?ref=bggforums',",item5171732,https://rpggeek.com/geeklist/218891/item/5171732#item5171732,https://www.kicktraq.com/projects/1409961192/how-to-write-adventure-modules-that-dont-suck/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,How to Write Adventure Modules That Don't Suck,14 Feb 2017,Y,USD,"125,457.00",1,"125,457.00",Y,N,Y,"$125,457",2509.00%,Ended,125457,1611168565919,January 26 2017,,,,
"https://www.kickstarter.com/projects/1708940685/spheres-of-might-a-new-pathfinder-martial-system?ref=bggforums',",item5129101,https://rpggeek.com/geeklist/218891/item/5129101#item5129101,https://www.kicktraq.com/projects/1708940685/spheres-of-might-a-new-pathfinder-martial-system/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Spheres of Might: A New Pathfinder Martial System,15 Feb 2017,Y,USD,"27,620.00",1,"27,620.00",Y,N,Y,"$27,620",306.00%,Ended,27620,1611168565788,January 7 2017,,,,
"https://www.kickstarter.com/projects/529669762/pathogen-unclassified-a-roleplaying-game-rpg?ref=bggforums',",item5155119,https://rpggeek.com/geeklist/218891/item/5155119#item5155119,https://www.kicktraq.com/projects/529669762/pathogen-unclassified-a-roleplaying-game-rpg/,RPG,,,Pathogen: Unclassified a roleplaying game (RPG),16 Feb 2017,Y,USD,"2,866.00",1,"2,866.00",Y,N,Y,"$2,866",143.00%,Ended,2866,1611168565800,January 17 2017,,,,
"https://www.kickstarter.com/projects/939440728/retribution-rpg-setting-for-savage-worlds?ref=bggforums',",item5150318,https://rpggeek.com/geeklist/218891/item/5150318#item5150318,https://www.kicktraq.com/projects/939440728/retribution-rpg-setting-for-savage-worlds/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Retribution RPG Setting for Savage Worlds,17 Feb 2017,Y,USD,"2,795.00",1,"2,795.00",Y,N,Y,"$2,795",279.00%,Ended,2795,1611168565799,January 16 2017,,,,
"https://www.kickstarter.com/projects/1862586065/untitled-4?ref=bggforums',",item5169201,https://rpggeek.com/geeklist/218891/item/5169201#item5169201,https://www.kicktraq.com/projects/1862586065/untitled-4/,RPG,,,Untitled,19 Feb 2017,Y,USD,"3,176.00",1,"3,176.00",Y,N,Y,"$3,176",1058.00%,Ended,3176,1611168565916,January 24 2017,,,,
"https://www.kickstarter.com/projects/1801954192/off-the-beaten-path-forest-excursions?ref=bggforums',",item5174249,https://rpggeek.com/geeklist/218891/item/5174249#item5174249,https://www.kicktraq.com/projects/1801954192/off-the-beaten-path-forest-excursions/,non-5E,https://rpggeek.com/rpg/1650/swords-wizardry,,"Off the Beaten Path, Forest Excursions",20 Feb 2017,Y,USD,"3,531.00",1,"3,531.00",Y,N,Y,"$3,531",588.00%,Ended,3531,1611168565922,January 26 2017,,,1,
https://www.kickstarter.com/projects/storybrewers/alas-for-the-awful-sea-myth-mystery-and-crime-in-1,item5162124,https://rpggeek.com/geeklist/218891/item/5162124#item5162124,https://www.kicktraq.com/projects/259750074/alas-for-the-awful-sea-myth-mystery-and-crime-in-1/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,"Alas for the Awful Sea: Myth, Mystery & Crime in 1800s UK",22 Feb 2017,Y,AUD,"30,881.00",0.76959,"23,765.71",Y,N,Y,"$30,881 AUD",3860.00%,Ended,23765.71,1611168565802,January 21 2017,,,,
"https://www.kickstarter.com/projects/500559789/dreamchaser-a-game-of-destiny-rpg?ref=bggforums',",item5167791,https://rpggeek.com/geeklist/218891/item/5167791#item5167791,https://www.kicktraq.com/projects/500559789/dreamchaser-a-game-of-destiny-rpg/,RPG,,,Dreamchaser: A Game of Destiny (RPG),23 Feb 2017,Y,USD,"14,414.00",1,"14,414.00",Y,N,Y,"$14,414",360.00%,Ended,14414,1611168565914,January 24 2017,,,,
"https://www.kickstarter.com/projects/350683997/midgard-campaign-setting-dark-roads-and-deep-magic?ref=bggforums',",item5165646,https://rpggeek.com/geeklist/218891/item/5165646#item5165646,https://www.kicktraq.com/projects/350683997/midgard-campaign-setting-dark-roads-and-deep-magic/,5E,,,Midgard Campaign Setting: Dark Roads & Deep Magic,24 Feb 2017,Y,USD,"191,428.00",1,"191,428.00",Y,N,Y,"$191,428",957.00%,Ended,191428,1611168565803,January 23 2017,,,,
"https://www.kickstarter.com/projects/michaelbielaczyc/sagaborn-roleplaying-game?ref=bggforums',",item5212462,https://rpggeek.com/geeklist/218891/item/5212462#item5212462,https://www.kicktraq.com/projects/michaelbielaczyc/sagaborn-roleplaying-game/,RPG,,,SagaBorn Roleplaying Game,24 Feb 2017,Y,USD,"3,989.00",1,"3,989.00",Y,N,Y,"$3,989",319.00%,Ended,3989,1611168565942,February 9 2017,,,,
"https://www.kickstarter.com/projects/Jagash/sig-the-manual-of-the-primes?ref=bggforums',",item5167781,https://rpggeek.com/geeklist/218891/item/5167781#item5167781,https://www.kicktraq.com/projects/Jagash/sig-the-manual-of-the-primes/,RPG,,,Sig: The Manual of the Primes,24 Feb 2017,Y,CAD,"17,145.00",0.76345,"13,089.35",Y,N,Y,"$17,145 CAD",214.00%,Ended,13089.35,1611168565913,January 24 2017,,,,
"https://www.kickstarter.com/projects/thehero/the-freelancing-roleplayers-adventure-three-pack?ref=bggforums',",item5172242,https://rpggeek.com/geeklist/218891/item/5172242#item5172242,https://www.kicktraq.com/projects/thehero/the-freelancing-roleplayers-adventure-three-pack/,5E,,,The Freelancing Roleplayers adventure Three-pack,25 Feb 2017,Y,USD,778.00,1,778.00,Y,N,Y,$778,155.00%,Ended,778,1611168565920,January 26 2017,,,,
"https://www.kickstarter.com/projects/1000694697/dimgaard-vol-xv-5e-dnd-adventures?ref=bggforums',",item5174250,https://rpggeek.com/geeklist/218891/item/5174250#item5174250,https://www.kicktraq.com/projects/1000694697/dimgaard-vol-xv-5e-dnd-adventures/,5E,,,Dimgaard Vol. XV - 5E DnD Adventures,26 Feb 2017,Y,USD,"3,514.00",1,"3,514.00",Y,N,Y,"$3,514",11710.00%,Ended,3514,1611168565923,January 27 2017,,,,
"https://www.kickstarter.com/projects/784815878/one-hundred-dungeons-a-make-100-dungeons-project?ref=bggforums',",item5174253,https://rpggeek.com/geeklist/218891/item/5174253#item5174253,https://www.kicktraq.com/projects/784815878/one-hundred-dungeons-a-make-100-dungeons-project/,5E,,,One Hundred Dungeons: A Make/100 Dungeons project,26 Feb 2017,Y,USD,"17,987.00",1,"17,987.00",Y,N,Y,"$17,987",599.00%,Ended,17987,1611168565925,January 27 2017,,,,
"https://www.kickstarter.com/projects/57119387/autumn-snow-2-the-wildlands-hunt?ref=bggforums',",item5176289,https://rpggeek.com/geeklist/218891/item/5176289#item5176289,https://www.kicktraq.com/projects/57119387/autumn-snow-2-the-wildlands-hunt/,non-5E,,,Autumn Snow 2: The Wildlands Hunt,27 Feb 2017,Y,USD,"17,276.00",1,"17,276.00",Y,N,Y,"$17,276",431.00%,Ended,17276,1611168565926,January 28 2017,,,,
"https://www.kickstarter.com/projects/481478805/dusk-city-outlaws?ref=bggforums',",item5167796,https://rpggeek.com/geeklist/218891/item/5167796#item5167796,https://www.kicktraq.com/projects/481478805/dusk-city-outlaws/,RPG,,,Dusk City Outlaws,28 Feb 2017,Y,USD,"154,155.00",1,"154,155.00",Y,N,Y,"$154,155",237.00%,Ended,154155,1611168565915,January 24 2017,,,,
"https://www.kickstarter.com/projects/1461682152/book-of-metal?ref=bggforums',",item5179663,https://rpggeek.com/geeklist/218891/item/5179663#item5179663,https://www.kicktraq.com/projects/1461682152/book-of-metal/,non-5E,https://rpggeek.com/rpg/244/advanced-dungeons-dragons-2nd-edition,,Book of Metal,1 Mar 2017,Y,USD,"2,233.00",1,"2,233.00",Y,N,Y,"$2,233",372.00%,Ended,2233,1611168565927,January 29 2017,,,1,
"https://www.kickstarter.com/projects/2cgaming/the-city-of-sands-for-5th-edition-and-pathfinder?ref=bggforums',",item5185218,https://rpggeek.com/geeklist/218891/item/5185218#item5185218,https://www.kicktraq.com/projects/2cgaming/the-city-of-sands-for-5th-edition-and-pathfinder/,5E,,,The City of Sands for 5th Edition and Pathfinder!,1 Mar 2017,Y,USD,"8,260.00",1,"8,260.00",Y,N,Y,"$8,260",109.00%,Ended,8260,1611168565933,February 1 2017,,,,
"https://www.kickstarter.com/projects/2051137503/critically-fucked-card-deck?ref=bggforums',",item5224405,,https://www.kicktraq.com/projects/2051137503/critically-fucked-card-deck/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Critically Fucked Card Deck,March 1 2017,Y,USD,"2,527.00",1,"2,527.00",Y,N,Y,"$2,527",505.00%,Ended,2527,1611168565947,February 15 2017,,,,
"https://www.kickstarter.com/projects/stephaniemcalea/fears-sharp-little-needles-adventures-for-call-of?ref=bggforums',",item5173715,https://rpggeek.com/geeklist/218891/item/5173715#item5173715,https://www.kicktraq.com/projects/stephaniemcalea/fears-sharp-little-needles-adventures-for-call-of/,non-5E,https://rpggeek.com/rpg/23113/call-cthulhu-7th-edition,,"Fear's Sharp Little Needles, adventures for Call of Cthulhu.",1 Mar 2017,Y,GBP,"36,914.00",1.22713,"45,298.28",Y,N,Y,"£36,914",738.00%,Ended,45298.28,1611168565921,January 27 2017,,,,
"https://www.kickstarter.com/projects/applied-vectors/savage-worlds-zombie-squad?ref=bggforums',",item5182859,https://rpggeek.com/geeklist/218891/item/5182859#item5182859,https://www.kicktraq.com/projects/applied-vectors/savage-worlds-zombie-squad/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Savage Worlds Zombie Squad,2 Mar 2017,Y,GBP,"8,064.00",1.22732,"9,897.11",Y,N,Y,"£8,064",806.00%,Ended,9897.11,1611168565932,January 31 2017,,,,
"https://www.kickstarter.com/projects/loresmyth/the-claws-of-madness-a-pathfinder-adventure-module?ref=bggforums',",item5181987,https://rpggeek.com/geeklist/218891/item/5181987#item5181987,https://www.kicktraq.com/projects/loresmyth/the-claws-of-madness-a-pathfinder-adventure-module/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,The Claws of Madness (a Pathfinder adventure module),2 Mar 2017,Y,USD,"2,017.00",1,"2,017.00",Y,N,Y,"$2,017",403.00%,Ended,2017,1611168565928,January 31 2017,,,,
"https://www.kickstarter.com/projects/gallantknightgames/cold-shadows-narrative-espionage-roleplaying?ref=bggforums',",item5182849,https://rpggeek.com/geeklist/218891/item/5182849#item5182849,https://www.kicktraq.com/projects/gallantknightgames/cold-shadows-narrative-espionage-roleplaying/,RPG,,https://rpggeek.com/rpg/5665/blood-honor,Cold Shadows - Narrative Espionage Roleplaying,2 Mar 2017,Y,USD,"41,959.00",1,"41,959.00",Y,N,Y,"$41,959",839.00%,Ended,41959,1611168565930,January 31 2017,,,,
"https://www.kickstarter.com/projects/782735675/gods-and-goddesses-a-5th-edition-supplement?ref=bggforums',",item5185769,https://rpggeek.com/geeklist/218891/item/5185769#item5185769,https://www.kicktraq.com/projects/782735675/gods-and-goddesses-a-5th-edition-supplement/,5E,,,Gods and Goddesses: a 5th Edition Supplement,3 Mar 2017,Y,USD,"32,242.00",1,"32,242.00",Y,N,Y,"$32,242",230.00%,Ended,32242,1611168565937,February 1 2017,,,,
https://www.kickstarter.com/projects/atomswitch/adventurers-tome-faradors-folly?ref=bggforums,item5182837,https://rpggeek.com/geeklist/218891/item/5182837#item5182837,https://www.kicktraq.com/projects/atomswitch/adventurers-tome-faradors-folly/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Adventurer's Tome: Farador's Folly,3 Mar 2017,Y,USD,"2,763.00",1,Not Funded,N,N,N,"$2,763",23.00%,Ended,0,1611168565929,January 31 2017,,,,
"https://www.kickstarter.com/projects/1150969755/pathbreaker-a-d20-system-rules-supplement?ref=bggforums',",item5185222,https://rpggeek.com/geeklist/218891/item/5185222#item5185222,https://www.kicktraq.com/projects/1150969755/pathbreaker-a-d20-system-rules-supplement/,non-5E,https://rpggeek.com/rpg/1788/d20-system-ogl-product-dd-30-compatible,,PathBreaker a D20 System Rules Supplement,3 Mar 2017,Y,USD,28.00,1,Not Funded,N,N,N,$28,7.00%,Ended,0,1611168565934,February 1 2017,,,,
"https://www.kickstarter.com/projects/fearlightgames/hood-swashbuckling-adventures-in-sherwood?ref=bggforums',",item5185233,https://rpggeek.com/geeklist/218891/item/5185233#item5185233,https://www.kicktraq.com/projects/fearlightgames/hood-swashbuckling-adventures-in-sherwood/,RPG,,,Hood: Swashbuckling Adventures in Sherwood,3 Mar 2017,Y,USD,"7,765.00",1,"7,765.00",Y,N,Y,"$7,765",155.00%,Ended,7765,1611168565935,February 1 2017,,,,
"https://www.kickstarter.com/projects/ryconroleplays/z-land-extreme-survival-horror?ref=bggforums',",item5185239,https://rpggeek.com/geeklist/218891/item/5185239#item5185239,https://www.kicktraq.com/projects/ryconroleplays/z-land-extreme-survival-horror/,RPG,,,Z-LAND | Extreme Survival Horror,3 Mar 2017,Y,NZD,"8,056.00",0.70446,"5,675.13",Y,N,Y,"$8,056 NZD",161.00%,Ended,5675.13,1611168565936,February 1 2017,,,,
https://www.kickstarter.com/projects/1418216834/rotted-capes-survivors-guide-vol-i?ref=bggforums,item5205615,https://rpggeek.com/geeklist/218891/item/5205615#item5205615,https://www.kicktraq.com/projects/1418216834/rotted-capes-survivors-guide-vol-i/,non-5E,https://rpggeek.com/rpg/22171/rotted-capes,,"Rotted Capes: Survivor's Guide, vol. I",4 Mar 2017,Y,USD,"5,191.00",1,"5,191.00",Y,N,Y,"$5,191",259.00%,Ended,5191,1611168565939,February 7 2017,,,,
"https://www.kickstarter.com/projects/2141951291/wearing-the-cape-the-role-playing-game?ref=bggforums',",item5169224,https://rpggeek.com/geeklist/218891/item/5169224#item5169224,https://www.kicktraq.com/projects/2141951291/wearing-the-cape-the-role-playing-game/,RPG,,https://rpggeek.com/rpgsystem/26506/fate-core,Wearing the Cape: The Role Playing Game,5 Mar 2017,Y,USD,"53,854.00",1,"53,854.00",Y,N,Y,"$53,854",538.00%,Ended,53854,1611168565918,January 24 2017,,,,
"https://www.kickstarter.com/projects/nordgames/treasure-decks-for-5th-edition-only-12?ref=bggforums',",item5214469,https://rpggeek.com/geeklist/218891/item/5214469#item5214469,https://www.kicktraq.com/projects/nordgames/treasure-decks-for-5th-edition-only-12/,5E,,,Treasure Decks for 5th Edition - Only $12!,7 Mar 2017,Y,USD,"45,041.00",1,"45,041.00",Y,N,Y,"$45,041",1801.00%,Ended,45041,1611168565943,February 10 2017,,,,
"https://www.kickstarter.com/projects/edrpg/elite-dangerous-role-playing-game?ref=bggforums',",item5150307,https://rpggeek.com/geeklist/218891/item/5150307#item5150307,https://www.kicktraq.com/projects/edrpg/elite-dangerous-role-playing-game/,RPG,,,Elite: Dangerous Role Playing Game (ED RPG),8 Mar 2017,Y,GBP,"86,914.00",1.2173,"105,800.41",Y,N,Y,"£86,914",193.00%,Ended,105800.41,1611168565795,January 16 2017,,,,
"https://www.kickstarter.com/projects/galileogames/tales-of-the-warrior-princesses?ref=bggforums',",item5205621,https://rpggeek.com/geeklist/218891/item/5205621#item5205621,https://www.kicktraq.com/projects/galileogames/tales-of-the-warrior-princesses/,5E,,,Tales of the Warrior Princesses,9 Mar 2017,Y,USD,"14,966.00",1,Not Funded,N,N,N,"$14,966",74.00%,Ended,0,1611168565940,February 7 2017,,,,
"https://www.kickstarter.com/projects/1445413956/the-tavern-companion?ref=bggforums',",item5251231,,https://www.kicktraq.com/projects/1445413956/the-tavern-companion/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Tavern Companion,March 9 2017,Y,GBP,"3,091.00",1.2155,"3,757.11",Y,N,Y,"£3,091",618.00%,Ended,3757.11,1611168565970,March 2 2017,,,,
"https://www.kickstarter.com/projects/shadesofvengeance/era-hitman?ref=bggforums',",item5254272,,https://www.kicktraq.com/projects/shadesofvengeance/era-hitman/,RPG,,https://rpggeek.com/rpgsystem/35204/era-d10,Become a super-powered assassin in Era: Hitman!,March 9 2017,Y,GBP,835.00,1.2155,"1,014.94",Y,N,Y,£835,167.00%,Ended,1014.94,1611168565971,March 2 2017,,,,
"https://www.kickstarter.com/projects/1861515217/innocents-a-truly-terrifying-roleplaying-game?ref=bggforums',",item5261731,,https://www.kicktraq.com/projects/1861515217/innocents-a-truly-terrifying-roleplaying-game/,RPG,,,"Innocents, a truly terrifying roleplaying game",March 12 2017,Y,USD,"9,303.00",1,"9,303.00",Y,N,Y,"$9,303",930300.00%,Ended,9303,1611168565973,March 6 2017,,,,
"https://www.kickstarter.com/projects/1644549315/the-ultimate-apocalyptic-planet-77-worlds-rpg-jame?ref=bggforums',",item5176296,https://rpggeek.com/geeklist/218891/item/5176296#item5176296,https://www.kicktraq.com/projects/1644549315/the-ultimate-apocalyptic-planet-77-worlds-rpg-jame/,RPG,,,The Ultimate Apocalyptic Planet - 77 Worlds RPG James M Ward,12 Mar 2017,Y,USD,"7,201.00",1,"7,201.00",Y,N,Y,"$7,201",180.00%,Ended,7201,1611168565926,January 28 2017,,,,
"https://www.kickstarter.com/projects/936864518/human-prey-20-level-pathfinder-and-dandd-5e-advent?ref=bggforums',",item5261738,,https://www.kicktraq.com/projects/936864518/human-prey-20-level-pathfinder-and-dandd-5e-advent/,5E,,,Human Prey: 20 Level Pathfinder and D&D 5E Adventure,March 13 2017,Y,USD,835.00,1,835.00,Y,N,Y,$835,835.00%,Ended,835,1611168565974,March 6 2017,,,,
"https://www.kickstarter.com/projects/lmetcalf/fosc-anansi-rpg-adventure-module-1e-and-5e?ref=bggforums',",item5241927,,https://www.kicktraq.com/projects/lmetcalf/fosc-anansi-rpg-adventure-module-1e-and-5e/,5E,,,,March 13 2017,Y,USD,"3,672.00",1,"3,672.00",Y,N,Y,"$3,672",367.00%,Ended,3672,1611168565960,February 26 2017,,,,
"https://www.kickstarter.com/projects/563681582/the-folio-taux-bonus-digital-content?ref=bggforums',",item5263918,,https://www.kicktraq.com/projects/563681582/the-folio-taux-bonus-digital-content/,5E,,,The Folio: Taux Bonus Digital Content,March 14 2017,Y,USD,"1,156.00",1,"1,156.00",Y,N,Y,"$1,156",231.00%,Ended,1156,1611168565977,March 7 2017,,,,
"https://www.kickstarter.com/projects/1801954192/merchants-and-markets-an-rpg-supplement?ref=bggforums',",item5263921,,https://www.kicktraq.com/projects/1801954192/merchants-and-markets-an-rpg-supplement/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,"Merchants and Markets, an RPG Supplement",March 14 2017,Y,USD,"1,205.00",1,"1,205.00",Y,N,Y,"$1,205",1205.00%,Ended,1205,1611168565978,March 7 2017,,,,
"https://www.kickstarter.com/projects/golden-goblin-press/the-7th-edition-guide-to-cthulhu-invictus?ref=bggforums',",item5207245,https://rpggeek.com/geeklist/218891/item/5207245#item5207245,https://www.kicktraq.com/projects/golden-goblin-press/the-7th-edition-guide-to-cthulhu-invictus/,non-5E,https://rpggeek.com/rpg/23113/call-cthulhu-7th-edition,,The 7th Edition Guide to Cthulhu Invictus,15 Mar 2017,Y,EUR,"43,101.00",1.07367,"46,276.25",Y,N,Y,"€43,101",215.00%,Ended,46276.25,1611168565941,February 7 2017,,,,
