BackerKit Link,RPGGeek List Item,Type,Non-5E: For RPG,RPG: related to,Project Name,Ended Date,Funding Level,Funding Goal,Project Status,Project Blurb,Image URL,,Currency,Funding Level,Exchange Rate,FundingLevelUSD,Goal Level,Reached Goal?,Progress,Success?,Real Funding USD,RPGGeek Entry Code,OSR Original,OSR Scene
https://www.backerkit.com/c/projects/OddityPress/grimwild,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11479200#11479200,RPG,,,Grimwild,July 11 2024,"$41,830","$5,000",Project Ended,"A fantasy adventure tabletop RPG, inspired by D&D 5e classes and monsters, but built with modern, narrative rules that strive for fluid gameplay, creative freedom, and a cinematic feel.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/c2dt16h3hmtatuns1nhvuvzic2ru?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"41,830.00",1.0000,"$41,830.00",5000.00,Y,836.60%,Y,"$41,830.00","[size=14][b][url=https://www.backerkit.com/c/projects/OddityPress/grimwild]Grimwild[/url][/b][/size][q]A fantasy adventure tabletop RPG, inspired by D&D 5e classes and monsters, but built with modern, narrative rules that strive for fluid gameplay, creative freedom, and a cinematic feel.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/c2dt16h3hmtatuns1nhvuvzic2ru?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,
https://www.backerkit.com/c/projects/polyhedral-earth-society/it-s-a-thieves-life,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11441262#11441262,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,It's a Thieves' Life,"Jul 15, 2024","$7,558","$2,000",Project Ended,"From the creators at Polyhedral Earth Society. IT’S A THIEVES' LIFE. A DCC-compatible source book all about thieves for both judges and players
60+ pages of thief-related content to spice up your campaign.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/3gr2qowjcvvqutkyxgtv7n0386g0?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"7,558.00",1.0000,"$7,558.00",2000.00,Y,377.90%,Y,"$7,558.00","[size=14][b][url=https://www.backerkit.com/c/projects/polyhedral-earth-society/it-s-a-thieves-life]It's a Thieves' Life[/url][/b][/size][q]From the creators at Polyhedral Earth Society. IT’S A THIEVES' LIFE. A DCC-compatible source book all about thieves for both judges and players
60+ pages of thief-related content to spice up your campaign.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/3gr2qowjcvvqutkyxgtv7n0386g0?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,1
https://www.backerkit.com/c/projects/sunfloral-chaos/the-deck-of-beginnings,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11441264#11441264,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Deck of Beginnings,"Jul 15, 2024",£408,"£1,000",Project Ended,A character creation tool and TTRPG inspired oracle deck,https://bk-prod.imgix.net/active_storage/backerkit_production/blob/xbz9107ovnuutc2r3lt0z4vdnzkr?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,GBP,408.00,1.2969,$529.12,1000.00,N,40.80%,N,$0.00,[size=14][b][url=https://www.backerkit.com/c/projects/sunfloral-chaos/the-deck-of-beginnings]The Deck of Beginnings[/url][/b][/size][q]A character creation tool and TTRPG inspired oracle deck[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/xbz9107ovnuutc2r3lt0z4vdnzkr?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ,,
https://www.backerkit.com/c/projects/mystic-quill-collective/the-book-of-life-and-death,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11479203#11479203,5E,,,The Book of Life and Death,July 16 2024,"$1,539",$100,Project Ended,"The Book of Life and Death is a DnD 5e one-shot adventure, suitable for 4-5 characters of 5th level. 
15+ pages of adventure, monsters, NPCs, battle maps, and more. Plus a free introductory setting guide to the Infinite Archives for every backer!",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/qpcx4bgw67basm2q4n7f92z80bee?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"1,539.00",1.0000,"$1,539.00",100.00,Y,1539.00%,Y,"$1,539.00","[size=14][b][url=https://www.backerkit.com/c/projects/mystic-quill-collective/the-book-of-life-and-death]The Book of Life and Death[/url][/b][/size][q]The Book of Life and Death is a DnD 5e one-shot adventure, suitable for 4-5 characters of 5th level. 
15+ pages of adventure, monsters, NPCs, battle maps, and more. Plus a free introductory setting guide to the Infinite Archives for every backer![/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/qpcx4bgw67basm2q4n7f92z80bee?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,
https://www.backerkit.com/c/projects/ready-to-play-by-nd-hobbies/micro-dungeons-something-s-edition,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11441265#11441265,5E,,,Micro Dungeons: Fey of the Wyrdscape (for 5e D&D),"Jul 19, 2024","$2,963",$100,Project Ended,Micro Dungeon Crawling Adventures in the land of the Fey for the 5th edition of Dungeons & Dragons,https://bk-prod.imgix.net/active_storage/backerkit_production/blob/wfwube58ucuon9tebkkkvaa8220y?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"2,963.00",1.0000,"$2,963.00",100.00,Y,2963.00%,Y,"$2,963.00",[size=14][b][url=https://www.backerkit.com/c/projects/ready-to-play-by-nd-hobbies/micro-dungeons-something-s-edition]Micro Dungeons: Fey of the Wyrdscape (for 5e D&D)[/url][/b][/size][q]Micro Dungeon Crawling Adventures in the land of the Fey for the 5th edition of Dungeons & Dragons[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/wfwube58ucuon9tebkkkvaa8220y?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ,,
https://www.backerkit.com/c/projects/goodman-games/caverns-of-thracia-legendary-adventure-5e-dcc,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11441267#11441267,5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Caverns of Thracia Legendary Adventure 5E+DCC,"Jul 24, 2024","$654,928","$10,000",Project Ended,A mega-dungeon that supports a full-year campaign. A legendary adventure considered by many to be one of the greatest of all time! Explore a thousand-year-old dungeon mystery waiting to be solved...,https://bk-prod.imgix.net/active_storage/backerkit_production/blob/xcbq17fhb3zx70ailoyxkmuxtqi6?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"654,928.00",1.0000,"$654,928.00",10000.00,Y,6549.28%,Y,"$654,928.00",[size=14][b][url=https://www.backerkit.com/c/projects/goodman-games/caverns-of-thracia-legendary-adventure-5e-dcc]Caverns of Thracia Legendary Adventure 5E+DCC[/url][/b][/size][q]A mega-dungeon that supports a full-year campaign. A legendary adventure considered by many to be one of the greatest of all time! Explore a thousand-year-old dungeon mystery waiting to be solved...[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/xcbq17fhb3zx70ailoyxkmuxtqi6?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ,,1
https://www.backerkit.com/c/projects/shadowlands-games-6d6f888f-51c5-4836-89ca-154f1ac76ef2/trickerion-the-roleplaying-game,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11441273#11441273,RPG,,,Trickerion - The Role-playing Game,"Jul 25, 2024","€50,968","€9,000",Project Ended,"Trickerion, the role-playing game, is set in an alternative Victorian magic-influenced world with a look and feel that blends steampunk and clockpunk wonders.  
Enjoy the official adaptation of the acclaimed board game Trickerion – Legends of Illusion.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/ta1rw2svomhghmk1klrvsd4si500?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,EUR,"50,968.00",1.0851,"$55,304.87",9000.00,Y,566.31%,Y,"$55,304.87","[size=14][b][url=https://www.backerkit.com/c/projects/shadowlands-games-6d6f888f-51c5-4836-89ca-154f1ac76ef2/trickerion-the-roleplaying-game]Trickerion - The Role-playing Game[/url][/b][/size][q]Trickerion, the role-playing game, is set in an alternative Victorian magic-influenced world with a look and feel that blends steampunk and clockpunk wonders.  
Enjoy the official adaptation of the acclaimed board game Trickerion – Legends of Illusion.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/ta1rw2svomhghmk1klrvsd4si500?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,
https://www.backerkit.com/c/projects/gehenna-gaming/eldritch-automata-action-horror-ttrpg,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11441277#11441277,RPG,,https://rpggeek.com/rpgsystem/43636/year-zero-engine,Eldritch Automata,"Jul 25, 2024","$138,411","$10,000",Project Ended,"Pilot your own mecha in this high-octane cosmic horror TTRPG inspired by Evangelion, Pacific Rim, and Cosmic Horror.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/5s2btbr4s0gfdej5bm5gwjwzdn4w?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"138,411.00",1.0000,"$138,411.00",10000.00,Y,1384.11%,Y,"$138,411.00","[size=14][b][url=https://www.backerkit.com/c/projects/gehenna-gaming/eldritch-automata-action-horror-ttrpg]Eldritch Automata[/url][/b][/size][q]Pilot your own mecha in this high-octane cosmic horror TTRPG inspired by Evangelion, Pacific Rim, and Cosmic Horror.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/5s2btbr4s0gfdej5bm5gwjwzdn4w?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,
https://www.backerkit.com/c/projects/central-michigan-university-press/eyeball-to-eyeball,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11441280#11441280,RPG,,,Eyeball to Eyeball: The Cuban Missile Crisis,"Jul 25, 2024","$10,029","$8,500",Project Ended,A Cold War simulation / parlor LARP about the Cuban Missile Crisis.,https://bk-prod.imgix.net/active_storage/backerkit_production/blob/0b7ihgf15ypplnospyhk2qjti2za?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"10,029.00",1.0000,"$10,029.00",8500.00,Y,117.99%,Y,"$10,029.00",[size=14][b][url=https://www.backerkit.com/c/projects/central-michigan-university-press/eyeball-to-eyeball]Eyeball to Eyeball: The Cuban Missile Crisis[/url][/b][/size][q]A Cold War simulation / parlor LARP about the Cuban Missile Crisis.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/0b7ihgf15ypplnospyhk2qjti2za?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ,,
https://www.backerkit.com/c/projects/heltung-storytelling/hellpower,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11441286#11441286,RPG,,https://rpggeek.com/rpgfamily/79592/mork-borg,Hellpower,"Jul 31, 2024","€14,404","€5,000",Project Ended,Hellpower is a rules-light TTRPG about normal people living in a world dominated by evil super-powered individuals.,https://bk-prod.imgix.net/active_storage/backerkit_production/blob/qsmud0zn9xdzs2591bqxwhoyvobj?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,EUR,"14,404.00",1.0823,"$15,589.45",5000.00,Y,288.08%,Y,"$15,589.45",[size=14][b][url=https://www.backerkit.com/c/projects/heltung-storytelling/hellpower]Hellpower[/url][/b][/size][q]Hellpower is a rules-light TTRPG about normal people living in a world dominated by evil super-powered individuals.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/qsmud0zn9xdzs2591bqxwhoyvobj?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ,,1
https://www.backerkit.com/c/projects/hatchlings/bow,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11441288#11441288,RPG,,https://rpggeek.com/rpgsystem/78763/carta,BOW: A Solarpunk Card Game,"Aug 7, 2024","£8,289","£1,000",Project Ended,Take to the seas and dive for ancient relics in this card game for one or two players.,https://bk-prod.imgix.net/active_storage/backerkit_production/blob/alyo98t1conekgdiniwye6tbdl6e?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,GBP,"8,289.00",1.2678,"$10,508.96",1000.00,Y,828.90%,Y,"$10,508.96",[size=14][b][url=https://www.backerkit.com/c/projects/hatchlings/bow]BOW: A Solarpunk Card Game[/url][/b][/size][q]Take to the seas and dive for ancient relics in this card game for one or two players.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/alyo98t1conekgdiniwye6tbdl6e?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ,,
https://www.backerkit.com/c/projects/ttrpgkids/a-construct-s-nature-a-solo-journaling-ttrpg,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444129#11444129,RPG,,,"A Construct's Nature, a solo-journaling TTRPG","Aug 7, 2024","$7,250","$1,200",Project Ended,"A Construct's Nature is an audio narrated solo-journaling TTRPG following the path of a newly awakened being in an overgrown world sparked with magic as they solve the land's mysteries, find connection with others, and discover their purpose.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/ai569z6u0bu6fi55mk44rucad4eb?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"7,250.00",1.0000,"$7,250.00",1200.00,Y,604.17%,Y,"$7,250.00","[size=14][b][url=https://www.backerkit.com/c/projects/ttrpgkids/a-construct-s-nature-a-solo-journaling-ttrpg]A Construct's Nature, a solo-journaling TTRPG[/url][/b][/size][q]A Construct's Nature is an audio narrated solo-journaling TTRPG following the path of a newly awakened being in an overgrown world sparked with magic as they solve the land's mysteries, find connection with others, and discover their purpose.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/ai569z6u0bu6fi55mk44rucad4eb?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,
https://www.backerkit.com/c/projects/menagerie-press-llc/secret-of-southwick-for-shadowdark-rpg,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444133#11444133,non-5E,https://rpggeek.com/rpg/73714/shadowdark-rpg,,Secret of Southwick for Shadowdark RPG,"Aug 8, 2024","$1,176",$100,Project Ended,"The Bigtooth River has dried up, travelers disappear on the trade roads, Southwick's locals give hard-eyed stares at visitors, whispers talk of old gods. An adventure for Shadowdark RPG.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/5jcswy22wqzkmvcwy4j66p1uwats?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"1,176.00",1.0000,"$1,176.00",100.00,Y,1176.00%,Y,"$1,176.00","[size=14][b][url=https://www.backerkit.com/c/projects/menagerie-press-llc/secret-of-southwick-for-shadowdark-rpg]Secret of Southwick for Shadowdark RPG[/url][/b][/size][q]The Bigtooth River has dried up, travelers disappear on the trade roads, Southwick's locals give hard-eyed stares at visitors, whispers talk of old gods. An adventure for Shadowdark RPG.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/5jcswy22wqzkmvcwy4j66p1uwats?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,1
https://www.backerkit.com/c/projects/the-panic-table/voidstream-archive-an-archival-vault-of-a-v-found-footage-horror-hooks-for-your-games,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444138#11444138,non-5E,https://rpggeek.com/rpg/48770/mothership,,Voidstream: Audio + Video + Adventure for Mothership RPG,"Aug 9, 2024","$33,155","$10,000",Project Ended,"VOIDSTREAM is a toolset of found footage audio and video artifacts designed for use as in-world dressing, creative prompts, in-game adventure hooks, and/or full-on horror immersion. Paired with its companion analog horror adventure, Source Of Signal.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/ue8wqo650qpgylhxkv0dgjzxdjr2?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"33,155.00",1.0000,"$33,155.00",10000.00,Y,331.55%,Y,"$33,155.00","[size=14][b][url=https://www.backerkit.com/c/projects/the-panic-table/voidstream-archive-an-archival-vault-of-a-v-found-footage-horror-hooks-for-your-games]Voidstream: Audio + Video + Adventure for Mothership RPG[/url][/b][/size][q]VOIDSTREAM is a toolset of found footage audio and video artifacts designed for use as in-world dressing, creative prompts, in-game adventure hooks, and/or full-on horror immersion. Paired with its companion analog horror adventure, Source Of Signal.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/ue8wqo650qpgylhxkv0dgjzxdjr2?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,1
https://www.backerkit.com/c/projects/gen-con-tv/gen-con-tv-bonus-bundle,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444156#11444156,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Maps from The World of Chaldea,"Aug 9, 2024","$3,096","$1,000",Project Ended,"The CHALDEA GAZETTEER is a collection of full-color maps from the World of Chaldea, developed over decades by Peter Adkison for his D&D world. Fantasy RPG fans can immerse themselves in Peter's creation each week on Actoroke, streaming live on GEN CON TV",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/enu2voi6b8lfrgs6pvea1cycyqsy?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"3,096.00",1.0000,"$3,096.00",1000.00,Y,309.60%,Y,"$3,096.00","[size=14][b][url=https://www.backerkit.com/c/projects/gen-con-tv/gen-con-tv-bonus-bundle]Maps from The World of Chaldea[/url][/b][/size][q]The CHALDEA GAZETTEER is a collection of full-color maps from the World of Chaldea, developed over decades by Peter Adkison for his D&D world. Fantasy RPG fans can immerse themselves in Peter's creation each week on Actoroke, streaming live on GEN CON TV[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/enu2voi6b8lfrgs6pvea1cycyqsy?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,
https://www.backerkit.com/c/projects/metal-weave-games/how-to-gm-romance,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444158#11444158,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,How to GM Romance,"Aug 11, 2024","$40,600","$15,000",Project Ended,"Set your hearts ablaze. Learn to make romance in your tabletop games accessible, fun, and easy for everyone at the table. Including 🔧mechanics,🖋️how-to essays,🎲tables, &🎨art created by leading designers in the field.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/7ucqlkzf22prwxfia1pzzdejo90u?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"40,600.00",1.0000,"$40,600.00",15000.00,Y,270.67%,Y,"$40,600.00","[size=14][b][url=https://www.backerkit.com/c/projects/metal-weave-games/how-to-gm-romance]How to GM Romance[/url][/b][/size][q]Set your hearts ablaze. Learn to make romance in your tabletop games accessible, fun, and easy for everyone at the table. Including 🔧mechanics,🖋️how-to essays,🎲tables, &🎨art created by leading designers in the field.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/7ucqlkzf22prwxfia1pzzdejo90u?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,
https://www.backerkit.com/c/projects/power-word/dnd-5e-the-wyrmslayer-physical-edition,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444160#11444160,5E,,,DnD 5E: The Wyrmslayer (Physical Edition),"Aug 13, 2024",£621,£300,Project Ended,Slay dragons and absorb their power with this hyper mobile combat orientated martial class for DnD 5E. Now available in physical printed form!,https://bk-prod.imgix.net/active_storage/backerkit_production/blob/z4j0ka6herk7zo6h35vbru5gxmx4?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,GBP,621.00,1.2866,$798.95,300.00,Y,207.00%,Y,$798.95,[size=14][b][url=https://www.backerkit.com/c/projects/power-word/dnd-5e-the-wyrmslayer-physical-edition]DnD 5E: The Wyrmslayer (Physical Edition)[/url][/b][/size][q]Slay dragons and absorb their power with this hyper mobile combat orientated martial class for DnD 5E. Now available in physical printed form![/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/z4j0ka6herk7zo6h35vbru5gxmx4?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ,,
https://www.backerkit.com/c/projects/onyx-path/scion-mythic-shards,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444162#11444162,non-5E,https://rpggeek.com/rpg/50567/scion-second-edition,,Scion: Mythic Shards,"Aug 15, 2024","$49,691","$20,000",Project Ended,Scion: Mythic Shards presents alternate settings for your Scion Second Edition game.,https://bk-prod.imgix.net/active_storage/backerkit_production/blob/mkkkdyx80uh25ps9xmjree6xdb1q?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"49,691.00",1.0000,"$49,691.00",20000.00,Y,248.46%,Y,"$49,691.00",[size=14][b][url=https://www.backerkit.com/c/projects/onyx-path/scion-mythic-shards]Scion: Mythic Shards[/url][/b][/size][q]Scion: Mythic Shards presents alternate settings for your Scion Second Edition game.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/mkkkdyx80uh25ps9xmjree6xdb1q?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ,,
https://www.backerkit.com/c/projects/clawhammer-games/before-the-flood-a-6-person-utopic-map-making-ttrpg,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444170#11444170,RPG,,,Before the Flood - a 6-person utopic map-making TTRPG,"Aug 15, 2024","$13,521","$3,500",Project Ended,"A 6-person, one-session asymmetric map-making TTRPG about striking balance between extremes. Each player takes on the role of a unique force and uses individual mechanics to create a world of harmony and abundance... knowing it's all doomed.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/0m9wr7j3f63c3wcqedp4cwc55byc?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"13,521.00",1.0000,"$13,521.00",3500.00,Y,386.31%,Y,"$13,521.00","[size=14][b][url=https://www.backerkit.com/c/projects/clawhammer-games/before-the-flood-a-6-person-utopic-map-making-ttrpg]Before the Flood - a 6-person utopic map-making TTRPG[/url][/b][/size][q]A 6-person, one-session asymmetric map-making TTRPG about striking balance between extremes. Each player takes on the role of a unique force and uses individual mechanics to create a world of harmony and abundance... knowing it's all doomed.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/0m9wr7j3f63c3wcqedp4cwc55byc?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,
https://www.backerkit.com/c/projects/parable-games/ion-heart-a-cozy-solo-mech-ttrpg,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444173#11444173,RPG,,,ION Heart - A Lo-Fi Solo Mech TTRPG,"Aug 16, 2024","£214,120","£10,000",Project Ended,Explore a post-war galaxy with your mech best friend in this lo-fi solo & duo TTRPG.,https://bk-prod.imgix.net/active_storage/backerkit_production/blob/ognzw28cv7ngfxhiqhsqn6j98sh4?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,GBP,"214,120.00",1.2953,"$277,349.64",10000.00,Y,2141.20%,Y,"$277,349.64",[size=14][b][url=https://www.backerkit.com/c/projects/parable-games/ion-heart-a-cozy-solo-mech-ttrpg]ION Heart - A Lo-Fi Solo Mech TTRPG[/url][/b][/size][q]Explore a post-war galaxy with your mech best friend in this lo-fi solo & duo TTRPG.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/ognzw28cv7ngfxhiqhsqn6j98sh4?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ,,
https://www.backerkit.com/c/projects/nimble-co/nimble-2-your-best-5e-combat-ever,https://rpggeek.com/geeklist/349562/backerkit-rpg-projects?itemid=11444177#11444177,RPG,,https://rpggeek.com/rpgsystem/69967/d-and-d-5e-game-system,"Nimble 2: A Fast, Tactical, 5e Compatible, RPG","Aug 22, 2024","$265,912","$5,000",Project Ended,"Eliminate the slog in your 5e combat, speed up play and maximize interesting, tactical choices for players and DMs.",https://bk-prod.imgix.net/active_storage/backerkit_production/blob/lozhh8xdeef70pf6s5lc0k7hjsxg?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896,,USD,"265,912.00",1.0000,"$265,912.00",5000.00,Y,5318.24%,Y,"$265,912.00","[size=14][b][url=https://www.backerkit.com/c/projects/nimble-co/nimble-2-your-best-5e-combat-ever]Nimble 2: A Fast, Tactical, 5e Compatible, RPG[/url][/b][/size][q]Eliminate the slog in your 5e combat, speed up play and maximize interesting, tactical choices for players and DMs.[/q][inlineimg]https://bk-prod.imgix.net/active_storage/backerkit_production/blob/lozhh8xdeef70pf6s5lc0k7hjsxg?ixlib=rails-4.3.1&auto=compress%2Cformat&cs=srgb&lossless=true&ar=16%3A9&fit=crop&w=896[/inlineimg][hr] - ENDS ",,
