,,,1740264505004,,169,42,,0,,,,,,264,28,,,,,,,,,,,
"https://www.kickstarter.com/projects/1575519826/how-to-game-master-like-a-fucking-boss?ref=bggforums',",item3681916,,https://www.kicktraq.com/projects/1575519826/how-to-game-master-like-a-fucking-boss/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,How to Game Master like a Fucking Boss,February 17 2015,Y,USD,"4,573.00",1,"4,573.00",Y,N,Y,"$4,573",228.00%,Ended,4573,1612365472932,January 18 2015,,,,
"https://www.kickstarter.com/projects/1081671485/night-of-the-bloody-hooks-for-horror-roleplaying-g?ref=bggforums',",item3683115,,https://www.kicktraq.com/projects/1081671485/night-of-the-bloody-hooks-for-horror-roleplaying-g/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Night of the Bloody Hooks - For Horror Roleplaying Games,February 17 2015,Y,USD,"1,567.00",1,"1,567.00",Y,N,Y,"$1,567",313.00%,Ended,1567,1612365473784,January 18 2015,,,,
"https://www.kickstarter.com/projects/rasalvatore/demonwars-allheart?ref=bggforums',",item3688110,,https://www.kicktraq.com/projects/rasalvatore/demonwars-allheart/,RPG,,,DemonWars: Allheart,February 19 2015,Y,USD,"30,216.00",1,Not Funded,N,N,N,"$30,216",60.00%,Ended,0,1612365474923,January 20 2015,,,,
"https://www.kickstarter.com/projects/1071689699/mission-publish-enhancer-core-book-zega-the-lost-p?ref=bggforums',",item3709744,,https://www.kicktraq.com/projects/1071689699/mission-publish-enhancer-core-book-zega-the-lost-p/,RPG,,,Mission: Publish Enhancer Core Book!  - Zega the Lost Planet,February 19 2015,Y,USD,17.00,1,Not Funded,N,Y,N,$17,0.00%,Cancelled,0,1612365453108,January 30 2015,,,,
"https://www.kickstarter.com/projects/1000694697/dungeon-and-dragons-5th-ed-2nd-3rd-level-adventure?ref=bggforums',",item3708486,,https://www.kicktraq.com/projects/1000694697/dungeon-and-dragons-5th-ed-2nd-3rd-level-adventure/,5E,,,Dungeon and Dragons 5th Ed 2nd-3rd level adventure package,February 20 2015,Y,USD,"1,505.00",1,"1,505.00",Y,N,Y,"$1,505",5016.00%,Ended,1505,1612365452285,January 30 2015,,,,
"https://www.kickstarter.com/projects/cactyystotemgaming/myythic-the-buried-temple-of-alimar?ref=bggforums',",item3677600,,https://www.kicktraq.com/projects/cactyystotemgaming/myythic-the-buried-temple-of-alimar/,RPG,,,Myythic: The Buried Temple of Alimar,February 20 2015,Y,USD,0.00,1,Not Funded,N,Y,N,$0,0.00%,Cancelled,0,1612365471328,January 16 2015,,,,
https://www.kickstarter.com/projects/1289238857/majimonsters-the-monster-catching-tabletop-rpg?ref=bggforums,item3691597,,https://www.kicktraq.com/projects/1289238857/majimonsters-the-monster-catching-tabletop-rpg/,RPG,,,MajiMonsters: The Monster-Catching Tabletop RPG,February 23 2015,Y,USD,"14,872.00",1,"14,872.00",Y,N,Y,"$14,872",123.00%,Ended,14872,1612365476806,January 23 2015,,,,
"https://www.kickstarter.com/projects/2117608792/rpg-guidelines-an-inspiring-ruleset-for-your-campa?ref=bggforums',",item3701614,,https://www.kicktraq.com/projects/2117608792/rpg-guidelines-an-inspiring-ruleset-for-your-campa/,RPG,,,RPG Guidelines - An Inspiring ruleset for your campaigns,February 25 2015,Y,SEK,"3,430.00",0.1206,Not Funded,N,N,N,"kr3,430 SEK",6.00%,Ended,0,1612365445703,January 26 2015,,,,
"https://www.kickstarter.com/projects/1588759266/hellfrost-matters-of-faith?ref=bggforums',",item3737208,,https://www.kicktraq.com/projects/1588759266/hellfrost-matters-of-faith/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Hellfrost Matters of Faith,February 28 2015,Y,GBP,"5,285.00",1.543805,"8,159.01",Y,N,Y,"£5,285",211.00%,Ended,8159.01,1612365443824,February 13 2015,,,,
"https://www.kickstarter.com/projects/blackwyrm/larger-than-life-tall-tale-adventures?ref=bggforums',",item3706029,,https://www.kicktraq.com/projects/blackwyrm/larger-than-life-tall-tale-adventures/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Larger Than Life: Tall Tale Adventures,February 28 2015,Y,USD,"5,341.00",1,"5,341.00",Y,N,Y,"$5,341",106.00%,Ended,5341,1612365448405,January 29 2015,,,,
"https://www.kickstarter.com/projects/1842635065/the-robotic-age-mars-rpg-supplement?ref=bggforums',",item3715009,,https://www.kicktraq.com/projects/1842635065/the-robotic-age-mars-rpg-supplement/,non-5E,https://rpggeek.com/rpg/23436/robotic-age,,The Robotic Age: Mars RPG Supplement,February 28 2015,Y,USD,"3,131.00",1,"3,131.00",Y,N,Y,"$3,131",156.00%,Ended,3131,1612365455943,February 2 2015,,,,
"https://www.kickstarter.com/projects/1229316235/the-secrets-of-cats-animals-and-threats?ref=bggforums',",item3711753,,https://www.kicktraq.com/projects/1229316235/the-secrets-of-cats-animals-and-threats/,non-5E,https://rpggeek.com/rpg/203/fate-core,,The Secrets of Cats: Animals & Threats,February 28 2015,Y,GBP,"1,073.00",1.543805,"1,656.50",Y,N,Y,"£1,073",268.00%,Ended,1656.5,1612365454168,February 1 2015,,,,
"https://www.kickstarter.com/projects/200664283/world-of-darkness-dark-eras-prestige-edition?ref=bggforums',",item3707993,,https://www.kicktraq.com/projects/200664283/world-of-darkness-dark-eras-prestige-edition/,non-5E,https://rpggeek.com/rpg/408/world-darkness,,World of Darkness Dark Eras Prestige Edition,February 28 2015,Y,USD,"128,291.00",1,"128,291.00",Y,N,Y,"$128,291",320.00%,Ended,128291,1612365449424,January 29 2015,,,,
"https://www.kickstarter.com/projects/270273121/city-of-the-lich-a-system-neutral-adventure-for-os?ref=bggforums',",item3708001,,https://www.kicktraq.com/projects/270273121/city-of-the-lich-a-system-neutral-adventure-for-os/,non-5E,https://rpggeek.com/rpg/13236/add-first-edition-1e-compatible-products,,City of the Lich: A system-neutral adventure for OSR to 5E,March 1 2015,Y,USD,"2,731.00",1,"2,731.00",Y,N,Y,"$2,731",136.00%,Ended,2731,1612365450406,January 30 2015,,,,1
"https://www.kickstarter.com/projects/389421612/epic-hero-and-villain-feat-cards?ref=bggforums',",item3641343,,https://www.kicktraq.com/projects/389421612/epic-hero-and-villain-feat-cards/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Epic Hero and Villain Feat Cards,March 3 2015,Y,USD,"6,060.00",1,"6,060.00",Y,N,Y,"$6,060",606.00%,Ended,6060,1612365461167,January 2 2015,,,,
"https://www.kickstarter.com/projects/1835460386/strike-rpg?ref=bggforums',",item3708483,,https://www.kicktraq.com/projects/1835460386/strike-rpg/,RPG,,,Strike! RPG,March 3 2015,Y,CAD,"9,128.00",0.80083,"7,309.98",Y,N,Y,"$9,128 CAD",304.00%,Ended,7309.98,1612365451421,January 30 2015,,,,
"https://www.kickstarter.com/projects/464014331/the-stygian-garden-of-abelia-prem?ref=bggforums',",item3713933,,https://www.kicktraq.com/projects/464014331/the-stygian-garden-of-abelia-prem/,non-5E,https://rpggeek.com/rpg/6581/lamentations-flame-princess,,The Stygian Garden of Abelia Prem,March 4 2015,Y,USD,"2,477.00",1,"2,477.00",Y,N,Y,"$2,477",123.00%,Ended,2477,1612365454984,February 2 2015,,,,1
"https://www.kickstarter.com/projects/545820095/deadlands-stone-and-a-hard-place?ref=bggforums',",item3702258,,https://www.kicktraq.com/projects/545820095/deadlands-stone-and-a-hard-place/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Deadlands: Stone and a Hard Place,March 5 2015,Y,USD,"50,408.00",1,"50,408.00",Y,N,Y,"$50,408",840.00%,Ended,50408,1612365447189,January 27 2015,,,,
"https://www.kickstarter.com/projects/784085563/pyramid-of-the-lost-king-adventures-in-basq?ref=bggforums',",item3656141,,https://www.kicktraq.com/projects/784085563/pyramid-of-the-lost-king-adventures-in-basq/,non-5E,https://rpggeek.com/rpg/1650/swords-wizardry,,Pyramid of the Lost King: Adventures in Basq,March 7 2015,Y,USD,"3,030.00",1,"3,030.00",Y,N,Y,"$3,030",101.00%,Ended,3030,1612365464600,January 6 2015,,,1,
"https://www.kickstarter.com/projects/wheeltreepress/time-cellist-rpg?ref=bggforums',",item3722674,,https://www.kicktraq.com/projects/wheeltreepress/time-cellist-rpg/,RPG,,,Time Cellist RPG,March 7 2015,Y,USD,"4,450.00",1,"4,450.00",Y,N,Y,"$4,450",178.00%,Ended,4450,1612365456897,February 5 2015,,,,
"https://www.kickstarter.com/projects/482503977/masks-of-nyarlathotep-companion?ref=bggforums',",item3727258,,https://www.kicktraq.com/projects/482503977/masks-of-nyarlathotep-companion/,non-5E,https://rpggeek.com/rpg/23113/call-cthulhu-7th-edition,,Masks of Nyarlathotep Companion,March 10 2015,Y,GBP,"35,937.00",1.5077,"54,182.21",Y,N,Y,"£35,937",598.00%,Ended,54182.21,1612365458749,February 8 2015,,,,
"https://www.kickstarter.com/projects/edara/the-travelers-guide-to-edara-a-steampunk-renaissan?ref=bggforums',",item3726802,,https://www.kicktraq.com/projects/edara/the-travelers-guide-to-edara-a-steampunk-renaissan/,non-5E,https://rpggeek.com/rpg/25166/edara-steampunk-renaissance,,The Traveler's Guide to Edara: A Steampunk Renaissance,March 10 2015,Y,USD,"7,722.00",1,"7,722.00",Y,N,Y,"$7,722",102.00%,Ended,7722,1612365457851,February 8 2015,,,,
"https://www.kickstarter.com/projects/sandandsteam/dead-scare-an-rpg-of-blood-splattered-white-picket?ref=bggforums',",item3741767,,https://www.kicktraq.com/projects/sandandsteam/dead-scare-an-rpg-of-blood-splattered-white-picket/,RPG,,,DEAD SCARE - An RPG of blood-splattered white picket fences,March 10 2015,Y,USD,"14,084.00",1,"14,084.00",Y,N,Y,"$14,084",140.00%,Ended,14084,1612365443826,February 16 2015,,,,
"https://www.kickstarter.com/projects/1064706197/packs-a-fluffy-horror-rpg-for-savage-worlds/description?ref=bggforums',",item3729413,,https://www.kicktraq.com/projects/1064706197/packs-a-fluffy-horror-rpg-for-savage-worlds/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Packs! - A Fluffy Horror RPG for Savage Worlds,March 11 2015,Y,USD,"10,089.00",1,"10,089.00",Y,N,Y,"$10,089",336.00%,Ended,10089,1612365459762,February 9 2015,,,,
"https://www.kickstarter.com/projects/1409961192/the-monster-alphabet-with-gm-gems?ref=bggforums',",item3737196,,https://www.kicktraq.com/projects/1409961192/the-monster-alphabet-with-gm-gems/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,"The Monster Alphabet, with GM Gems",March 11 2015,Y,USD,"35,645.00",1,"35,645.00",Y,N,Y,"$35,645",254.00%,Ended,35645,1612365443827,February 13 2015,,,,
"https://www.kickstarter.com/projects/1601301787/arcana-miyo?ref=bggforums',",item3732956,,https://www.kicktraq.com/projects/1601301787/arcana-miyo/,RPG,,,Arcana: MIYO,March 12 2015,Y,AUD,0.00,0.77039,Not Funded,N,Y,N,$0 AUD,0.00%,Cancelled,0,1612365443829,February 10 2015,,,,
"https://www.kickstarter.com/projects/burninggames/faith-the-sci-fi-rpg?ref=bggforums',",item3733350,,https://www.kicktraq.com/projects/burninggames/faith-the-sci-fi-rpg/,RPG,,,FAITH: The Sci-fi RPG,March 12 2015,Y,GBP,"41,034.00",1.48916,"61,106.19",Y,N,Y,"£41,034",136.00%,Ended,61106.19,1612365443830,February 11 2015,,,,
"https://www.kickstarter.com/projects/metalweavedesigns/scavengers?ref=bggforums',",item3731531,,https://www.kicktraq.com/projects/metalweavedesigns/scavengers/,RPG,,,Scavengers,March 14 2015,Y,USD,"8,805.00",1,"8,805.00",Y,N,Y,"$8,805",176.00%,Ended,8805,1612365443831,February 10 2015,,,,
"https://www.kickstarter.com/projects/384339921/order-of-the-link-interdimensional-rpg-offering-al?ref=bggforums',",item3731605,,https://www.kicktraq.com/projects/384339921/order-of-the-link-interdimensional-rpg-offering-al/,RPG,,,Order of the Link - Interdimensional RPG offering all genres,March 15 2015,Y,USD,"3,684.00",1,"3,684.00",Y,N,Y,"$3,684",736.00%,Ended,3684,1612365443832,February 10 2015,,,,
"https://www.kickstarter.com/projects/676918054/victorious-the-role-playing-game?ref=bggforums',",item3742482,,https://www.kicktraq.com/projects/676918054/victorious-the-role-playing-game/,RPG,,https://rpggeek.com/rpgsystem/510/siege-engine,Victorious the Role Playing Game,March 16 2015,Y,USD,"19,716.00",1,"19,716.00",Y,N,Y,"$19,716",563.00%,Ended,19716,1612365443834,February 16 2015,,,,1
"https://www.kickstarter.com/projects/1078944858/pariah-the-pulp-rpg-introducing-the-arena-narrativ?ref=bggforums',",item3730007,,https://www.kicktraq.com/projects/1078944858/pariah-the-pulp-rpg-introducing-the-arena-narrativ/,RPG,,,PARIAh - the pulp RPG introducing the ARENA narrative system,March 16 2015,Y,USD,730.00,1,730.00,Y,N,Y,$730,146.00%,Ended,730,1612365443833,February 9 2015,,,,
"https://www.kickstarter.com/projects/avalkauskas/seith-and-sword?ref=bggforums',",item3764401,,https://www.kicktraq.com/projects/avalkauskas/seith-and-sword/,non-5E,https://rpggeek.com/rpg/24196/fate-norns-ragnarok,,Seith and Sword,March 18 2015,Y,CAD,"2,407.00",0.79637,"1,916.86",Y,N,Y,"$2,407 CAD",114.00%,Ended,1916.86,1612365443835,February 27 2015,,,,
"https://www.kickstarter.com/projects/1000694697/dungeons-and-dragons-5th-ed-3rd-and-4th-level-pack?ref=bggforums',",item3760503,,https://www.kicktraq.com/projects/1000694697/dungeons-and-dragons-5th-ed-3rd-and-4th-level-pack/,5E,,,Dungeons and Dragons 5th Ed 3rd & 4th Level Package.,March 19 2015,Y,USD,984.00,1,984.00,Y,N,Y,$984,3279.00%,Ended,984,1612365443836,February 26 2015,,,,
"https://www.kickstarter.com/projects/279437836/narrative-encounters-for-fate-accelerated-edition?ref=bggforums',",item3744401,,https://www.kicktraq.com/projects/279437836/narrative-encounters-for-fate-accelerated-edition/,non-5E,https://rpggeek.com/rpg/203/fate-core,,Narrative Encounters for Fate Accelerated Edition,March 19 2015,Y,USD,929.00,1,Not Funded,N,N,N,$929,37.00%,Ended,0,1612365443837,February 17 2015,,,,
"https://www.kickstarter.com/projects/984696056/the-mortal-intrusion?ref=bggforums',",item3748680,,https://www.kicktraq.com/projects/984696056/the-mortal-intrusion/,non-5E,https://rpggeek.com/rpg/25435/spooks-welcome-great-beyond,,The Mortal Intrusion,March 20 2015,Y,USD,"3,892.00",1,"3,892.00",Y,N,Y,"$3,892",111.00%,Ended,3892,1612365443837,February 18 2015,,,,
"https://www.kickstarter.com/projects/1409548667/ultimum?ref=bggforums',",item3688121,,https://www.kicktraq.com/projects/1409548667/ultimum/,RPG,,,Ultimum,March 21 2015,Y,USD,"13,648.00",1,"13,648.00",Y,N,Y,"$13,648",136.00%,Ended,13648,1612365475901,January 20 2015,,,,
"https://www.kickstarter.com/projects/76519304/mystos-the-role-playing-game?ref=bggforums',",item3741690,,https://www.kicktraq.com/projects/76519304/mystos-the-role-playing-game/,RPG,,,Mystos: The Role Playing Game,March 23 2015,Y,USD,"3,160.00",1,"3,160.00",Y,N,Y,"$3,160",110.00%,Ended,3160,1612365443838,February 16 2015,,,,
"https://www.kickstarter.com/projects/305572273/dac-dungeon-architect-cards?ref=bggforums',",item3757774,,https://www.kicktraq.com/projects/305572273/dac-dungeon-architect-cards/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,DAC: Dungeon Architect Cards,March 27 2015,Y,USD,"20,270.00",1,"20,270.00",Y,N,Y,"$20,270",2027.00%,Ended,20270,1612365443839,February 25 2015,,,,
"https://www.kickstarter.com/projects/1002835148/pact-magic-unbound-grimoire-of-lost-souls?ref=bggforums',",item3758905,,https://www.kicktraq.com/projects/1002835148/pact-magic-unbound-grimoire-of-lost-souls/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Pact Magic Unbound: Grimoire of Lost Souls,March 28 2015,Y,USD,"9,826.00",1,"9,826.00",Y,N,Y,"$9,826",393.00%,Ended,9826,1612365443840,February 26 2015,,,,
"https://www.kickstarter.com/projects/phasma/echoes-of-the-fall?ref=bggforums',",item3763905,,https://www.kicktraq.com/projects/phasma/echoes-of-the-fall/,RPG,,,Echoes of the Fall,March 29 2015,Y,USD,"3,491.00",1,Not Funded,N,N,N,"$3,491",5.00%,Ended,0,1612365443841,February 27 2015,,,,
"https://www.kickstarter.com/projects/645319106/crypts-and-things-remastered?ref=bggforums',",item3763913,,https://www.kicktraq.com/projects/645319106/crypts-and-things-remastered/,non-5E,https://rpggeek.com/rpg/14181/crypts-things,,Crypts and Things Remastered,March 30 2015,Y,GBP,"9,206.00",1.4808,"13,632.24",Y,N,Y,"£9,206",230.00%,Ended,13632.24,1612365443842,February 28 2015,,,,1
"https://www.kickstarter.com/projects/1206128347/chronicles-of-ramlar-rpg-pathfinder-edition-0?ref=bggforums',",item3765237,,https://www.kicktraq.com/projects/1206128347/chronicles-of-ramlar-rpg-pathfinder-edition-0/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Chronicles of Ramlar RPG: Pathfinder Edition,March 31 2015,Y,USD,"2,116.00",1,Not Funded,N,N,N,"$2,116",42.00%,Ended,0,1612365443843,March 1 2015,,,,
"https://www.kickstarter.com/projects/1394597776/the-big-book-of-bloodlines-for-the-pathfinder-rpg?ref=bggforums',",item3765241,,https://www.kicktraq.com/projects/1394597776/the-big-book-of-bloodlines-for-the-pathfinder-rpg/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,The Big Book of Bloodlines for the Pathfinder RPG,March 31 2015,Y,USD,"2,562.00",1,"2,562.00",Y,N,Y,"$2,562",128.00%,Ended,2562,1612365443844,March 1 2015,,,,
"https://www.kickstarter.com/projects/1568822309/witch-a-dark-modern-fantasy-role-play-game?ref=bggforums',",item3765248,,https://www.kicktraq.com/projects/1568822309/witch-a-dark-modern-fantasy-role-play-game/,RPG,,,"WITCH - a dark, modern fantasy role play game",March 31 2015,Y,EUR,"15,899.00",1.07373,"17,071.23",Y,N,Y,"€15,899",353.00%,Ended,17071.23,1612365443845,March 1 2015,,,,
https://www.kickstarter.com/projects/dancoleman/dungeons-on-demand-instant-5th-edition-dungeons?ref=bggforums,item3782739,,https://www.kicktraq.com/projects/dancoleman/dungeons-on-demand-instant-5th-edition-dungeons/,5E,,,Dungeons On Demand: Instant 5th Edition Dungeons,April 2 2015,Y,USD,"3,737.00",1,"3,737.00",Y,N,Y,"$3,737",12450.00%,Ended,3737,1612365443846,March 9 2015,,,,
"https://www.kickstarter.com/projects/1993838805/table-top-game-based-on-dandd-rules-map-drawing-an?ref=bggforums',",item3772926,,https://www.kicktraq.com/projects/1993838805/table-top-game-based-on-dandd-rules-map-drawing-an/,RPG,,,"Table Top Game Based On D&D Rules, Map Drawing & 3D Printing",April 2 2015,Y,USD,0.00,1,Not Funded,N,N,N,$0,0.00%,Ended,0,1612365443845,March 3 2015,,,,
"https://www.kickstarter.com/projects/563681582/the-folio-2-1e-and-5e-module-launch?ref=bggforums',",item3774146,,https://www.kicktraq.com/projects/563681582/the-folio-2-1e-and-5e-module-launch/,5E,,,"The Folio #2, 1E & 5E Module Launch!",April 3 2015,Y,USD,"6,493.00",1,"6,493.00",Y,N,Y,"$6,493",129.00%,Ended,6493,1612365443848,March 4 2015,,,,
"https://www.kickstarter.com/projects/calicogames/short-order-heroes-theme-packs?ref=bggforums',",item3763904,,https://www.kicktraq.com/projects/calicogames/short-order-heroes-theme-packs/,non-5E,https://rpggeek.com/rpg/24241/short-order-heroes,,Short Order Heroes Theme Packs,April 3 2015,Y,USD,"3,586.00",1,"3,586.00",Y,N,Y,"$3,586",717.00%,Ended,3586,1612365443847,February 27 2015,,,,
"https://www.kickstarter.com/projects/eloylasanta/amp-year-two-continuing-the-modern-supers-rpg-into?ref=bggforums',",item3770003,,https://www.kicktraq.com/projects/eloylasanta/amp-year-two-continuing-the-modern-supers-rpg-into/,non-5E,https://rpggeek.com/rpg/25551/amp-year-one,,"AMP: Year Two, Continuing the Modern Supers RPG into 2016",April 4 2015,Y,USD,"9,504.00",1,"9,504.00",Y,N,Y,"$9,504",237.00%,Ended,9504,1612365443848,March 3 2015,,,,
"https://www.kickstarter.com/projects/2006204732/curse-of-the-yellow-sign?ref=bggforums',",item3785521,,https://www.kicktraq.com/projects/2006204732/curse-of-the-yellow-sign/,non-5E,https://rpggeek.com/rpg/23113/call-cthulhu-7th-edition,,Curse of the Yellow Sign,April 5 2015,Y,USD,"16,650.00",1,"16,650.00",Y,N,Y,"$16,650",832.00%,Ended,16650,1612365443849,March 10 2015,,,,
"https://www.kickstarter.com/projects/1269000670/atlantis-the-second-age-free-rpg-day?ref=bggforums',",item3805261,,https://www.kicktraq.com/projects/1269000670/atlantis-the-second-age-free-rpg-day/,non-5E,https://rpggeek.com/rpg/25511/atlantis-second-age-2nd-edition,,ATLANTIS: The Second Age Free RPG Day,9 Apr 2015,Y,USD,"2,502.00",1,"2,502.00",Y,N,Y,"$2,502",113.00%,Ended,2502,1612365443850,March 20 2015,,,,
"https://www.kickstarter.com/projects/2080350433/blades-in-the-dark?ref=bggforums',",item3777464,,https://www.kicktraq.com/projects/2080350433/blades-in-the-dark/,RPG,,,Blades in the Dark,April 9 2015,Y,USD,"179,281.00",1,"179,281.00",Y,N,Y,"$179,281",2390.00%,Ended,179281,1612365443854,March 6 2015,,,,
"https://www.kickstarter.com/projects/674003445/chibi-dungeon-monster-2-miniatures-w-art-book-and?ref=bggforums',",item3796903,,https://www.kicktraq.com/projects/674003445/chibi-dungeon-monster-2-miniatures-w-art-book-and/,RPG,,,Chibi Dungeon Monster 2 Miniatures w/Art Book & RPG Rulebook,April 9 2015,Y,USD,"18,676.00",1,"18,676.00",Y,N,Y,"$18,676",219.00%,Ended,18676,1612365443853,March 17 2015,,,,
"https://www.kickstarter.com/projects/189806096/explorers-and-exploits-tabletop-rpg?ref=bggforums',",item3784950,,https://www.kicktraq.com/projects/189806096/explorers-and-exploits-tabletop-rpg/,RPG,,,Explorers & Exploits Tabletop RPG,April 9 2015,Y,USD,71.00,1,Not Funded,N,N,N,$71,7.00%,Ended,0,1612365443851,March 10 2015,,,,
"https://www.kickstarter.com/projects/1200892680/vanguard-varmisk-fallen?ref=bggforums',",item3787497,,https://www.kicktraq.com/projects/1200892680/vanguard-varmisk-fallen/,RPG,,,Vanguard - Varmisk Fallen,April 9 2015,Y,AUD,"6,930.00",0.77023,"5,337.69",Y,N,Y,"$6,930 AUD",126.00%,Ended,5337.69,1612365443852,March 10 2015,,,,
"https://www.kickstarter.com/projects/adventureaweek/into-the-wintery-gale-pathfinder-rpg-adventure?ref=bggforums',",item3814302,,https://www.kicktraq.com/projects/adventureaweek/into-the-wintery-gale-pathfinder-rpg-adventure/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Into the Wintery Gale - Pathfinder RPG adventure,April 10 2015,Y,USD,"18,556.00",1,"18,556.00",Y,N,Y,"$18,556",927.00%,Ended,18556,1612365443855,March 26 2015,,,,
"https://www.kickstarter.com/projects/432417423/shadow-of-the-demon-lord?ref=bggforums',",item3788740,,https://www.kicktraq.com/projects/432417423/shadow-of-the-demon-lord/,RPG,,,Shadow of the Demon Lord,April 11 2015,Y,USD,"140,122.00",1,"140,122.00",Y,N,Y,"$140,122",467.00%,Ended,140122,1612365443856,March 12 2015,,,,
